Entry	Entry name	Cross-reference (EMBL)	Cross-reference (GenBank)	Gene names	Protein names
A4LDP6	A4LDP6_BURPE	AAYX01000001;		BURPS305_7410	Putative nitric oxide reductase NorZ
I2NVI8	I2NVI8_NEISI	AJMT01000042;		norZ HMPREF1051_1503	Nitric oxide reductase, NorZ
G9ZBI5	G9ZBI5_9GAMM	AGCM01000006;		HMPREF9080_00108	Nitric oxide reductase, NorZ
G8A419	G8A419_9NEIS	GU066897;		norZ	Nitric oxide reductase (Fragment)
A0A069ZTY0	A0A069ZTY0_9PORP	JNOS01000002;		HMPREF1121_00752	Nitric oxide reductase, NorZ
F5WBD7	F5WBD7_STAAU	AFNP01000014;		SA21310_0750	Putative nitric oxide reductase, NorZ
M1Z8S6	M1Z8S6_9CLOT	CARA01000079;		norZ CULT_170049	Nitric oxide reductase
A0A031GYY8	A0A031GYY8_9BURK	JFYR01000001;		norZ BW37_00467	Nitric oxide reductase
U1QK77	U1QK77_9ACTO	AWSE01000161;		HMPREF1979_02443	Putative nitric oxide reductase, NorZ
F9NPM8	F9NPM8_PROAA	AFUM01000009;		HMPREF9205_1241	Putative nitric oxide reductase, NorZ
Z4WZJ5	Z4WZJ5_9PORP	JDFF01000011;		HMPREF0636_0726	Putative nitric oxide reductase, NorZ
L1NA71	L1NA71_9PORP	AMEQ01000040;		HMPREF9134_01562	Nitric oxide reductase, NorZ
U1PH73	U1PH73_9ACTO	AWSD01000353;		HMPREF1549_02942	Putative nitric oxide reductase, NorZ
J0MXR0	J0MXR0_9FLAO	AKFR01000019;		norZ HMPREF1320_1968	Nitric oxide reductase, NorZ
C0YFB9	C0YFB9_BURPE	ACKA01000064;		BUH_2790	Putative nitric oxide reductase NorZ
I6AHY7	I6AHY7_BURTH	JH692062;		A33K_14898	Putative nitric oxide reductase norZ
J0NBS5	J0NBS5_9ACTO	AKFT01000149;		HMPREF1318_2394	Putative nitric oxide reductase, NorZ
F9N7V0	F9N7V0_9ACTO	AFUK01000001;		HMPREF9949_0105	Putative nitric oxide reductase, NorZ
O30375	O30375_CUPNE	AF002661;		norZ	Nitric oxide reductase
Q9JPL2	Q9JPL2_NEIME	AJ391256;		norZ	Nitric oxide reductase (Fragment)
U1SEM3	U1SEM3_9PAST	AWSH01000007;		HMPREF9065_00205	Nitric oxide reductase, NorZ
W3Y3T5	W3Y3T5_9FIRM	AZYX01000009;		norZ HMPREF1521_1715	Nitric oxide reductase, NorZ
L1PAK9	L1PAK9_9FLAO	AMET01000018;		HMPREF9075_00271	Nitric oxide reductase, NorZ
C5NLY1	C5NLY1_BURML	AAZP01000166;		BMAPRL20_A0645	Putative nitric oxide reductase NorZ
J3JJY4	J3JJY4_ACTNH	ALJK01000118;		HMPREF1129_0047	Putative nitric oxide reductase, NorZ
A0A069QIS9	A0A069QIS9_PRELO	JNGW01000084;		HMPREF1991_01941	Nitric oxide reductase, NorZ
L1P6D3	L1P6D3_9FLAO	AMEV01000152;		HMPREF9072_02443	Nitric oxide reductase, NorZ
L1NZ87	L1NZ87_9FLAO	AMES01000056;		HMPREF9078_00785	Nitric oxide reductase, NorZ
L1PL36	L1PL36_9FLAO	AMEU01000124;		HMPREF9073_01856	Putative nitric oxide reductase, NorZ
F9PHS7	F9PHS7_9ACTO	AFUR01000001;		HMPREF9058_2710	Putative nitric oxide reductase, NorZ
J0NE15	J0NE15_CAPOC	AKFV01000040;		norZ HMPREF1319_1856	Nitric oxide reductase, NorZ
H1ZBQ3	H1ZBQ3_MYROD	CM001437;		Myrod_2504	Nitric oxide reductase, NorZ apoprotein
B9M7T7	B9M7T7_GEODF	CP001390;		norZ Geob_0018	Nitric oxide reductase, cytochrome b
A1VLW5	A1VLW5_POLNA	CP000529;		Pnap_1328	Nitric oxide reductase, NorZ apoprotein
A1UD93	A1UD93_MYCSK	CP000518;		Mkms_1593	Nitric oxide reductase, NorZ apoprotein
Q46R31	Q46R31_CUPPJ	CP000091;		Reut_B5055	Nitric oxide reductase, NorZ apoprotein
A5WFM2	A5WFM2_PSYWF	CP000713;		PsycPRwf_1520	Nitric oxide reductase, NorZ apoprotein
C7RQ31	C7RQ31_ACCPU	CP001715;		CAP2UW1_2326	Putative nitric oxide reductase NorZ
A3NBI3	A3NBI3_BURP6	CP000570;		BURPS668_2680	Putative nitric oxide reductase NorZ
K9S4D4	K9S4D4_9CYAN	CP003591;		GEI7407_0530	Nitric oxide reductase, NorZ apoprotein
E6S6W7	E6S6W7_INTC7	CP002343;		Intca_0298	Nitric oxide reductase, NorZ apoprotein
Q1BBQ4	Q1BBQ4_MYCSS	CP000384;		Mmcs_1569	Nitric oxide reductase, NorZ apoprotein
C5ZKD1	C5ZKD1_BURPE	CM000774;		BURPS1106B_A1960	Putative nitric oxide reductase NorZ
K9U1Y4	K9U1Y4_9CYAN	CP003597;		Chro_3365	Nitric oxide reductase, NorZ apoprotein
A1W272	A1W272_ACISJ	CP000539;		Ajs_0092	Nitric oxide reductase, NorZ apoprotein
Q2IQU7	Q2IQU7_ANADE	CP000251;		Adeh_1403	Nitric oxide reductase, NorZ apoprotein
Q2IED9	Q2IED9_ANADE	CP000251;		Adeh_3178	Nitric oxide reductase, NorZ apoprotein
Q2IFX8	Q2IFX8_ANADE	CP000251;		Adeh_3720	Nitric oxide reductase, NorZ apoprotein
Q1IUT1	Q1IUT1_KORVE	CP000360;		Acid345_0364	Nitric oxide reductase, NorZ apoprotein
K9VBB2	K9VBB2_9CYAN	CP003614;		Osc7112_0369	Nitric oxide reductase, NorZ apoprotein
K9XKN7	K9XKN7_9CHRO	CP003646;		Glo7428_4622	Nitric oxide reductase, NorZ apoprotein
Q97XY4	Q97XY4_SULSO	AE006641;		norB-1 SSO1571	Nitric oxide reductase, subunit I (Cytochrome B) (NorB-1)
G8PWM5	G8PWM5_PSEFL	CP003150;		norB1 PSF113_3759	NorB1 (EC 1.7.2.5)
Q9K4V0	NORR1_CUPNH	AJ278371;AY305378;		norR1 PHG246	Nitric oxide reductase transcription regulator NorR1
M7NAX1	M7NAX1_9BACT	AODQ01000006;		norB_1 ADICEAN_00451	Nitric oxide reductase subunit B (EC 1.7.2.5)
W7WPV7	W7WPV7_9BURK	AZSO01000248;		norB_1 Y695_01911	Nitric oxide reductase subunit B (EC 1.7.2.5)
C6S9X5	C6S9X5_NEIME	AM889137;		norB1 NME_0084	Nitric oxide reductase (EC 1.7.99.7)
C6SHK2	C6SHK2_NEIME	AM889138;		norB1 NMW_0421	Nitric oxide reductase (EC 1.7.99.7)
K1L596	K1L596_9BACT	AMGM01000015;		norB_1 B879_01376	Nitric oxide reductase subunit B (EC 1.7.2.5)
W6JZQ2	W6JZQ2_9MICO	CAJA01000335;		BN11_400018	Putative Nitric oxide reductase subunit B (NorB) (EC 1.7.2.5)
A0A077M5V5	A0A077M5V5_9MICO	CAJB01000429;		BN12_930010	Putative Nitric oxide reductase subunit B (NorB) (EC 1.7.2.5)
P23295	NOR_FUSOX	M63340;D14517;		CYP55A1 CYP55	NADP nitrous oxide-forming nitric oxide reductase (NOR) (EC 1.7.1.14) (CYPLVA1) (Cytochrome P450 55A1) (Cytochrome P450 DNIR) (Cytochrome P450nor) (Fungal nitric oxide reductase)
P98008	NORB_PSEST	X53676;		norB	Nitric oxide reductase subunit B (EC 1.7.2.5) (NOR large subunit) (Nitric oxide reductase cytochrome b subunit)
Q59647	NORB_PSEAE	D38133;AE004091;		norB PA0524	Nitric oxide reductase subunit B (EC 1.7.2.5) (NOR large subunit) (Nitric oxide reductase cytochrome b subunit)
Q52527	NORC_PSEST	X53676;		norC	Nitric oxide reductase subunit C (NOR small subunit) (Nitric oxide reductase cytochrome c subunit)
Q59646	NORC_PSEAE	D38133;AE004091;		norC PA0523	Nitric oxide reductase subunit C (NOR small subunit) (Nitric oxide reductase cytochrome c subunit)
Q51662	NORC_PARDE	U28078;AB014090;		norC	Nitric oxide reductase subunit C (NOR small subunit) (Nitric oxide reductase cytochrome c subunit)
O50651	NORC_HALHD	AB010889;		norC	Nitric oxide reductase subunit C (NOR small subunit) (Nitric oxide reductase cytochrome c subunit)
O06844	NORC_RHOS5	AF000233;CP000661;		norC Rsph17025_0970	Nitric oxide reductase subunit C (NOR small subunit) (Nitric oxide reductase cytochrome c subunit)
Q8FX40	Q8FX40_BRUSU	AE014292;CP002998;JELT01000038;JMUC01000016;		norB BRA0249 BS1330_II0246 BF16_10240 DK66_312	Nitric oxide reductase (Nitric oxide reductase subunit B) (EC 1.7.2.5) (Nitric-oxide reductase, large subunit) (EC 1.7.2.5)
Q65IZ0	Q65IZ0_BACLD	CP000002;AE017333;		norB BL01473 BLi02084	Nitric oxide reductase beta subunit NorB (EC 1.7.2.5) (Nitric oxide reductase cytochrome b subunit)
Q8FX41	Q8FX41_BRUSU	AE014292;CP002998;JELT01000038;JMUC01000016;		norC BRA0248 BS1330_II0245 BF16_10235 DK66_311	Cytochrome C (Nitric oxide reductase subunit C) (Nitric-oxide reductase, small subunit) (EC 1.7.2.5)
B0SP10	B0SP10_LEPBP	CP000786;		norB LEPBI_I2954	Nitric-oxide reductase subunit B (Nitric oxide reductase cytochrome b subunit NOR large subunit) putative membrane protein (EC 1.7.2.5)
Q8YBA2	Q8YBA2_BRUME	AE008918;CP007762;GG703779;		norB BMEII0998 BAWG_1601 DK63_2258	Cytochrome c oxidase (Nitric oxide reductase subunit B) (EC 1.7.2.5) (Nitric-oxide reductase subunit b) (EC 1.7.2.5)
A4YP25	A4YP25_BRASO	CU234118;		norB BRADO1777	Nitric-oxide reductase subunit B (Nitric oxide reductase cytochrome b subunit) (NOR large subunit) (EC 1.7.99.7)
D3DFZ8	D3DFZ8_HYDTT	CP002221;AP011112;		norB HTH_0283 Hydth_0280	Nitric oxide reductase cytochrome b subunit (Nitric-oxide reductase) (EC 1.7.2.5)
Q8YBA1	Q8YBA1_BRUME	AE008918;CP007762;GG703779;		norC BMEII0999 BAWG_1600 DK63_2257	Cytochrome c heme-binding site (Nitric oxide reductase subunit C) (Nitric-oxide reductase cytochrome c chain) (EC 1.7.2.5)
A4YP24	A4YP24_BRASO	CU234118;		norC BRADO1776	Nitric-oxide reductase subunit C (Nitric oxide reductase cytochrome c subunit) (NOR small subunit) (EC 1.7.99.7)
D3DFZ9	D3DFZ9_HYDTT	CP002221;AP011112;		norC HTH_0284 Hydth_0281	Nitric oxide reductase cytochrome c subunit (Nitric-oxide reductase subunit C)
A9CGJ8	A9CGJ8_AGRT5	AE007870;		norB Atu4388	Nitric oxide reductase, cytochrome b subunit
D4GUU4	D4GUU4_HALVD	CP001956;AOHU01000040;		norB HVO_2147 C498_06018	Cytochrome B subunit of nitric oxide reductase (Nitric oxide reductase (Cytochrome c)) (EC 1.7.2.5)
Q8FX43	Q8FX43_BRUSU	AE014292;CP002998;JELT01000038;JMUC01000016;		BRA0246 BS1330_II0243 BF16_10225 DK66_309	Cytochrome c oxidase subunit III family protein (Cytochrome c oxidase, subunit III) (NorE accessory protein for nitric oxide reductase)
U4Q873	U4Q873_9RHIZ	HG518324;		norB BN877_p0535	Nitric-oxide reductase subunit B (Nitric oxide reductase cytochrome b subunit) (NOR large subunit) (EC 1.7.2.5)
H8WET2	H8WET2_MARHY	FO203363;		norB MARHY3054	Nitric-oxide reductase subunit B (Nitric oxide reductase cytochrome b subunit) (NOR large subunit) (EC 1.7.2.5)
U4Q4U0	U4Q4U0_9RHIZ	HG518324;		norC BN877_p0536	Nitric-oxide reductase subunit C (Nitric oxide reductase cytochrome c subunit) (NOR small subunit) (EC 1.7.2.5)
H8WET1	H8WET1_MARHY	FO203363;		norC MARHY3053	Nitric-oxide reductase subunit C (Nitric oxide reductase cytochrome c subunit) (NOR small subunit) (EC 1.7.2.5)
A9CGJ9	A9CGJ9_AGRT5	AE007870;		norE Atu4391	Nitric oxide reductase NorE protein
Q9UAG7	FHBA_DICDI	AB025583;AAFI02000190;		fhbA DDB_G0292378	Flavohemoprotein A (EC 1.14.12.17) (DdFHa) (Flavohemoglobin A) (Hemoglobin-like protein A) (Nitric oxide dioxygenase A) (NO oxygenase A) (NOD A)
Q54D73	FHBB_DICDI	AB025584;AAFI02000190;		fhbB DDB_G0292380	Flavohemoprotein B (EC 1.14.12.17) (DdFHb) (Flavohemoglobin B) (Hemoglobin-like protein B) (Nitric oxide dioxygenase B) (NO oxygenase B) (NOD B)
Q03331	FHP_CANNO	X68849;			Flavohemoprotein (EC 1.14.12.17) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD)
Q9URY5	FHP_SCHPO	CU329670;		SPAC869.02c	Flavohemoprotein (EC 1.14.12.17) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD)
P39676	FHP_YEAST	X87941;Z73019;AY692964;AF239759;BK006941;		YHB1 YHB YGR234W G8572	Flavohemoprotein (EC 1.14.12.17) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD)
P39662	HMP_CUPNH	X74334;AY305378;		hmp fhp PHG200	Flavohemoprotein (FHP) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)
P24232	HMP_ECOLI	X58872;U00096;AP009048;J01620;		hmp fsrB hmpA b2552 JW2536	Flavohemoprotein (Flavohemoglobin) (HMP) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)
Q51700	NIRS_PARDP	U05002;CP000489;		nirS Pden_2487	Nitrite reductase (EC 1.7.2.1) (Cytochrome cd1) (Cytochrome oxidase) (Hydroxylamine reductase) (EC 1.7.99.1)
E7QZI3	E7QZI3_9EURY	AEMG01000029;		ZOD2009_20962	Nitric-oxide reductase
M0F807	M0F807_9EURY	AOJO01000038;		C467_08255	Cytochrome b subunit of nitric oxide reductase
M0KUZ9	M0KUZ9_9EURY	AOLW01000008;		C442_03152	Cytochrome B subunit of nitric oxide reductase
M0JGE1	M0JGE1_9EURY	AOLP01000001;		C438_00085	Cytochrome B subunit of nitric oxide reductase
M0PIQ4	M0PIQ4_9EURY	AOJJ01000082;		C462_13751	Cytochrome b subunit of nitric oxide reductase (Fragment)
M0G9P4	M0G9P4_9EURY	AOLF01000021;		C458_09821	Cytochrome B subunit of nitric oxide reductase
M0DD37	M0DD37_9EURY	AOIW01000050;		C473_08117	Cytochrome b subunit of nitric oxide reductase (Fragment)
M0NND6	M0NND6_9EURY	AOJG01000030;		C469_10751	Cytochrome b subunit of nitric oxide reductase
M0JT91	M0JT91_HALVA	AOLQ01000007;		C437_02672	Cytochrome B subunit of nitric oxide reductase
M0HWC3	M0HWC3_9EURY	AOLL01000028;		C452_14550	Cytochrome B subunit of nitric oxide reductase
A0A063V406	A0A063V406_9EURY	JHUT01000204;		norB HTG_0216	Cytochrome B subunit of nitric oxide reductase (EC 1.7.2.5) (Fragment)
M0E5V6	M0E5V6_9EURY	AOJE01000011;		C471_03208	Cytochrome b subunit of nitric oxide reductase
M0DE01	M0DE01_9EURY	AOJD01000075;		C472_13887	Cytochrome B subunit of nitric oxide reductase
M0F9I5	M0F9I5_9EURY	AOLD01000042;		C460_14510	Cytochrome B subunit of nitric oxide reductase
M0DAN2	M0DAN2_9EURY	AOIV01000011;		C474_06912	Cytochrome B subunit of nitric oxide reductase
M0G841	M0G841_9EURY	AOLE01000009;		C459_01923	Cytochrome B subunit of nitric oxide reductase
M0PA50	M0PA50_9EURY	AOJI01000024;		C461_09572	Cytochrome b subunit of nitric oxide reductase
M0EQ72	M0EQ72_9EURY	AOJM01000043;		C465_06448	Cytochrome b subunit of nitric oxide reductase (Fragment)
M0K5G2	M0K5G2_9EURY	AOLR01000008;		C436_04645	Cytochrome B subunit of nitric oxide reductase
M0NL42	M0NL42_9EURY	AOJF01000053;		C470_12543	Cytochrome b subunit of nitric oxide reductase (Fragment)
M0FCZ2	M0FCZ2_9EURY	AOJN01000018;		C466_03289	Cytochrome b subunit of nitric oxide reductase
V6DXV5	V6DXV5_9EURY	CBVY010000048;		C467_08255 BN903_1	Cytochrome b subunit of nitric oxide reductase (EC 1.7.2.5)
M0HXN0	M0HXN0_9EURY	AOLM01000026;		C441_15834	Cytochrome B subunit of nitric oxide reductase
M0GSL5	M0GSL5_HALL2	AOLH01000010;		C456_06222	Cytochrome B subunit of nitric oxide reductase
L5NU20	L5NU20_9EURY	ANPG01000281;		D320_12220	Cytochrome B subunit of nitric oxide reductase
M0KJY0	M0KJY0_HALAR	AOLX01000023;		C443_14822	Cytochrome B subunit of nitric oxide reductase
M0H8I4	M0H8I4_9EURY	AOLJ01000018;		C454_12498	Cytochrome B subunit of nitric oxide reductase
M0LLI0	M0LLI0_HALJP	AOLY01000006;		C444_03052	Cytochrome B subunit of nitric oxide reductase
M0K5B7	M0K5B7_9EURY	AOLS01000062;		C435_12080	Cytochrome B subunit of nitric oxide reductase
M0G0G2	M0G0G2_9EURY	AOLG01000053;		C457_16187	Cytochrome B subunit of nitric oxide reductase
I3R6L7	I3R6L7_HALMT	CP001868;CP007551;AOLO01000011;		norB HFX_2188 BM92_11685 C439_12744	Cytochrome B (Cytochrome b subunit of nitric oxide reductase) (EC 1.7.2.5)
E4NUW2	E4NUW2_HALBP	CP001692;AOHT01000020;		Hbor_34300 C499_06795	Nitric oxide reductase, NorZ apoprotein
G0HRI4	G0HRI4_HALHT	CP002921;		norB HAH_2739	Cytochrome B subunit of nitric oxide reductase (EC 1.7.2.5)
C7NVW4	C7NVW4_HALMD	CP001688;		Hmuk_1980	Nitric-oxide reductase (EC 1.7.2.5)
Q97XY3	Q97XY3_SULSO	AE006641;		norB-2 SSO1573	Nitric oxide reductase, subunit I (Cytochrome B) (NorB-2)
Q97XY4	Q97XY4_SULSO	AE006641;		norB-1 SSO1571	Nitric oxide reductase, subunit I (Cytochrome B) (NorB-1)
G7VIA4	G7VIA4_9CREN	CP003098;		P186_0748	Nitric oxide reductase, cytochrome b subunit
D2RU14	D2RU14_HALTV	CP001860;		Htur_0182	Nitric-oxide reductase (EC 1.7.2.5)
D2RXT4	D2RXT4_HALTV	CP001860;		Htur_0873	Nitric-oxide reductase (EC 1.7.2.5)
D9Q165	D9Q165_ACIS3	CP001742;		ASAC_0647	Nitric oxide reductase, cytochrome b subunit
A8MAU8	A8MAU8_CALMQ	CP000852;		Cmaq_0286	Nitric oxide reductase, cytochrome b subunit
Q8ZSS8	Q8ZSS8_PYRAE	AE009441;		PAE3603	Nitric oxide reductase, cytochrome b subunit
I7CSN0	I7CSN0_NATSJ	CP003412;		NJ7G_0368	Nitric-oxide reductase
Q5V053	Q5V053_HALMA	AY596297;		norB rrnAC2272	Cytochrome B subunit of nitric oxide reductase
B9LQ42	B9LQ42_HALLT	CP001365;		Hlac_1902	Cytochrome b subunit of nitric oxide reductase (EC 1.7.2.5)
E1QSX0	E1QSX0_VULDI	CP002100;		Vdis_1451	Nitric oxide reductase, cytochrome b subunit
F8D3W3	F8D3W3_HALXS	CP002839;		Halxa_4018	Nitric-oxide reductase (EC 1.7.2.5)
F8D2Z9	F8D2Z9_HALXS	CP002839;		Halxa_1516	Nitric-oxide reductase (EC 1.7.2.5)
F2L272	F2L272_THEU7	CP002590;		TUZN_1529	Nitric oxide reductase, cytochrome b subunit
Q8NKB4	Q8NKB4_ASPOZ	AB055659;		CYP55A5	Cytochrome P450nor
Q96WS9	Q96WS9_TRICU	AB052733;		CYP55A4	Cytochrome P450nor
A8JD25	A8JD25_CHLRE	DS496159;		CYP55B1 CHLREDRAFT_196664	Cytochrome P450, nitric oxide reductase
C9V6M3	C9V6M3_BRUNE	EQ999575;AZBJ02000095;JMSC01000004;		norB BANG_02696 DK64_573 X658_0213690	Nitric oxide reductase (Nitric oxide reductase subunit B) (EC 1.7.2.5)
C9V6M6	C9V6M6_BRUNE	EQ999575;AZBJ02000095;JMSC01000004;		BANG_02699 DK64_576 X658_0213675	Cytochrome c oxidase subunit III (Cytochrome c oxidase subunit III family protein) (NorE accessory protein for nitric oxide reductase)
C9V6M4	C9V6M4_BRUNE	EQ999575;AZBJ02000095;JMSC01000004;		norC BANG_02697 DK64_574 X658_0213685	Cytochrome C (Nitric oxide reductase) (Nitric oxide reductase subunit C)
Q1ZYX0	Q1ZYX0_9PSED	DQ420244;DQ420250;		cnorB	Nitric oxide reductase (Fragment)
A5A3K5	A5A3K5_9BACT	EF523580;EF523583;		norB	Nitric oxide reductase (Fragment)
A5A3K3	A5A3K3_9BACT	EF523578;EF523579;EF523581;EF523582;EF523584;EF523585;		norB	Nitric oxide reductase (Fragment)
A5A3J3	A5A3J3_9BACT	EF523568;EF523569;EF523570;EF523571;EF523572;EF523573;EF523574;EF523575;EF523576;EF523577;		norB	Nitric oxide reductase (Fragment)
N7RPH0	N7RPH0_BRUAO	AQIS01000010;JPHK01000004;		B977_03076 IB63_02640	NorE accessory protein for nitric oxide reductase (Uncharacterized protein)
N7SSI9	N7SSI9_BRUAO	AQIS01000010;JPHK01000004;		B977_03073 IB63_02625	Nitric oxide reductase (Uncharacterized protein)
X4Y5Y5	X4Y5Y5_9BACT	KJ020989;KJ020990;		qnorB	Nitric oxide reductase subunit B (EC 1.7.5.2) (Fragment)
X4YJ50	X4YJ50_9BACT	KJ021002;KJ021003;		qnorB	Nitric oxide reductase subunit B (EC 1.7.5.2) (Fragment)
Q9X7J4	Q9X7J4_PSEST	CP007509;AJ131715;X53676;		dnrD UIB01_03665	DnrD protein (DnrD regulator) (Transcription factor)
X4Y370	X4Y370_9BACT	KJ020991;KJ020994;KJ020995;KJ020996;KJ021000;		qnorB	Nitric oxide reductase subunit B (EC 1.7.5.2) (Fragment)
X4YJ44	X4YJ44_9BACT	KJ020981;KJ020992;		qnorB	Nitric oxide reductase subunit B (EC 1.7.5.2) (Fragment)
F0ESI9	F0ESI9_HAEPA	AEWU01000013;AFQS01000019;		norB HMPREF9417_0833 HMPREF9953_0893	Nitric oxide reductase (EC 1.7.2.5) (Uncharacterized protein)
C9UH31	C9UH31_BRUAO	DS999881;JMSB01000042;		norB BABG_00995 DK59_814	Nitric oxide reductase (Nitric oxide reductase subunit B) (EC 1.7.2.5)
Q1ZYW9	Q1ZYW9_9PSED	DQ420249;DQ420251;		cnorB	Nitric oxide reductase (Fragment)
Q1ZYW7	Q1ZYW7_PSEBR	DQ420236;DQ420253;		cnorB	Nitric oxide reductase (Fragment)
