Entry	Entry name	Cross-reference (EMBL)	Cross-reference (GenBank)	Gene names	Protein names
Q9K4U8	NORR2_CUPNH	AJ278372;AM260480;		norR2 H16_B2325	Nitric oxide reductase transcription regulator NorR2
Q01708	NOSD_PSEAI	X65277;		nosD	Copper-binding periplasmic protein (Fragment)
Q9HYL3	NOSR_PSEAE	AE004091;		nosR PA3391	Regulatory protein NosR
Q01709	NOSR_PSEAI	X65277;		nosR	Regulatory protein NosR (Fragment)
Q00790	NOSR_PSEST	X53676;		nosR	Regulatory protein NosR
Q89XJ6	NOSZ_BRADU	AJ002531;BA000040;		nosZ blr0315	Nitrous-oxide reductase (EC 1.7.2.4) (N(2)OR) (N2O reductase)
Q8YBC6	NOSZ_BRUME	AE008918;AE008918;		nosZ BMEII0973/BMEII0974	Nitrous-oxide reductase (EC 1.7.2.4) (N(2)OR) (N2O reductase)
Q9HYL2	NOSZ_PSEAE	AE004091;		nosZ PA3392	Nitrous-oxide reductase (EC 1.7.2.4) (N(2)OR) (N2O reductase)
Q01710	NOSZ_PSEAI	X65277;		nosZ	Nitrous-oxide reductase (EC 1.7.2.4) (N(2)OR) (N2O reductase)
Q9F0W4	NOSZ_PSEFL	AF197468;AF056319;		nosZ	Nitrous-oxide reductase (EC 1.7.2.4) (N(2)OR) (N2O reductase)
Q8XQB8	NOSZ_RALSO	AL646053;		nosZ RSp1368 RS02090	Nitrous-oxide reductase (EC 1.7.2.4) (N(2)OR) (N2O reductase)
G0YXZ7	G0YXZ7_9CREN	HQ843781;HQ843783;JQ320516;		amoA	Ammonia monooxygenase subunit A (Fragment)
B5LRX9	B5LRX9_9CREN	EU885647;EU885675;FJ940170;HM803767;HM803773;HM803786;JF439025;JF748203;JF748206;JF748214;JF748237;JF748249;JF748250;JF748377;JF748381;HQ843779;JQ014648;JQ698525;JQ698550;JQ698560;JQ698570;KC773886;KC801346;KC801396;KC801409;KC801422;KC801423;KC801462;KF537021;FN562509;FN562525;		amoA amoA-AOA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (AmoA) (Putative ammonia monooxygenase subunit A) (Fragment)
G0YXZ3	G0YXZ3_9ARCH	HQ843777;		amoA	Ammonia monooxygenase subunit A (Fragment)
M0EY08	M0EY08_9EURY	AOJO01000064;		C467_14769	Nitrous-oxide reductase (EC 1.7.2.4)
M0JGE0	M0JGE0_9EURY	AOLP01000002;		C438_02892	Nitrous-oxide reductase (EC 1.7.2.4)
M0KPR1	M0KPR1_9EURY	AOLW01000015;		C442_09071	Nitrous-oxide reductase (EC 1.7.2.4)
M0PQ85	M0PQ85_9EURY	AOJJ01000033;		C462_02919	Nitrous-oxide reductase (EC 1.7.2.4)
M0DNX3	M0DNX3_9EURY	AOIW01000028;		C473_02198	Nitrous-oxide reductase (EC 1.7.2.4)
M0A1L5	M0A1L5_9EURY	AOIM01000026;		C483_09359	Nitrous-oxide reductase (EC 1.7.2.4)
G0YXZ8	G0YXZ8_9CREN	HQ843782;		amoA	Ammonia monooxygenase subunit A (Fragment)
G0YXZ4	G0YXZ4_9CREN	HQ843778;		amoA	Ammonia monooxygenase subunit A (Fragment)
G0YXZ6	G0YXZ6_9CREN	HQ843780;		amoA	Ammonia monooxygenase subunit A (Fragment)
M0NPC2	M0NPC2_9EURY	AOJG01000028;		C469_09866	Nitrous-oxide reductase (EC 1.7.2.4)
M0JPZ5	M0JPZ5_HALVA	AOLQ01000005;		C437_01972	Nitrous-oxide reductase (EC 1.7.2.4)
M0H6H5	M0H6H5_9EURY	AOLI01000015;		C455_07090	Nitrous-oxide reductase (EC 1.7.2.4)
M0LHQ1	M0LHQ1_9EURY	AOLZ01000042;		C445_11656	Nitrous-oxide reductase (EC 1.7.2.4)
M0DN46	M0DN46_9EURY	AOJE01000070;		C471_15612	Nitrous-oxide reductase (EC 1.7.2.4)
L9ZGF3	L9ZGF3_9EURY	AOIK01000038;		C485_15804	Nitrous-oxide reductase (EC 1.7.2.4)
M0CQV4	M0CQV4_9EURY	AOIU01000028;		C475_12170	Nitrous-oxide reductase (EC 1.7.2.4)
A0A060HTN9	A0A060HTN9_9ARCH	CP007536;		NVIE_021960	Putative nitrous-oxide reductase NosZ
M0PF43	M0PF43_9EURY	AOJI01000017;		C461_03542	Nitrous-oxide reductase (EC 1.7.2.4)
M0M961	M0M961_9EURY	AOMA01000062;		C446_04695	Nitrous-oxide reductase (EC 1.7.2.4)
M0EUL5	M0EUL5_9EURY	AOJM01000033;		C465_03940	Nitrous-oxide reductase (EC 1.7.2.4)
M0JXD5	M0JXD5_9EURY	AOLR01000018;		C436_10676	Nitrous-oxide reductase (EC 1.7.2.4)
M0P5L5	M0P5L5_9EURY	AOJF01000022;		C470_02375	Nitrous-oxide reductase (EC 1.7.2.4)
M0F1R5	M0F1R5_9EURY	AOJN01000049;		C466_11162	Nitrous-oxide reductase (EC 1.7.2.4)
L9XE60	L9XE60_9EURY	AOIA01000094;		C492_10510	Nitrous-oxide reductase (EC 1.7.2.4)
M0KU21	M0KU21_HALAR	AOLX01000014;		C443_06619	Nitrous-oxide reductase (EC 1.7.2.4)
M0LAS9	M0LAS9_HALJP	AOLY01000037;		C444_12007	Nitrous-oxide reductase (EC 1.7.2.4)
M0JYQ4	M0JYQ4_9EURY	AOLS01000078;		C435_15863	Nitrous-oxide reductase (EC 1.7.2.4)
L9X397	L9X397_9EURY	AOIB01000028;		C491_14047	Nitrous-oxide reductase (EC 1.7.2.4)
I3R9L6	I3R9L6_HALMT	CP001870;CP007553;AOLO01000001;		nosZ HFX_5091 BM92_18560 C439_00755	Nitrous oxide reductase (Nitrous-oxide reductase) (EC 1.7.2.4)
E4NU60	E4NU60_HALBP	CP001691;AOHT01000044;		Hbor_30430 C499_13730	Nitrous oxide reductase apoprotein (EC 1.7.2.4) (Nitrous-oxide reductase) (EC 1.7.2.4)
G0HY49	G0HY49_HALHT	CP002921;		nosZ HAH_1235	Nitrous-oxide reductase (EC 1.7.2.4)
G2MJ29	G2MJ29_9ARCH	CP002988;		Halar_1529	Nitrous-oxide reductase (EC 1.7.2.4)
V5TM85	V5TM85_HALHI	CP006884;		HISP_06325	Nitrous-oxide reductase
D3S180	D3S180_FERPA	CP001899;		Ferp_0128	Nitrous-oxide reductase (EC 1.7.2.4)
W0JVM8	W0JVM8_9EURY	CP007060;		HALDL1_02640	Nitrous-oxide reductase
G7VIA2	G7VIA2_9CREN	CP003098;		P186_0746	Nitrous-oxide reductase
A3MXH7	A3MXH7_PYRCJ	CP000561;		Pcal_1928	Nitrous oxide reductase apoprotein (EC 1.7.2.4)
L0K690	L0K690_9EURY	CP003931;		Natoc_4169	Nitrous oxide reductase
Q5V4X2	Q5V4X2_HALMA	AY596297;		nosZ rrnAC0390	Nitrous-oxide reductase (EC 1.7.2.4)
B9LN21	B9LN21_HALLT	CP001365;		Hlac_1165	Cytochrome c oxidase subunit II (EC 1.7.2.4)
F8D541	F8D541_HALXS	CP002839;		Halxa_1765	Nitrous-oxide reductase (EC 1.7.2.4)
K0INZ7	K0INZ7_NITGG	CP002408;		Ngar_c33290	Putative nitrous-oxide reductase NosZ
C9QLJ5	C9QLJ5_VIBOR	ACZV01000005;AFWH01000062;		nosZ VIA_003610 VIOR3934_07838	Nitrous-oxide reductase (EC 1.7.2.4) (N(2)OR) (N2O reductase)
Q1ZYX0	Q1ZYX0_9PSED	DQ420244;DQ420250;		cnorB	Nitric oxide reductase (Fragment)
Q6X2P1	Q6X2P1_9BACT	AY259196;AY259198;		nosZ	Nitrous oxide reductase catalytic subunit (Fragment)
A3QPF2	A3QPF2_9BACT	DQ387497;DQ387513;DQ387525;		nosZ	Nitrous oxide reductase catalytic subunit (Fragment)
A3QPG1	A3QPG1_9BACT	DQ387507;DQ387526;		nosZ	Nitrous oxide reductase catalytic subunit (Fragment)
A3QPD1	A3QPD1_9BACT	DQ387476;DQ387479;DQ387483;DQ387500;		nosZ	Nitrous oxide reductase catalytic subunit (Fragment)
Q6X2N2	Q6X2N2_9BACT	AY259188;AY259207;		nosZ	Nitrous oxide reductase catalytic subunit (Fragment)
D3HIE2	D3HIE2_9PROT	FN611015;FN611016;		nosZ	Nitrous oxide reductase (EC 1.7.99.6) (Fragment)
R9WHL2	R9WHL2_9GAMM	KC415600;KC415602;KC415603;		nosZ	Nitrous oxide reductase (Fragment)
V9TL76	V9TL76_9BACT	KF706250;KF706263;		norB	Nitric oxide reductase (Fragment)
V9TQK9	V9TQK9_9BACT	KF706172;KF706256;		norB	Nitric oxide reductase (Fragment)
V9TPA4	V9TPA4_9BACT	KF706169;KF706238;KF706258;KF706259;		norB	Nitric oxide reductase (Fragment)
V9TP99	V9TP99_9BACT	KF706149;KF706164;KF706220;		norB	Nitric oxide reductase (Fragment)
V9TPR8	V9TPR8_9BACT	KF706243;KF706248;KF706299;		norB	Nitric oxide reductase (Fragment)
V9TNG8	V9TNG8_9BACT	KF706317;KF706333;		norB	Nitric oxide reductase (Fragment)
V9TPN1	V9TPN1_9BACT	KF706160;KF706193;KF706210;KF706214;KF706217;KF706245;KF706274;		norB	Nitric oxide reductase (Fragment)
V9TQU6	V9TQU6_9BACT	KF706191;KF706336;KF706340;		norB	Nitric oxide reductase (Fragment)
V9TQQ7	V9TQQ7_9BACT	KF706275;KF706286;		norB	Nitric oxide reductase (Fragment)
V9TPV1	V9TPV1_9BACT	KF706192;KF706237;KF706339;		norB	Nitric oxide reductase (Fragment)
V9TQD5	V9TQD5_9BACT	KF706181;KF706182;		norB	Nitric oxide reductase (Fragment)
V9TM72	V9TM72_9BACT	KF706282;KF706292;		norB	Nitric oxide reductase (Fragment)
V9TPS1	V9TPS1_9BACT	KF706302;KF706304;KF706324;		norB	Nitric oxide reductase (Fragment)
V9TL36	V9TL36_9BACT	KF706198;KF706215;		norB	Nitric oxide reductase (Fragment)
V9TN20	V9TN20_9BACT	KF706208;KF706329;		norB	Nitric oxide reductase (Fragment)
V9TL55	V9TL55_9BACT	KF706235;KF706283;		norB	Nitric oxide reductase (Fragment)
V9TL20	V9TL20_9BACT	KF706163;KF706200;KF706255;		norB	Nitric oxide reductase (Fragment)
V9TLI0	V9TLI0_9BACT	KF706145;KF706335;		norB	Nitric oxide reductase (Fragment)
V9TLT6	V9TLT6_9BACT	KF706146;KF706167;		norB	Nitric oxide reductase (Fragment)
V9TQK5	V9TQK5_9BACT	KF706224;KF706251;KF706327;		norB	Nitric oxide reductase (Fragment)
V9TPL5	V9TPL5_9BACT	KF706162;KF706194;KF706269;		norB	Nitric oxide reductase (Fragment)
V9TMV5	V9TMV5_9BACT	KF706143;KF706161;		norB	Nitric oxide reductase (Fragment)
V9TN38	V9TN38_9BACT	KF706228;KF706285;		norB	Nitric oxide reductase (Fragment)
V9TLY9	V9TLY9_9BACT	KF706227;KF706328;		norB	Nitric oxide reductase (Fragment)
V9TLS7	V9TLS7_9BACT	KF706157;KF706262;		norB	Nitric oxide reductase (Fragment)
V9TPC5	V9TPC5_9BACT	KF706165;KF706189;KF706229;KF706242;		norB	Nitric oxide reductase (Fragment)
V9TQE0	V9TQE0_9BACT	KF706186;KF706270;		norB	Nitric oxide reductase (Fragment)
Q4ZGU3	Q4ZGU3_9BACT	DQ010812;DQ010814;DQ010823;DQ010836;		nosZ	Nitrous oxide reductase (Fragment)
K7X743	K7X743_9BACT	JQ514034;JQ514051;		nosZ	Nitrous oxide reductase (Fragment)
Q4ZGR9	Q4ZGR9_9BACT	DQ010783;DQ010838;		nosZ	Nitrous oxide reductase (Fragment)
Q4ZGV8	Q4ZGV8_9BACT	DQ010768;DQ010799;		nosZ	Nitrous oxide reductase (Fragment)
F8SHI6	F8SHI6_9BACT	HQ621723;HQ621729;		nosZ	NosZ (Fragment)
Q531B4	Q531B4_9BACT	AY795783;AY795791;		nosZ	Nitrous oxide reductase (Fragment)
Q4ZGQ9	Q4ZGQ9_9BACT	DQ010843;DQ010848;		nosZ	Nitrous oxide reductase (Fragment)
E7D566	E7D566_9BACT	HQ115347;HQ115356;HQ115440;HQ115451;		nosZ	Nitrous oxide reductase (Fragment)
K7XM12	K7XM12_9BACT	JQ647667;JQ647733;JQ647744;JQ647747;		nosZ	Nitrous oxide reductase (Fragment)
Q3MT09	Q3MT09_9BACT	AJ704160;AJ704169;		nosZ	Nitrous-oxide reductase (Fragment)
Q4ZGU2	Q4ZGU2_9BACT	DQ010810;DQ010815;		nosZ	Nitrous oxide reductase (Fragment)
V5QPD7	V5QPD7_9BACT	KF669743;KF669748;		nosZ	Nitrous oxide reductase (Fragment)
V5QQM1	V5QQM1_9BACT	KF853366;KF853370;		nosZ	Nitrous oxide reductase (Fragment)
V9TP31	V9TP31_9BACT	KF705699;KF706010;		nosZ	Nitrous oxide reductase (Fragment)
V5QP77	V5QP77_9BACT	KF669717;KF669721;		nosZ	Nitrous oxide reductase (Fragment)
S5U3L4	S5U3L4_9BACT	KC936670;KC936671;KC936694;		nosZ	Nitrous oxide reductase (Fragment)
K7X685	K7X685_9BACT	JQ514004;JQ514007;JQ514025;		nosZ	Nitrous oxide reductase (Fragment)
K7XM92	K7XM92_9BACT	JQ647757;JQ647808;		nosZ	Nitrous oxide reductase (Fragment)
K7XU23	K7XU23_9BACT	JQ647735;JQ647751;		nosZ	Nitrous oxide reductase (Fragment)
Q4ZGW3	Q4ZGW3_9BACT	DQ010770;DQ010794;		nosZ	Nitrous oxide reductase (Fragment)
V9TP14	V9TP14_9BACT	KF705793;KF706074;		nosZ	Nitrous oxide reductase (Fragment)
H6VUG3	H6VUG3_9BACT	JN882637;JN882638;		nosZ	Nitrous oxide reductase (Fragment)
Q4ZGQ5	Q4ZGQ5_9BACT	DQ010816;DQ010852;		nosZ	Nitrous oxide reductase (Fragment)
V9TP36	V9TP36_9BACT	KF705704;KF705771;		nosZ	Nitrous oxide reductase (Fragment)
H6A614	H6A614_9BACT	JF310588;JF310589;JF310590;JF310591;		nosZ	Nitrous oxide reductase (Fragment)
Q4ZGW8	Q4ZGW8_9BACT	DQ010787;DQ010789;		nosZ	Nitrous oxide reductase (Fragment)
Q3MTU7	Q3MTU7_9BACT	AJ703895;AJ703901;		nosZ	Nitrous-oxide reductase (Fragment)
V5QPM7	V5QPM7_9BACT	KF853373;KF853384;		nosZ	Nitrous oxide reductase (Fragment)
V9TP51	V9TP51_9BACT	KF705687;KF705698;KF705719;		nosZ	Nitrous oxide reductase (Fragment)
V5QQG3	V5QQG3_9BACT	KF853303;KF853308;KF853319;		nosZ	Nitrous oxide reductase (Fragment)
H6A610	H6A610_9BACT	JF310586;JF310587;		nosZ	Nitrous oxide reductase (Fragment)
H6A5M7	H6A5M7_9BACT	JF310454;JF310455;		nosZ	Nitrous oxide reductase (Fragment)
H6A593	H6A593_9BACT	JF310319;JF310320;		nosZ	Nitrous oxide reductase (Fragment)
Q4ZGV1	Q4ZGV1_9BACT	DQ010763;DQ010806;		nosZ	Nitrous oxide reductase (Fragment)
F8SHI7	F8SHI7_9BACT	HQ621711;HQ621724;		nosZ	NosZ (Fragment)
Q3MTF4	Q3MTF4_9BACT	AJ704025;AJ704043;		nosZ	Nitrous-oxide reductase (Fragment)
Q4ZGQ8	Q4ZGQ8_9BACT	DQ010831;DQ010849;		nosZ	Nitrous oxide reductase (Fragment)
Q4ZGQ7	Q4ZGQ7_9BACT	DQ010844;DQ010850;		nosZ	Nitrous oxide reductase (Fragment)
Q4ZGW4	Q4ZGW4_9BACT	DQ010776;DQ010793;		nosZ	Nitrous oxide reductase (Fragment)
H6A5V7	H6A5V7_9BACT	JF310534;JF310535;JF310536;		nosZ	Nitrous oxide reductase (Fragment)
H6A578	H6A578_9BACT	JF310302;JF310305;		nosZ	Nitrous oxide reductase (Fragment)
H6A5Q2	H6A5Q2_9BACT	JF310478;JF310479;		nosZ	Nitrous oxide reductase (Fragment)
S5TTL8	S5TTL8_9BACT	KC936479;KC936506;KC936748;		nosZ	Nitrous oxide reductase (Fragment)
S5TVT1	S5TVT1_9BACT	KC936522;KC936532;		nosZ	Nitrous oxide reductase (Fragment)
Q6B7Y1	Q6B7Y1_9BACT	AY675455;AY675456;AY675458;AY675499;AY675500;AY675502;JF264821;HQ291272;HQ291290;HQ291291;HQ291292;HQ291294;HQ291295;		nirK	Nitrite reductase (Putative copper nitrite reductase) (Fragment)
K7X737	K7X737_9BACT	JQ514026;JQ514046;		nosZ	Nitrous oxide reductase (Fragment)
Q58FM3	Q58FM3_9BACT	AY955145;AY955149;		nosZ	Putative nitrous oxide reductase (Fragment)
C1JKA5	C1JKA5_9BACT	FJ686194;FJ686228;		nosZ	Nitrous oxide reductase (Fragment)
Q0VJD3	Q0VJD3_9BACT	AM293471;AM293476;AM293479;AM293513;AM293538;		nosZ	Nitrous-oxide reductase (Fragment)
Q6QP23	Q6QP23_9BACT	AY531086;AY531087;AY531089;AY531096;AY531098;AY531103;AY531105;AY531106;AY531107;AY531108;AY531109;HM104382;		narG	Nitrate reductase (Putative dissimilatory membrane-bound nitrate reductase) (Fragment)
Q6PUK8	Q6PUK8_9BACT	AY577567;AY955135;		nosZ	Nitrous oxide reductase (Putative nitrous oxide reductase) (Fragment)
V9TLR4	V9TLR4_9BACT	KF705731;KF705805;		nosZ	Nitrous oxide reductase (Fragment)
K7YJH1	K7YJH1_9BACT	JQ647773;JQ647801;		nosZ	Nitrous oxide reductase (Fragment)
R9R537	R9R537_9BACT	JX237236;JX237237;JX237238;JX237239;JX237240;JX237241;JX237242;JX237243;JX237244;JX237245;JX237246;JX237247;JX237269;JX237321;		nosZ	Nitrous oxide reductase (Fragment)
R9R3V8	R9R3V8_9BACT	JX237248;JX237322;		nosZ	Nitrous oxide reductase (Fragment)
I7F2Y7	I7F2Y7_9BACT	JQ823135;KC893562;		nosZ	Nitrous oxide reductase (Fragment)
K7XIU4	K7XIU4_9BACT	JQ513995;JQ513998;JQ514038;JQ514047;		nosZ	Nitrous oxide reductase (Fragment)
Q3MSW8	Q3MSW8_9BACT	AJ704204;AJ704205;		nosZ	Nitrous-oxide reductase (Fragment)
G3EMR0	G3EMR0_9BACT	JF264822;JF264823;		nirK	Nitrite reductase (Fragment)
S5UJY6	S5UJY6_9BACT	KC936596;KC936655;KC936783;KC936787;		nosZ	Nitrous oxide reductase (Fragment)
Q4ZGY3	Q4ZGY3_9BACT	DQ010774;JF310436;		nosZ	Nitrous oxide reductase (Fragment)
V9TME2	V9TME2_9BACT	KF705962;KF705995;		nosZ	Nitrous oxide reductase (Fragment)
B6UV00	B6UV00_9BACT	FJ209501;FJ209527;		nosZ	Putative nitrous oxide reductase (Fragment)
Q0VJD1	Q0VJD1_9BACT	AM293539;AM293540;		nosZ	Nitrous-oxide reductase (Fragment)
Q0VJE4	Q0VJE4_9BACT	AM293526;AM293527;		nosZ	Nitrous-oxide reductase (Fragment)
Q0VJC9	Q0VJC9_9BACT	AM293541;AM293542;		nosZ	Nitrous-oxide reductase (Fragment)
F8SHG2	F8SHG2_9BACT	HQ621699;HQ621709;		nosZ	NosZ (Fragment)
V5QPJ0	V5QPJ0_9BACT	KF853337;KF853338;		nosZ	Nitrous oxide reductase (Fragment)
A1XEX8	A1XEX8_9BACT	DQ350920;DQ350963;		nosZ	Nitrous oxide reductase (Fragment)
C5J815	C5J815_9BACT	FM993360;FM993376;FN295838;FN295888;FN295892;FN295909;		nosZ	Nitrous oxide reductase (Fragment)
C5J819	C5J819_9BACT	FM993364;FM993365;FN295839;		nosZ	Nitrous oxide reductase (Fragment)
C5J8P7	C5J8P7_9BACT	FN295908;FN295915;		nosZ	Nitrous oxide reductase (Fragment)
C5J8K1	C5J8K1_9BACT	FN295861;FN295870;		nosZ	Nitrous oxide reductase (Fragment)
C5JAA9	C5JAA9_9BACT	FN401479;FN401484;FN401486;		nosZ	Nitrous oxide reductase (Fragment)
C5JAB3	C5JAB3_9BACT	FN401483;FN401485;		nosZ	Nitrous oxide reductase (Fragment)
Q05J90	Q05J90_9BACT	AB278101;AB278103;		nosZ	Nitrous oxide reductase (Fragment)
A1XEW4	A1XEW4_9BACT	DQ350906;DQ350910;		nosZ	Nitrous oxide reductase (Fragment)
A1XF63	A1XF63_9BACT	DQ351005;DQ351009;DQ351018;DQ351019;DQ351022;			Nitrous oxide reductase (Fragment)
A1XF45	A1XF45_9BACT	DQ350987;DQ351011;DQ351012;DQ351013;DQ351016;DQ351017;DQ351024;			Nitrous oxide reductase (Fragment)
A1XF57	A1XF57_9BACT	DQ350999;DQ351002;			Nitrous oxide reductase (Fragment)
A1XEW0	A1XEW0_9BACT	DQ350902;DQ350904;		nosZ	Nitrous oxide reductase (Fragment)
A1XEY1	A1XEY1_9BACT	DQ350923;DQ350924;		nosZ	Nitrous oxide reductase (Fragment)
A1XF34	A1XF34_9BACT	DQ350976;DQ350978;			Nitrous oxide reductase (Fragment)
A1XF44	A1XF44_9BACT	DQ350986;DQ350990;			Nitrous oxide reductase (Fragment)
S5TVL2	S5TVL2_9BACT	KC936457;KC936461;KC936675;		nosZ	Nitrous oxide reductase (Fragment)
S5TU52	S5TU52_9BACT	KC936333;KC936335;KC936337;KC936341;KC936350;KC936654;		nosZ	Nitrous oxide reductase (Fragment)
K7YJH5	K7YJH5_9BACT	JQ647778;JQ647788;		nosZ	Nitrous oxide reductase (Fragment)
K7XSA8	K7XSA8_9BACT	JQ647545;JQ647719;		nosZ	Nitrous oxide reductase (Fragment)
K7Y664	K7Y664_9BACT	JQ647783;JQ647815;		nosZ	Nitrous oxide reductase (Fragment)
K7YIL7	K7YIL7_9BACT	JQ647533;JQ647670;		nosZ	Nitrous oxide reductase (Fragment)
A8BG78	A8BG78_9BACT	EF644985;EF644987;		nosZ	Putative nitrous oxide reductase (Fragment)
A7UCZ0	A7UCZ0_9BACT	EU045846;EU045912;EU045916;EU045918;EU045920;		nosZ	Nitrous oxide reductase (Fragment)
A7UCZ4	A7UCZ4_9BACT	EU045850;EU045869;		nosZ	Nitrous oxide reductase (Fragment)
A7UD07	A7UD07_9BACT	EU045863;EU045925;		nosZ	Nitrous oxide reductase (Fragment)
A7UCZ8	A7UCZ8_9BACT	EU045854;EU045891;EU045896;EU045904;		nosZ	Nitrous oxide reductase (Fragment)
A7UD01	A7UD01_9BACT	EU045857;EU045909;EU045911;EU045927;		nosZ	Nitrous oxide reductase (Fragment)
A8BFM2	A8BFM2_9BACT	EF644930;EF644932;		nosZ	Putative nitrous oxide reductase (Fragment)
S5UJF7	S5UJF7_9BACT	KC936620;KC936623;KC936631;		nosZ	Nitrous oxide reductase (Fragment)
A7UD04	A7UD04_9BACT	EU045860;EU045897;EU045917;		nosZ	Nitrous oxide reductase (Fragment)
C5J8J3	C5J8J3_9BACT	FN295853;FN295862;		nosZ	Nitrous oxide reductase (Fragment)
C5J8I3	C5J8I3_9BACT	FN295843;FN295869;		nosZ	Nitrous oxide reductase (Fragment)
C5J806	C5J806_9BACT	FM993350;FN295851;FN295857;FN295878;		nosZ	Nitrous oxide reductase (Fragment)
C5J8H6	C5J8H6_9BACT	FN295836;FN295848;FN295849;FN295867;FN295947;		nosZ	Nitrous oxide reductase (Fragment)
C5J8I0	C5J8I0_9BACT	FN295840;FN295846;		nosZ	Nitrous oxide reductase (Fragment)
A9YPP1	A9YPP1_9BACT	EU271716;EU271723;		nosZ	NosZ (Fragment)
A9Y301	A9Y301_9BACT	EU053039;EU053056;		nosZ	Nitrous oxide reductase (Fragment)
A9YPN3	A9YPN3_9BACT	EU271708;EU271714;		nosZ	NosZ (Fragment)
H6A5M1	H6A5M1_9BACT	JF310447;JF310448;		nosZ	Nitrous oxide reductase (Fragment)
A9YPQ5	A9YPQ5_9BACT	EU271730;EU271744;		nosZ	NosZ (Fragment)
S5TT97	S5TT97_9BACT	KC936311;KC936339;KC936419;KC936421;KC936433;KC936445;KC936561;KC936564;KC936598;KC936674;KC936701;		nosZ	Nitrous oxide reductase (Fragment)
S5UJ78	S5UJ78_9BACT	KC936543;KC936544;		nosZ	Nitrous oxide reductase (Fragment)
S5UL20	S5UL20_9BACT	KC936606;KC936781;		nosZ	Nitrous oxide reductase (Fragment)
A8BFU7	A8BFU7_9BACT	EF644945;EF644958;		nosZ	Putative nitrous oxide reductase (Fragment)
A8BFT5	A8BFT5_9BACT	EF644942;EF644978;		nosZ	Putative nitrous oxide reductase (Fragment)
H9BN59	H9BN59_9BACT	JQ038953;JQ039000;		nosZ	Putative nitrous oxide reductase (Fragment)
A8BFP1	A8BFP1_9BACT	EF644933;EF644967;EF644992;		nosZ	Putative nitrous oxide reductase (Fragment)
