Entry	Entry name	Cross-reference (EMBL)	Cross-reference (GenBank)	Gene names	Protein names
B0FEX4	B0FEX4_9BACT	EU315023;EU315024;EU315026;EU315042;EU315043;EU315044;EU315046;EU315047;EU315048;EU744315;FJ498924;FJ498927;FJ498928;FJ498930;FJ498931;FJ498933;FJ498936;FJ498938;FJ498939;FJ498941;FJ498942;FJ498943;FJ498944;FJ498953;FJ498959;GQ906700;KC537419;KC756439;KC756561;KC756599;		amoA	Ammonia monooxygenase subunit A (Ammonia-monooxygenase) (Ammonia-oxidizing monooxygenase subunit A) (Ammonium monooxygenase) (AmoA) (Fragment)
E2GDT3	E2GDT3_9BACT	HM346073;HM346083;HM346102;HM346133;JF936078;JF936084;JF936094;JF936095;JF936096;JF936101;JF936103;JF936105;JF936106;JF936109;JF936112;JF936116;JF936120;JF936122;JF936126;JF936132;JF936133;JF936135;JF936143;JF936146;JF936156;JF936164;JF936167;JF936177;JF936178;JF936180;JF936206;JF936214;JF936216;JF936221;JF936236;JF936572;JF936573;JF936574;JF936575;JF936576;JF936577;JF936579;JF936581;JF936593;JF936594;JF936595;JF936596;JF936603;JF936607;JF936612;JF936613;JF936614;JF936617;JF936621;JF936623;JF936631;JF936644;JF936646;JF936652;JF936653;JF936657;JF936660;JF936663;JF936664;KC454053;KC454065;KC454069;KC773947;		amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (AmoA) (Fragment)
E2GDX7	E2GDX7_9BACT	HM346120;HM481184;HQ875279;HQ875304;HQ875318;HQ875333;JF936157;JF936160;JF936161;JF936168;JF936171;JF936184;JF936188;JF936200;JF936211;JF936213;JF936215;JF936222;JF936223;JF936225;JF936228;JF936232;JF936239;JF936241;JF936335;JF936346;JF936347;JF936359;JF936376;JF936380;JF936586;JF936600;JF936604;JF936625;JF936637;JF742554;JF742556;JQ082872;JQ319467;JQ990082;JQ865097;JQ865126;JQ865129;JQ865130;JQ865131;JQ865139;JQ865140;JQ865141;JQ865142;JQ865143;JQ865146;JQ865149;JQ865151;JQ865152;JQ865153;JQ865154;JQ865157;JQ865225;JQ865337;JQ865338;JQ865340;JQ865341;JQ865342;JQ865349;JQ865350;JQ865353;JQ865361;JQ865363;JQ865368;JQ865379;JQ865381;JQ865388;KC662527;KC701002;KC773949;KF976334;KJ497713;KJ497740;		amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (Ammonia monoxygenase) (Ammonium monooxygenase subunit A) (AmoA) (Fragment)
H9CC16	H9CC16_9BACT	JQ260710;JQ260711;JQ260712;JQ260713;JQ260714;JQ260715;JQ260716;JQ260717;JQ260718;JQ260719;JQ260720;JN418047;JN418048;JN418052;JN418057;JN418062;JN418077;JN418079;JN418082;JN418104;JN418108;JN418109;JN418111;JN418113;JX232920;KC443791;KC443793;KC443795;KC443796;KC443807;KC443816;KC443825;KC443832;KC443833;KC443847;KC443850;KC443853;KC443863;KC443865;KC443866;KC443867;KC443869;KC443872;KC443881;KC443885;KC443891;KC443892;KC443896;KC443899;KC443906;KC443910;KC443912;KC443913;KC443917;KC443922;KC443926;KC443947;KC443952;KC443969;KC443989;KC444005;KC444008;KC444011;KC444026;KC444031;KC444039;KC444049;KC444054;KC444063;KC444114;KJ438467;KJ438470;KJ438487;KJ438491;KJ438493;KJ438495;KJ438501;KJ438507;KJ438512;KJ438513;KJ438517;KJ438518;KJ438519;		amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (AmoA) (Fragment)
Q51142	Q51142_9PROT	U15733;U91603;		amoA1 amoA2	Ammonia monooxygenase subunit AmoA1 (Ammonia monooxygenase subunit AmoA2)
B3V1R0	B3V1R0_9BACT	EU625166;HM113506;JF936149;JF936503;JF936587;JF936592;JF936611;JF936645;JF264776;JF264794;JF264795;KC199983;KC454073;KC773946;		amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (AmoA) (Putative ammonia monooxygenase subunit A) (Fragment)
B3V178	B3V178_9BACT	EU625005;EU625011;EU625053;EU625078;EU625081;EU625127;EU625187;EU625214;EU624970;EU770932;EU770941;JF936179;JF936609;JF936618;JF936636;JF936640;JF936655;KC662534;KF976220;KF976238;		amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (AmoA) (Putative ammonia monooxygenase subunit A) (Fragment)
B3V1C8	B3V1C8_9BACT	EU625023;HM481179;HM481180;HM481181;HM481182;HM481183;JF936608;JQ082867;JQ865207;JQ865210;JQ865215;KC454062;KC701012;KC773930;KC773950;KF986289;KJ497394;KJ497407;		amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (Ammonia monoxygenase) (Ammonium monooxygenase subunit A) (AmoA) (Putative ammonia monooxygenase subunit A) (Fragment)
B0F9X6	B0F9X6_9BACT	EU275276;EU275277;EU275278;EU275280;EU275282;EU275283;EU275288;EU515192;EU790811;JF521016;JQ320524;KC311327;KJ144684;KJ144705;FN869081;		amoA	Ammonia monooxygenase (Ammonia monooxygenase alpha subunit) (Ammonia monooxygenase subunit A) (AmoA) (Fragment)
B5T8V0	B5T8V0_9CREN	EU770871;HM803761;HM803769;HM803792;HM803797;HM803803;HM803804;KC801350;KC801397;KC801403;FN562521;		amoA amoA-AOA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (AmoA) (Fragment)
Q8GM24	Q8GM24_9BACT	AY098872;EU309899;EU309908;EU309913;EU309917;EU667648;EU667669;EU667679;EU667705;EU667731;EU667764;JF500127;JF951317;JF951331;JX025088;JX025089;KJ152985;AB286832;AB286834;AB286835;AB286836;AB286837;AB286838;AB516277;AB524528;AB524530;AB524532;AB524537;AB625875;AB625876;AB625880;AB625882;AB625886;AB625887;AB625889;AB625890;AB625894;AB625895;AB625896;AB625900;AB625901;AB625902;AB625903;AB625907;AB625908;AB625909;AB625910;AB625911;AB625912;AB625913;AB625914;AB625915;AB621399;AB621400;AB621401;AB621402;AB621404;AB621410;AB621411;AB621413;AB621415;AB813879;AB813881;AB813882;AB813883;AB813884;AB813888;AB813889;AB813896;AB813897;AB813898;AB813899;AB813904;AB813905;AB813907;AB813908;AB813909;AB813910;AB813912;AB813913;AB813914;AB813915;		amoA AmoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (Putative ammonia monooxygenase alpha subunit) (Putative ammonia monooxygenase subunit A) (Fragment)
D5L8E1	D5L8E1_9ARCH	GU811345;GU811348;GU811358;GU811359;GU811365;GU811370;GU811398;GU811400;GU811402;GU811405;GU811407;GU811413;GU811416;GU811419;GU811427;GU811575;GU811578;GU811581;GU811591;GU811592;GU811593;GU811594;GU811597;GU811599;GU811601;GU811603;JF272616;JF272619;JF272620;JF272621;JF272622;JF272629;JF272632;JF272639;JF272645;JF272648;JF272650;JF272652;JF272654;JF272662;JF272663;JF272669;JF272670;JF272671;JF272672;JF272678;JF272684;JF272694;JF272697;		amoA	Ammonia monooxygenase subunit A (AmoA) (Fragment)
A9LE62	A9LE62_9CREN	EF450798;EF450799;EF450800;EF450801;HM164828;HM164829;HM164846;HM164848;HM164851;HM164902;HM164911;HM164913;HM164924;HM164925;HM164930;HM164933;HM467035;HM467037;HM467041;HM467042;HM467049;HM467062;HM467077;HM467080;HM467083;HM467085;HM467095;HM467097;HM467107;JN418179;		amoA	Ammonia monooxygenase subunit A (AmoA) (Fragment)
G4XIP5	G4XIP5_9BACT	JF820301;JX232629;JX232632;JX232634;JX232642;JX232668;JX232678;JX232697;JX232702;JX232704;JX232705;JX232707;JX232712;JX232714;JX232719;JX232730;JX232742;JX232770;JX232786;JX232810;JX232813;JX232822;JX232871;JX232896;JX232899;JX232900;JX232905;		amoA	Ammonia monooxygenase subunit A (AmoA) (Fragment)
A1YT72	A1YT72_9BACT	EF133734;EF133739;JX232654;JX232663;JX232677;JX232687;JX232689;JX232754;JX232760;JX232765;JX232766;JX232767;JX232768;JX232769;JX232771;JX232772;JX232779;JX232783;JX232789;JX232793;JX232794;JX232800;JX232806;JX232809;JX232819;JX232820;JX232824;JX232842;JX232853;JX232860;JX232877;JX232882;JX232887;JX232895;JX232901;JX232904;JX232907;JX232908;JX232911;JX232931;JX232946;JX232947;		amoA	Ammonia monooxygenase (AmoA) (Fragment)
Q6IWX0	Q6IWX0_9BACT	AY616016;AY616017;AY616018;AY616019;JX232639;JX232649;JX232652;JX232686;JX232690;JX232691;JX232693;JX232700;JX232701;JX232718;JX232720;JX232726;JX232731;JX232739;JX232741;JX232744;JX232756;JX232757;JX232774;JX232775;JX232776;JX232780;JX232781;JX232803;JX232807;JX232840;JX232843;JX232844;JX232847;JX232856;JX232857;JX232863;JX232864;JX232869;JX232873;JX232881;JX232883;JX232884;JX232885;JX232886;JX232888;JX232889;JX232897;JX232902;JX232906;JX232912;JX232913;JX232917;JX232930;JX232932;JX232933;JX232940;JX232943;JX232948;		amoA	Ammonia monooxygenase (AmoA) (Fragment)
B5LRP4	B5LRP4_9CREN	EU885562;EU885668;EU885699;HM346051;HM803702;JF439060;JQ320518;KC773920;KC801465;		amoA amoA-AOA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (AmoA) (Putative ammonia monooxygenase subunit A) (Fragment)
F4ZE41	F4ZE41_9ARCH	HM637864;HM637866;HM637867;JF905738;KC756730;KC756735;KC756739;KC756745;KC756747;KC756748;KC756749;KC756778;KC756783;KC756788;KC756789;KC756790;KF438434;KF438450;KF438457;KF618642;KF618710;KF618873;KF898537;KF898545;KF898548;KF898697;KF898701;KF898704;KF898705;KF898708;KF898727;KF898728;KF898730;KF898734;KF898737;KF898738;KF898744;KF898767;KF898775;KF898782;		amoA	Ammonia monooxygenase (Ammonia monooxygenase alpha subunit) (Ammonia monooxygenase subunit A) (Ammonia-monooxygenase) (Fragment)
Q1HJU3	Q1HJU3_9BACT	DQ480848;HQ678227;JN903161;JX010841;JX010853;KF003526;KF003656;KF003683;KF003745;KF003779;KF003790;KF619079;KF179502;KF754218;KF754245;KJ093852;KJ093864;KJ093869;KJ093870;KJ093878;KJ093936;KJ093939;KJ093940;KJ093950;KJ093952;KJ093954;KJ144667;		amoA	Ammonia monooxygenase (Ammonia monooxygenase alpha subunit) (Ammonia monooxygenase subunit A) (Putative ammonia monooxygenase subunit A) (Fragment)
B5AIN7	B5AIN7_9ARCH	EU852705;JF905700;JF905703;JF905710;JF905712;JF905714;JF905720;JF905722;JF905727;JF905732;JF905735;JF905736;JF905744;JF905748;JF905749;JF905751;JF905754;JF905760;JF905771;JF905778;JF905779;JQ403952;JQ404234;JQ345783;JQ345888;JQ345890;KC756621;KC756629;KC756657;KC756679;KC756686;KC756688;KC756714;KC756746;KC756759;KC756779;KC756781;KC756787;KC756794;KF618628;KF618631;KF618633;KF618637;KF618638;KF618640;KF618641;KF618648;KF618650;KF618652;KF618658;KF618659;KF618660;KF618661;KF618663;KF618667;KF618668;KF618675;KF618696;KF618700;KF618714;KF618715;KF618718;KF618720;KF618728;KF618731;KF618735;KF618737;KF618756;KF618765;KF618779;KF618786;KF618793;KF618796;KF618801;KF618802;KF618804;KF618807;KF618808;KF618809;KF618811;KF618812;KF618813;KF618814;KF618815;KF618816;KF618819;KF618825;KF618828;KF618834;KF618857;KF898530;KF898531;KF898532;KF898533;KF898535;KF898536;KF898541;KF898547;KF898549;KF898552;KF898554;KF898555;KF898557;KF898558;KF898563;KF898564;KF898565;KF898566;KF898568;KF898569;KF898570;KF898572;KF898574;KF898575;KF898576;KF898577;KF898579;KF898581;KF898582;KF898584;KF898587;KF898588;KF898589;KF898590;KF898591;KF898592;KF898593;KF898594;KF898595;KF898596;KF898597;KF898600;KF898601;KF898603;KF898605;KF898606;KF898607;KF898608;KF898610;KF898612;KF898620;KF898641;KF898654;KF898661;KF898667;KF898670;KF898677;KF898679;KF898691;KF898698;KF898699;KF898700;KF898703;KF898707;KF898709;KF898711;KF898712;KF898713;KF898714;KF898716;KF898717;KF898721;KF898723;KF898724;KF898725;KF898729;KF898731;KF898732;KF898733;KF898736;KF898740;KF898741;KF898742;KF898745;KF898746;KF898748;KF898749;KF898750;KF898752;KF898753;KF898754;KF898755;KF898756;KF898757;KF898759;KF898761;KF898763;KF898766;KF898768;KF898769;KF898770;KF898772;KF898773;KF898774;KF898776;KF898777;KF898778;KF898779;KF898780;KF898783;KF898784;KF898830;KF898832;KF898833;KF898835;KF898840;KF898844;KF898845;KF898846;KF898847;KF898848;KF898850;KF898851;KF898853;KF898858;KF898859;KF898861;KF898862;KF898864;KF898869;KJ004930;KJ004951;KJ004958;KJ004986;KJ005000;KJ005001;KJ005002;KJ005003;KJ005004;KJ005119;		amoA	Ammonia monooxygenase (Ammonia monooxygenase alpha subunit) (Ammonia monooxygenase subunit A) (Ammonia-monooxygenase) (Ammonium monooxygenase alpha subunit) (Fragment)
R9XW11	R9XW11_9ARCH	KC735348;KC735403;KC735423;KC735424;KC735445;KC735507;KC735514;KC735525;KF476740;KJ158520;KJ158521;KJ191155;		amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (AmoA) (Fragment)
Q0PPT8	Q0PPT8_9CREN	DQ784527;DQ784534;DQ784535;DQ784536;DQ784537;DQ784538;EF155624;EF155627;EF155628;EU795434;EU795438;EU795442;EU795443;EU795449;EU795450;GQ353407;GQ353416;GQ353417;GQ353420;GQ353425;		amoA	Ammonia monooxygenase subunit A (AmoA) (Putative ammonia monooxygenase subunit A) (Fragment)
A5HN54	A5HN54_9BACT	EF544029;EU770885;EU770888;EU770894;EU770897;EU770936;JF936548;JQ865068;JQ865070;JQ865077;JQ865080;JQ865124;KC967949;		amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (AmoA) (Fragment)
H9BVF3	H9BVF3_9BACT	JQ081008;KC537421;KC756464;KC756468;KF618916;KF618975;KF618977;KF619111;KF619130;KF803082;KJ093897;KJ093941;KJ094017;		amoA	Ammonia monooxygenase (Ammonia-monooxygenase) (AmoA) (Fragment)
Q6B4I9	Q6B4I9_9BACT	AY682816;EU267467;EU267483;EU267594;HQ425749;HQ425756;HQ425758;HQ425763;JX643994;JX643995;JX643996;FN868492;		amoA amoaA	Ammonia momooxygenase subunit A (Ammonia monooxygenase) (Ammonia monooxygenase subunit A) (AmoA) (Fragment)
E7BCB7	E7BCB7_9BACT	HQ875261;HQ875295;HQ875301;JQ319474;JQ865145;KC662531;KC773926;KJ497368;FR751354;FR751371;FR751389;		amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (AmoA) (Fragment)
B3Y8J4	B3Y8J4_9BACT	EU925187;EU925189;EU925192;EU925196;EU925197;EU925201;EU925202;EU925203;EU925211;EU925212;EU925213;EU925216;EU925218;EU925220;EU925225;EU925235;EU925236;EU925241;EU925246;JX306161;JX306163;JX306172;JX306176;JX306187;JX306204;JX306241;JX306244;JX306248;JX306249;JX306259;JX306271;JX306281;JX306284;JX306293;JX306457;AB449332;AB829102;AB829103;AB829105;AB829106;AB829107;AB829108;AB829110;		AmoA amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (Putative ammonia monooxygenase alpha subunit) (Fragment)
A1ILW8	A1ILW8_9BACT	GU453692;GU453695;GU453698;GU453701;GU453704;GU453706;GU453708;GU453709;GU453711;GU453720;GU453723;GU453724;GU453726;GU453728;GU453745;GU453752;GU453759;GU453762;GU453764;GU453766;GU453768;GU453771;GU453773;GU453776;GU453777;GU453788;GU453794;GU453801;GU453809;GU453832;GU453846;GU453851;GU453854;GU453858;AB289395;AB829085;		AmoA amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (Putative ammonia monooxygenase alpha subunit) (Fragment)
B5LRZ0	B5LRZ0_9CREN	EU885658;GU270235;HM803760;HM803776;HM803782;HM803783;HM803788;JF439024;JF439027;HQ267734;HQ267736;JF748182;JF748194;JF748213;JF748215;JF748216;JF748224;JF748253;JF748258;JF748268;JF748284;JF748290;JF748291;JF748296;JF748303;JF748309;JF748379;JQ345816;JQ345902;JQ698539;JQ698558;JQ698569;JQ698606;JQ698613;JQ698622;KC801351;KC801355;KC801425;KF537049;		amoA amoA-AOA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (Putative ammonia monooxygenase subunit A) (Fragment)
B0Z0I6	B0Z0I6_9CREN	EU197158;GQ250749;HM803735;HM803742;HQ875169;HQ875173;HQ875192;JQ698578;KC801343;KC801356;KC801357;KC801367;KC801371;KC801375;KC801378;KC801389;KC801400;KC801428;KC801431;KC801446;KC801449;KC801457;KC801473;KC801474;KC801480;KC801483;KC801484;KC801487;KC801653;KC801657;KC801659;KC801672;KC801678;KC801680;KC801681;KC801693;KC801694;KC801698;KC801724;KC801749;KC801754;FN423460;FN562529;		amoA amoA-AOA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (Monooxygenase subunit A) (Putative ammonia monooxygenase subunit A) (Fragment)
B9VEA7	B9VEA7_9CREN	FJ536740;FJ940132;FJ940135;FJ940146;FJ940148;FJ940160;FJ940171;FJ940179;HM803746;HQ267740;HQ875177;JF748129;JF748131;JF748162;JF748167;JF748183;JF748185;JF748197;JF748200;JF748208;JF748219;JF748226;JF748236;JF748243;JF748244;JF748245;JF748287;JF748292;JF748294;JF748298;JF748301;JF748304;JF748312;JF748314;JF748317;JF748340;JF748350;JF748366;JF748382;JQ345779;JQ345913;KC801439;KF537017;FN423419;FN423434;FN423438;FN423449;FN423451;FN423452;FN423461;FN691255;FN691265;		amoA amoA-AOA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (Putative ammonia monooxygenase subunit A) (Fragment)
C6H0Q3	C6H0Q3_9CREN	GU270271;HM346021;HM346027;HM346039;HM346059;HM346067;HM346069;HQ875152;HQ875160;HQ875172;HQ875174;HQ875181;HQ875184;HQ875194;HQ875197;HQ875199;HQ875204;HQ875205;HQ875211;HQ875213;HQ875214;HQ875215;HQ875218;HQ875221;HQ875236;HQ875240;JF748335;JF748336;JF430518;JQ014645;JQ345812;JQ345856;JQ345859;JQ698556;KC801342;KC801345;KC801347;KC801349;KC801359;KC801379;KC801393;KC801415;KC801416;KC801417;KC801424;KC801458;KC801476;KC801486;KC801654;KC801658;KC801674;KC801685;KC801688;KC801703;KC801705;KC801713;FN423421;FN423422;FN423423;FN423427;FN423435;FN423442;FN423454;FN691243;FN691244;FN691245;FN691256;		amoA amoA-AOA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (Putative ammonia monooxygenase subunit A) (Fragment)
A1ILX2	A1ILX2_9BACT	EU239090;EU925188;EU925226;EU925230;EU925237;EU925243;EU925247;GU453697;GU453710;GU453713;GU453714;GU453715;GU453717;GU453719;GU453721;GU453722;GU453727;GU453729;GU453731;GU453732;GU453733;GU453734;GU453736;GU453737;GU453743;GU453750;GU453754;GU453756;GU453757;GU453760;GU453761;GU453763;GU453765;GU453769;GU453774;GU453783;GU453787;GU453789;GU453803;GU453804;GU453815;GU453816;GU453818;GU453819;GU453821;GU453824;GU453825;GU453827;GU453828;GU453830;GU453842;GU453847;GU453849;GU453855;GU453857;GU453859;GU453861;GU453862;GU453867;JX306164;JX306184;JX306186;JX306188;JX306191;JX306208;JX306222;JX306237;JX306240;JX306242;JX306245;JX306257;JX306279;JX306288;JX306289;JX306345;JX306383;JX306390;JX306402;JX306409;JX306414;JX306429;JX306430;JX306438;JX306442;JX306465;JX306544;JX306550;JX306565;JX306567;JX306589;JX306602;JX306604;JX306617;JX306622;JX306632;AB289399;AB828981;AB829067;AB829069;AB829071;		AmoA amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (Putative ammonia monooxygenase alpha subunit) (Fragment)
B2XVW1	B2XVW1_9CREN	EU238972;EU238987;EU239003;EU239005;EU239006;EU239022;FJ227835;GQ500261;GQ500299;GQ500458;KF362927;AB592000;AB592006;AB592012;AB592015;AB592016;AB592017;AB592082;AB592100;AB592111;AB592183;AB592202;AB592205;AB592206;AB592238;AB592239;AB592240;AB592242;AB592243;AB592246;AB592247;AB592250;AB592254;AB592255;AB592256;AB592259;AB592261;AB592262;AB592265;AB592266;		amoA	Ammonia monooxygenase (Ammonia monooxygenase subunit A) (Putative ammmonia monooxygenase subunit A) (Putative ammonia monooxygenase subunit A) (Fragment)
