Entry	Entry name	Cross-reference (EMBL)	Cross-reference (GenBank)	Gene names	Protein names
A1KHV2	A1KHV2_MYCBP	AM408590;		narG BCG_1223	Probable respiratory nitrate reductase (Alpha chain) narG (EC 1.7.99.4)
R9TWK2	R9TWK2_BACLI	CP005965;		narG1 BaLi_c21400	Nitrate reductase alpha subunit NarG (EC 1.7.99.4)
I3R9M8	NARH_HALMT	AJ621881;CP001870;AOLO01000001;		narH HFX_5103 C439_00695	Respiratory nitrate reductase subunit beta (EC 1.7.99.4) (Nitrate reductase beta chain)
R4SMS7	R4SMS7_MYCTC	CP002884;		narG CFBS_1240	Putative respiratory nitrate reductase alpha chain NarG
E4WCA7	E4WCA7_RHOE1	FN563149;		narG REQ_04230	Putative nitrate reductase alpha subunit NarG
C9Z3I8	C9Z3I8_STRSW	FN554889;		narG2 SCAB_10751	Nitrate reductase alpha chain NarG2
G2J1S9	G2J1S9_PSEUL	AP012224;		narG NH8B_1435	Respiratory nitrate reductase, alpha subunit NarG
G2IUY8	G2IUY8_PSEUL	AP012224;		narG NH8B_2691	Respiratory nitrate reductase, alpha subunit NarG
Q577B4	Q577B4_BRUAB	AE017224;		narG BruAb2_0882	NarG, respiratory nitrate reductase, alpha subunit
D7CGK1	D7CGK1_STRBB	CP002047;		narG3 SBI_07961	Nitrate reductase alpha chain NarG3
R9U005	R9U005_BACLI	CP005965;		narG2 BaLi_c28760	Nitrate reductase alpha subunit NarG
D5VBG0	D5VBG0_MORCR	CP002005;AMSO01000005;		narG MCR_0746 MCRH_0814	Nitrate reductase alpha subunit NarG (EC 1.7.99.4)
Q0JYX7	Q0JYX7_CUPNH	AM260480;		narG2 H16_B2265	Respiratory nitrate reductase alpha chain (NarG) (EC 1.7.99.4)
Q7U0I1	Q7U0I1_MYCBO	BX248333;		narG Mb1193	Respiratory nitrate reductase (Alpha chain) narg (EC 1.7.99.4)
G0TH55	G0TH55_MYCCP	HE572590;		narG MCAN_11721	Putative respiratory nitrate reductase (Alpha chain) NARG
G2N6B1	G2N6B1_MYCTX	CP002992;		narG MTCTRI2_1193	Respiratory nitrate reductase subunit alpha NarG
C6EGN9	C6EGN9_ECOBD	CP001665;CP001509;AM946981;		narG B21_01212 ECBD_2394 ECD_01202	Nitrate reductase 1, alpha subunit (EC 1.7.99.4) (Nitrate reductase A, alpha subunit, subunit of NarGH catalytic dimer of nitrate reductase A and nitrate reductase A) (EC 1.7.5.1) (Nitrate reductase, alpha subunit)
P0AF26	NARJ_ECOLI	M20147;U00096;AP009048;X16181;		narJ b1226 JW1217	Nitrate reductase molybdenum cofactor assembly chaperone NarJ (Redox enzyme maturation protein NarJ)
P9WJQ1	NARX_MYCTU	AL123456;		narX Rv1736c	Nitrate reductase-like protein NarX (EC 1.7.99.4)
P0AF32	NARV_ECOLI	X17110;U00096;AP009048;		narV b1465 JW1460	Respiratory nitrate reductase 2 gamma chain (EC 1.7.99.4)
P19319	NARZ_ECOLI	X17110;U00096;AP009048;X94992;		narZ b1468 JW1463	Respiratory nitrate reductase 2 alpha chain (EC 1.7.99.4)
P19318	NARY_ECOLI	X17110;U00096;AP009048;		narY b1467 JW1462	Respiratory nitrate reductase 2 beta chain (EC 1.7.99.4)
W2ED27	W2ED27_9BACL	ADFW01000001;		narG ERIC1_1c24830	Nitrate reductase alpha chain NarG (EC 1.7.99.4)
V9WC01	V9WC01_9BACL	CP003355;		narG ERIC2_c40590	Nitrate reductase alpha chain NarG (EC 1.7.99.4)
T2LEU2	T2LEU2_9GAMM	CBRE010000113;		narG HALA3H3_890054	Respiratory nitrate reductase 1 alpha chain NarG (EC 1.7.99.4)
F8M5V7	F8M5V7_MYCA0	FR878060;		narG MAF_11790	Putative respiratory nitrate reductase (Alpha chain) NARG (EC 1.7.99.4)
A5U1L0	A5U1L0_MYCTA	CP000611;		narG MRA_1172	Putative respiratory nitrate reductase alpha chain NarG
L0QSM6	L0QSM6_9MYCO	CAKL01000005;FO203510;		narG BN45_30220	Putative respiratory nitrate reductase (Alpha chain) NarG (EC 1.7.99.4)
L0PU00	L0PU00_9MYCO	CAKI01000001;FO203507;		narG BN44_11299	Putative respiratory nitrate reductase (Alpha chain) NarG (EC 1.7.99.4)
L0QGS3	L0QGS3_9MYCO	CAKK01000007;FO203509;		narG BN42_21025	Putative respiratory nitrate reductase (Alpha chain) NarG (EC 1.7.99.4)
L0Q5G3	L0Q5G3_9MYCO	CAKJ01000003;FO203508;		narG BN43_30228	Putative respiratory nitrate reductase (Alpha chain) NarG (EC 1.7.99.4)
F9HVC4	F9HVC4_ECOLX	AFST01000004;AFRH01000019;		narG C22711_1791 EUAG_01680	NarG (Respiratory nitrate reductase 1 alpha chain)
E0IV32	E0IV32_ECOLW	CP002185;CP002967;AEDF01000001;		narG ECW_m1317 WFL_06435 EschWDRAFT_0258	Nitrate reductase 1, alpha subunit (Nitrate reductase, alpha subunit)
Q8XDC8	Q8XDC8_ECO57	AE005174;BA000007;		narG ECs1729 Z2001	Nitrate reductase 1 alpha subunit (Nitrate reductase 1, alpha subunit)
P9WJQ0	NARX_MYCTO	AE000516;		narX MT1778	Nitrate reductase-like protein NarX (EC 1.7.99.4)
P42177	NARI_BACSU	Z49884;AL009126;X85014;X91819;		narI BSU37250	Nitrate reductase gamma chain (EC 1.7.99.4)
P19317	NARW_ECOLI	X17110;U00096;AP009048;		narW b1466 JW1461	Probable nitrate reductase molybdenum cofactor assembly chaperone NarW (Redox enzyme maturation protein NarW)
C0QE72	C0QE72_DESAH	CP001087;		narG HRM2_00660	NarG (EC 1.7.99.4)
H6SAX1	H6SAX1_MYCTX	HE608151;		narG UDA_1161	NarG protein
Q73WP0	Q73WP0_MYCPA	AE016958;		narG MAP_2620c	NarG
A7Z9U6	A7Z9U6_BACA2	CP000560;		narG RBAM_034430	NarG (EC 1.7.99.4)
G8PWP5	G8PWP5_PSEFL	CP003150;		narG PSF113_3779	NarG (EC 1.1.1.95) (EC 1.7.99.4)
R4YB12	R4YB12_KLEPN	FO203501;		narG KPR_3132	NarG protein
F9V0Z6	F9V0Z6_MYCBI	AM412059;		narG BCGM_1189	Probable respiratory nitrate reductase (Alpha chain) narG (EC 1.7.99.4)
W6GX72	W6GX72_MYCTX	CP002882;		narG HKBT2_1244	Putative respiratory nitrate reductase alpha chain NarG
W6HCV2	W6HCV2_MYCTX	CP002883;		narG HKBT1_1238	Putative respiratory nitrate reductase alpha chain NarG
W6H0R4	W6H0R4_MYCTX	CP002871;		narG HKBS1_1242	Putative respiratory nitrate reductase alpha chain NarG
D6CLQ2	D6CLQ2_THIA3	FP475956;		narG THI_2871	Respiratory nitrate reductase 1 alpha chain (Nitrate reductase A subunit alpha) (Quinol-nitrate oxidoreductase alpha subunit) (EC 1.7.99.4)
C9U0V7	C9U0V7_BRUPB	CP002079;DS999851;		narG BPI_II296 BAHG_02254	Nitrate reductase (Respiratory nitrate reductase, alpha subunit)
E8YD98	E8YD98_ECOKO	CP002516;CP002970;		narG EKO11_2625 KO11_16680	Nitrate reductase 1, alpha subunit (Nitrate reductase, alpha subunit)
D3DK12	D3DK12_HYDTT	CP002221;AP011112;		narG HTH_1717 Hydth_1702	Nitrate reductase (EC 1.7.99.4) (Nitrate reductase alpha subunit)
Q8FQ39	Q8FQ39_COREF	BA000035;ACLI01000042;		narG HMPREF0290_0665	Nitrate reductase, alpha subunit (EC 1.7.99.4) (Putative respiratory nitrate reductase alpha chain)
Q8NR68	Q8NR68_CORGL	BA000036;BX927151;		narG cg1344 Cgl1189	Anaerobic dehydrogenases, typically selenocysteine-containing (EC 1.7.99.4) (NITRATE REDUCTASE 2, ALPHA SUBUNIT) (EC 1.7.99.4)
Q81RC4	Q81RC4_BACAN	AE016879;AE017334;		narG BA_2125 GBAA_2125	Respiratory nitrate reductase, alpha subunit (EC 1.7.99.4)
Q8Z7F9	Q8Z7F9_SALTI	AE014613;AL513382;		narG STY1288 t1673	Respiratory nitrate reductase 1 alpha chain
S5TYS8	S5TYS8_PROMI	CP004022;		narG BB2000_0013	Respiratory nitrate reductase 1 alpha chain
Q8FWZ3	Q8FWZ3_BRUSU	AE014292;CP002998;		narG BRA0299 BS1330_II0296	Respiratory nitrate reductase, alpha subunit (EC 1.7.99.4)
D5YE02	D5YE02_MYCTX	DS985165;JLCW01000008;		BO00_03044 TBGG_00347	Respiratory nitrate reductase alpha chain NarG (Respiratory nitrate reductase subunit alpha NarG)
D5ZER7	D5ZER7_MYCTX	DS986677;JLCV01000029;		BO01_03430 TBJG_01670	Respiratory nitrate reductase alpha chain NarG (Respiratory nitrate reductase subunit alpha narG)
D6FQL4	D6FQL4_9MYCO	GG663503;JLCY01000004;		BM98_01207 TBOG_01663	Respiratory nitrate reductase alpha chain NarG (Respiratory nitrate reductase subunit alpha narG)
D7EPU5	D7EPU5_MYCTX	DS985175;JLCT01000034;		BO03_03459 TBAG_00076	Respiratory nitrate reductase (Alpha chain) narG (Respiratory nitrate reductase alpha chain NarG)
D5Z264	D5Z264_MYCTX	DS986661;JLCR01000029;		BO05_03288 TBIG_03791	Respiratory nitrate reductase (Alpha chain) narG (Respiratory nitrate reductase alpha chain NarG)
D5YQD9	D5YQD9_MYCTX	DS985184;JLCZ01000025;		BM97_03398 TBBG_02051	Respiratory nitrate reductase alpha chain NarG (Respiratory nitrate reductase subunit alpha NarG)
F2GG26	F2GG26_MYCTX	CP001662;JLCP01000009;		TBSG_02834 V459_02604	Respiratory nitrate reductase alpha chain NarG (Respiratory nitrate reductase subunit alpha narG)
C6DUZ6	C6DUZ6_MYCTK	CP001658;JLCO01000001;		TBMG_02820 V460_01121	Respiratory nitrate reductase alpha chain NarG (Respiratory nitrate reductase subunit alpha narG)
A5WLJ0	A5WLJ0_MYCTF	CP000717;JLDC01000002;		TBFG_11186 P426_01209	Respiratory nitrate reductase alpha chain NarG (Respiratory nitrate reductase alpha subunit narG)
Q93PW0	Q93PW0_PARPN	AF295359;		narG	Large subunit of nitrate reductase NarG (Fragment)
P0AF33	NARV_ECO57	AE005174;BA000007;		narV Z2247 ECs2068	Respiratory nitrate reductase 2 gamma chain (EC 1.7.99.4)
Q1PZD8	Q1PZD8_9BACT	CT573072;		narG kustd1700	Similar to nitrate reductase subunit NarG (EC 1.7.99.4)
P0AF27	NARJ_ECO57	AE005174;BA000007;		narJ Z2003 ECs1731	Nitrate reductase molybdenum cofactor assembly chaperone NarJ (Redox enzyme maturation protein NarJ)
C6EEP7	C6EEP7_ECOBD	CP001665;CP001509;AM946981;		narZ B21_01438 ECBD_2170 ECD_01426	Nitrate reductase 2 (NRZ), alpha subunit (EC 1.7.99.4) (Nitrate reductase Z, alpha subunit, subunit of nitrate reductase Z) (EC 1.7.5.1) (Nitrate reductase, alpha subunit)
C6EEQ0	C6EEQ0_ECOBD	CP001665;CP001509;AM946981;		narV B21_01435 ECBD_2173 ECD_01423	Nitrate reductase 2 (NRZ), gamma subunit (EC 1.7.99.4) (Nitrate reductase Z, gamma subunit, subunit of nitrate reductase Z) (EC 1.7.5.1) (Respiratory nitrate reductase, gamma subunit) (EC 1.7.99.4)
C6EGN6	C6EGN6_ECOBD	CP001665;CP001509;AM946981;		narI B21_01215 ECBD_2391 ECD_01205	Nitrate reductase 1, gamma (Cytochrome b(NR)) subunit (EC 1.7.99.4) (Nitrate reductase A, gamma subunit, subunit of nitrate reductase A) (EC 1.7.5.1) (Respiratory nitrate reductase, gamma subunit) (EC 1.7.99.4)
E2QLH9	E2QLH9_ECOLX	CU651637;JFFM01000053;JFFK01000023;JJNV01000021;JMKH01000059;JJNT01000012;		narG narZ BU66_04750 BU68_20640 DH22_3553 DO98_20410 DP79_09255 LF82_1459	Nitrate reductase (Respiratory nitrate reductase 1 alpha chain) (Respiratory nitrate reductase alpha chain) (EC 1.7.99.4)
Q4U5G4	Q4U5G4_9BACT	DQ010724;DQ010761;DQ177677;DQ177685;DQ177689;DQ177692;EF645059;EF645061;EF645062;		narG	Membrane bound nitrate reductase (Putative membrane bound nitrate reductase) (Putative membrane-bound nitrate reductase) (Fragment)
Q2KJQ0	Q2KJQ0_PSEST	AY957387;		narG	NarG
T5H130	T5H130_MYCTX	ANBL01000136;		narG FJ05194_3315	NarG product (EC 1.7.99.4)
Q6GUE5	Q6GUE5_9GAMM	AY641547;		narG	NarG
T5GYA9	T5GYA9_MYCTX	ANFI01000082;		narG GuangZ0019_3081	NarG product (EC 1.7.99.4)
W9BH81	W9BH81_KLEPN	FO834906;		narG BN49_3322	NarG protein
L0NRN1	L0NRN1_MYCTX	HE663067;		MT7199_1191	Putative RESPIRATORY NITRATE REDUCTASE (ALPHA CHAIN) NARG (EC 1.7.99.4)
G7VAI4	G7VAI4_9CREN	CP003098;		P186_0777	Nitrate reductase alpha subunit (NarG)
Q8ZSS1	Q8ZSS1_PYRAE	AE009441;		PAE3611	Nitrate reductase alpha subunit (NarG)
F5YV96	F5YV96_MYCSD	CP002329;		JDM601_1149	Respiratory nitrate reductase subunit alpha narG
F7WH41	F7WH41_MYCTC	CP001641;		CCDC5079_1073	Respiratory nitrate reductase subunit alpha NarG
L0CVW6	L0CVW6_BACIU	CP003695;		A7A1_0147	Nitrate reductase alpha subunit NarG
B2SBT9	B2SBT9_BRUA1	CP000888;		BAbS19_II08330	NarG, respiratory nitrate reductase, alpha subunit
M1HSS4	M1HSS4_MYCBI	CP003900;		K60_012530	Respiratory nitrate reductase subunit alpha NarG
N0B455	N0B455_9RHIZ	CP005587;		HYPDE_33158	Respiratory nitrate reductase subunit alpha NarG
Q9RI32	Q9RI32_STRCO	AL939104;		SCO0216	Nitrate reductase alpha chain NarG2
O86717	O86717_STRCO	AL939128;		SCO6535	Putative nitrate reductase alpha chain NarG
Q9EWF3	Q9EWF3_STRCO	AL939122;		SCO4947	Nitrate reductase alpha chain NarG3
D6AZP3	D6AZP3_9ACTO	CP004370;DS999645;		SSHG_05512 XNR_0412	Nitrate reductase subunit alpha NarG (Respiratory nitrate reductase alpha chain) (EC 1.7.99.4)
D6F3B2	D6F3B2_MYCTX	GG663491;JLCS01000029;		BO04_03733 TBLG_03337	Nitrate reductase, alpha subunit (Respiratory nitrate reductase alpha chain NarG)
C3TCR2	C3TCR2_ECOLX	EU901950;EU901951;EU901952;EU901953;EU901954;CP007265;CP007390;CP007391;CP007392;CP007393;CP007394;CU651637;HE964769;CCCP010000012;JFFN01000054;JFFM01000053;JFFJ01000033;JFFK01000023;JFFL01000104;JEND01000094;JENE01000042;JJNV01000021;JHEW01000003;JHEX01000037;JMKH01000059;JJNT01000012;		narI nari BC97_21915 BC99_12365 BN17_10771 BU34_27895 BU65_09450 BU66_04765 BU67_01220 BU68_20625 BU69_12810 CF57_16380 CF58_12170 CF59_12225 CF60_12315 CF61_17115 DA88_15275 DC22_20830 DH22_3550 DO98_20425 DP79_09240 ECs1732 LF82_1461 PGD_02024	Nitrate reductase (Nitrate reductase 1 gamma subunit) (Nitrate reductase 1, cytochrome b(NR), gamma subunit) (EC 1.7.99.4) (Respiratory nitrate reductase 1 gamma chain) (Respiratory nitrate reductase gamma chain) (EC 1.7.99.4)
U3T9S4	U3T9S4_9CREN	AP012489;		narG ACAM_0818	Nitrate reductase alpha subunit (EC 1.7.99.4)
Q9YCG9	Q9YCG9_AERPE	BA000002;		narG APE_1288.1	Nitrate reductase, alpha subunit (EC 1.7.99.4)
U5SZP6	U5SZP6_STAAU	CP006838;		narG SAZ172_2501	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)
S5XCQ5	S5XCQ5_CORGT	CP005959;		narG cgp_1344	Respiratory nitrate reductase 2, alpha chain (EC 1.7.99.4)
J7JTW1	J7JTW1_BACIU	CP003783;		narG B657_37280	Nitrate reductase (Alpha subunit) (EC 1.7.99.4)
M4KWK6	M4KWK6_BACIU	CP004019;		narG C663_3629	Nitrate reductase alpha chain (EC 1.7.99.4)
B1LH73	B1LH73_ECOSM	CP000970;		narG EcSMS35_1915	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
J9V248	J9V248_STAAU	CP003808;		narG C248_2444	Nitrate reductase alpha chain (EC 1.7.99.4)
Q251B9	Q251B9_DESHY	AP008230;		narG DSY0334	Nitrate reductase alpha chain (EC 1.7.99.4)
D8MW29	D8MW29_ERWBE	FP236843;		narG EbC_35050	Nitrate reductase 1 alpha chain (EC 1.7.99.4)
B4TJP3	B4TJP3_SALHS	CP001120;		narG SeHA_C1959	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
F8GTD6	F8GTD6_CUPNN	CP002878;		narG CNE_2c22330	Respiratory nitrate reductase 1 alpha subunit (EC 1.7.99.4)
G0D8J7	G0D8J7_ECOLX	CP002797;		narG ECNA114_1391	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)
I7JRR3	I7JRR3_PAEPO	HE577054;		narG PPM_3624	Nitrate reductase alpha chain (EC 1.7.99.4)
D2TL88	D2TL88_CITRI	FN543502;		narG ROD_17821	Respiratory nitrate reductase 1 alpha chain (EC 1.7.99.4)
L7ZZZ7	L7ZZZ7_9BACI	CP004008;		narG GHH_c18680	Nitrate reductase subunit alpha (EC 1.7.99.4)
B4TXS9	B4TXS9_SALSV	CP001127;		narG SeSA_A1900	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
C1AMF6	C1AMF6_MYCBT	AP010918;		narG JTY_1196	Putative respiratory nitrate reductase alpha chain (EC 1.7.99.4)
E1SBY7	E1SBY7_PANVC	CP002206;		narG Pvag_2413	Nitrate reductase alpha chain (EC 1.7.99.4)
D1GSH7	D1GSH7_STAA0	FN433596;		narG SATW20_25270	Nitrate reductase alpha chain (EC 1.7.99.4)
B5F4I9	B5F4I9_SALA4	CP001138;		narG SeAg_B1376	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
I2CBC3	I2CBC3_BACAM	CP003332;		narG MUS_4105	Nitrate reductase (EC 1.7.99.4)
H8WEQ7	H8WEQ7_MARHY	FO203363;		narG MARHY3028	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
B4EWG3	B4EWG3_PROMH	AM942759;		narG PMI3571	Respiratory nitrate reductase 1 alpha chain (EC 1.7.99.4)
F0P533	F0P533_STAPE	CP002478;		narG SPSE_0409	Nitrate reductase, alpha subunit (EC 1.7.99.4)
G7R119	G7R119_MYCBI	CP002095;		narG BCGMEX_1195	Putative respiratory nitrate reductase alpha chain (EC 1.7.99.4)
A4FH16	A4FH16_SACEN	AM420293;		narG SACE_4070	Nitrate reductase alpha chain (EC 1.7.99.4)
Q8XR85	Q8XR85_RALSO	AL646053;		narG RSp0974	Probable respiratory nitrate reductase alpha chain oxidoreductase protein (EC 1.7.99.4)
Q166T5	Q166T5_ROSDO	CP000362;		narG RD1_2442	Nitrate reductase, alpha subunit (EC 1.7.99.4)
K7RJN7	K7RJN7_PROA4	CP003493;		narG PACID_02700	Nitrate reductase, alpha subunit (EC 1.7.99.4)
A5CWA6	A5CWA6_VESOH	AP009247;		narG COSY_0649	Respiratory nitrate reductase alpha subunit (EC 1.7.99.4)
B9DL95	B9DL95_STACT	AM295250;		narG Sca_1894 SCA_1894	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)
Q2YZ36	Q2YZ36_STAAB	AJ938182;		narG SAB2276c	Nitrate reductase alpha chain (EC 1.7.99.4)
C6UG93	C6UG93_ECOBR	CP000819;		narG ECB_01202	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
D8N2G4	D8N2G4_RALSL	FP885891;		narG RPSI07_mp1508	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
D8NDJ9	D8NDJ9_RALSL	FP885896;		narG CMR15_mp20057	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
B3RCJ5	B3RCJ5_CUPTR	CU633750;		narG RALTA_B2042	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
E9A1V0	E9A1V0_SALET	FR775221;		narG SENTW_1630	Nitrate reductase, alpha subunit (EC 1.7.99.4)
E9A125	E9A125_SALET	FR775217;		narG SENTW_1433	Nitrate reductase, alpha subunit (EC 1.7.99.4)
H2AFJ7	H2AFJ7_BACAM	HE617159;		narG BACAU_3477	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
Q2SF46	Q2SF46_HAHCH	CP000155;		narG HCH_04011	Nitrate reductase, alpha subunit (EC 1.7.99.4)
B5XW76	B5XW76_KLEP3	CP000964;		narG KPK_2094	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
K4R0V4	K4R0V4_9ACTO	HE971709;		narG BN159_1900	Nitrate reductase alpha subunit (EC 1.7.99.4)
B4SUF0	B4SUF0_SALNS	CP001113;		narG SNSL254_A1895	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
D3P9Z7	D3P9Z7_DEFDS	AP011529;		narG DEFDS_2089	Nitrate reductase, alpha subunit (EC 1.7.99.4)
G0IM99	G0IM99_BACAM	CP002927;		narG BAXH7_03864	Nitrate reductase alpha subunit (EC 1.7.99.4)
F9YYV6	F9YYV6_PROAA	CP002409;		narG PAZ_c05360	Nitrate reductase alpha subunit (EC 1.7.99.4)
A7ZZG5	A7ZZG5_ECOHS	CP000802;		narG EcHS_A1334	Nitrate reductase, alpha subunit (EC 1.7.99.4)
E1V3Q9	E1V3Q9_HALED	FN869568;		narG HELO_2854	Respiratory nitrate reductase, subunit alpha (EC 1.7.99.4)
A7ZL01	A7ZL01_ECO24	CP000800;		narG EcE24377A_1375	Nitrate reductase, alpha subunit (EC 1.7.99.4)
B5FU31	B5FU31_SALDC	CP001144;		narG SeD_A1559	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
Q5NYZ4	Q5NYZ4_AROAE	CR555306;		narG ebA6286	Nitrate reductase, alpha chain (EC 1.7.99.4)
H8XJD4	H8XJD4_BACAM	HE774679;		narG BANAU_3632	Nitrate reductase 1, alpha subunit (EC 1.7.99.4)
E1VJB5	E1VJB5_9GAMM	FP929140;		narG HDN1F_13240	Nitrate reductase, alpha chain (EC 1.7.99.4)
E1P6R5	E1P6R5_ECOAB	CP001671;		narG ECABU_c15000	Respiratory nitrate reductase 1 alpha chain (EC 1.7.99.4)
Q2YJY4	Q2YJY4_BRUA2	AM040265;		narG BAB2_0904	Nitrate reductase, alpha subunit:Prokaryotic molybdopterin oxidoreductase:Molybdopterin oxidoreductase:Molydopterin dinucleot (EC 1.7.99.4)
A6QJN7	A6QJN7_STAAE	AP009351;		narG NWMN_2297	Nitrate reductase, alpha subunit
L0BRW0	L0BRW0_BACAM	CP003838;		narG B938_17665	Nitrate reductase A subunit alpha
Q8NV24	Q8NV24_STAAW	BA000033;		narG	Respiratory nitrate reductase alpha chain
F4EAP2	F4EAP2_BACAM	CP002627;		narG BAMTA208_18880	Nitrate reductase (Alpha subunit)
U6NCM3	U6NCM3_ECOLI	HG738867;		narG BN896_1052	Nitrate reductase 1 subunit alpha
W0AJ72	W0AJ72_9ESCH	CP007025;		narG EAKF1_ch0215c	Nitrate reductase 1, alpha subunit
F4ERS1	F4ERS1_BACAM	CP002634;		narG LL3_03874	Nitrate reductase (Alpha subunit)
I4CX83	I4CX83_PSEST	CP003677;		narG A458_17325	Nitrate reductase A subunit alpha
C4ZTR8	C4ZTR8_ECOBW	CP001396;		narG BWG_1052	Nitrate reductase 1, alpha subunit
U3NNY0	U3NNY0_STAAU	CP003603;		narG SA957_2230	Nitrate reductase alpha chain
Q4FU43	Q4FU43_PSYA2	CP000082;		narG Psyc_0605	Respiratory nitrate reductase alpha subunit apoprotein
U5LXG6	U5LXG6_ECOLI	CP006698;		narG N840_1241	Nitrate reductase 1, alpha subunit
I6ZFK4	I6ZFK4_PSEST	CP003725;		narG PSJM300_10320	Nitrate reductase A subunit alpha
A7X631	A7X631_STAA1	AP009324;		narG SAHV_2381	Respiratory nitrate reductase alpha chain
J4A694	J4A694_BACTU	CP003763;		narG BTF1_08085	Nitrate reductase A subunit alpha
D5C6N5	D5C6N5_ENTCC	CP001918;		narG ECL_01622	Nitrate reductase 1, alpha subunit
C7LHE1	C7LHE1_BRUMC	CP001579;		narG BMI_II293	Respiratory nitrate reductase, alpha subunit
X5ESH8	X5ESH8_PSEAI	CP007224;		narG PA96_1059	Respiratory nitrate reductase subunit alpha
D3QQZ9	D3QQZ9_ECOCB	CP001846;		narG G2583_1497	Nitrate reductase, alpha subunit
Q0T5G9	Q0T5G9_SHIF8	CP000266;		narG SFV_1240	Nitrate reductase 1, alpha subunit
B9E9D2	B9E9D2_MACCJ	AP009484;		narG MCCL_0136	Respiratory nitrate reductase alpha chain
F6G9P8	F6G9P8_RALS8	CP002820;		narG RSPO_m00494	Respiratory nitrate reductase alpha chain protein
B4RFL8	B4RFL8_PHEZH	CP000747;		narG PHZ_c0685	Nitrate reductase, alpha subunit
D4G2Q9	D4G2Q9_BACNB	AP011541;		narG BSNT_10386	Nitrate reductase alpha subunit
Q32GX8	Q32GX8_SHIDS	CP000034;		narG SDY_1279	Nitrate reductase 1, alpha subunit
