Entry	Entry name	Cross-reference (EMBL)	Cross-reference (GenBank)	Gene names	Protein names
B7MKH8	NORR_ECO45	CU928161;		norR ECS88_2972	Anaerobic nitric oxide reductase transcription regulator NorR
B7LEC0	NORR_ECO55	CU928145;		norR EC55989_2971	Anaerobic nitric oxide reductase transcription regulator NorR
Q8X854	NORR_ECO57	AE005174;BA000007;		norR Z4017 ECs3565	Anaerobic nitric oxide reductase transcription regulator NorR
B5Z370	NORR_ECO5E	CP001164;		norR ECH74115_3958	Anaerobic nitric oxide reductase transcription regulator NorR
B7NSI9	NORR_ECO7I	CU928164;		norR ECIAI39_2895	Anaerobic nitric oxide reductase transcription regulator NorR
B7MZ04	NORR_ECO81	CU928162;		norR ECED1_3158	Anaerobic nitric oxide reductase transcription regulator NorR
B7M9E6	NORR_ECO8A	CU928160;		norR ECIAI1_2801	Anaerobic nitric oxide reductase transcription regulator NorR
C4ZYV4	NORR_ECOBW	CP001396;		norR BWG_2445	Anaerobic nitric oxide reductase transcription regulator NorR
B1XCN6	NORR_ECODH	CP000948;		norR ECDH10B_2877	Anaerobic nitric oxide reductase transcription regulator NorR
A8A3I6	NORR_ECOHS	CP000802;		norR EcHS_A2845	Anaerobic nitric oxide reductase transcription regulator NorR
A1AEP9	NORR_ECOK1	CP000468;		norR Ecok1_26450 APECO1_3817	Anaerobic nitric oxide reductase transcription regulator NorR
Q0TEH1	NORR_ECOL5	CP000247;		norR ECP_2669	Anaerobic nitric oxide reductase transcription regulator NorR
Q8FEN6	NORR_ECOL6	AE014075;		norR c3263	Anaerobic nitric oxide reductase transcription regulator NorR
B1IUX0	NORR_ECOLC	CP000946;		norR EcolC_1003	Anaerobic nitric oxide reductase transcription regulator NorR
P37013	NORR_ECOLI	U03846;U03846;D28595;U29579;U29579;U00096;AP009048;		norR ygaA b2709 JW5843	Anaerobic nitric oxide reductase transcription regulator NorR
B7N6T9	NORR_ECOLU	CU928163;		norR ECUMN_3030	Anaerobic nitric oxide reductase transcription regulator NorR
B6I695	NORR_ECOSE	AP009240;		norR ECSE_2957	Anaerobic nitric oxide reductase transcription regulator NorR
B1LQ27	NORR_ECOSM	CP000970;		norR EcSMS35_2831	Anaerobic nitric oxide reductase transcription regulator NorR
Q1R7Z1	NORR_ECOUT	CP000243;		norR UTI89_C3071	Anaerobic nitric oxide reductase transcription regulator NorR
A4WDR5	NORR_ENT38	CP000653;		norR Ent638_3181	Anaerobic nitric oxide reductase transcription regulator NorR
B7LW25	NORR_ESCF3	CU928158;		norR EFER_0369	Anaerobic nitric oxide reductase transcription regulator NorR
B5XVA2	NORR_KLEP3	CP000964;		norR KPK_1083	Anaerobic nitric oxide reductase transcription regulator NorR
A6TCX4	NORR_KLEP7	CP000647;		norR KPN78578_29840 KPN_03044	Anaerobic nitric oxide reductase transcription regulator NorR
Q6D8R9	NORR_PECAS	BX950851;		norR ECA0903	Anaerobic nitric oxide reductase transcription regulator NorR
B5F363	NORR_SALA4	CP001138;		norR SeAg_B2959	Anaerobic nitric oxide reductase transcription regulator NorR
A9MFX7	NORR_SALAR	CP000880;		norR SARI_00132	Anaerobic nitric oxide reductase transcription regulator NorR
Q57KT4	NORR_SALCH	AE017220;		norR SCH_2772	Anaerobic nitric oxide reductase transcription regulator NorR
B5FSZ0	NORR_SALDC	CP001144;		norR SeD_A3148	Anaerobic nitric oxide reductase transcription regulator NorR
B5QV88	NORR_SALEP	AM933172;		norR SEN2680	Anaerobic nitric oxide reductase transcription regulator NorR
B5RDG4	NORR_SALG2	AM933173;		norR SG2742	Anaerobic nitric oxide reductase transcription regulator NorR
B4TF23	NORR_SALHS	CP001120;		norR SeHA_C3025	Anaerobic nitric oxide reductase transcription regulator NorR
B4T3B0	NORR_SALNS	CP001113;		norR SNSL254_A3041	Anaerobic nitric oxide reductase transcription regulator NorR
Q5PF20	NORR_SALPA	CP000026;		norR SPA2697	Anaerobic nitric oxide reductase transcription regulator NorR
A9N0D7	NORR_SALPB	CP000886;		norR SPAB_03530	Anaerobic nitric oxide reductase transcription regulator NorR
C0PWN2	NORR_SALPC	CP000857;		norR SPC_2880	Anaerobic nitric oxide reductase transcription regulator NorR
B4TT16	NORR_SALSV	CP001127;		norR SeSA_A2990	Anaerobic nitric oxide reductase transcription regulator NorR
Q8Z4C6	NORR_SALTI	AL513382;AE014613;		norR STY2961 t2741	Anaerobic nitric oxide reductase transcription regulator NorR
Q8ZMJ8	NORR_SALTY	AE006468;		norR STM2839	Anaerobic nitric oxide reductase transcription regulator NorR
A8GG93	NORR_SERP5	CP000826;		norR Spro_3032	Anaerobic nitric oxide reductase transcription regulator NorR
Q31X73	NORR_SHIBS	CP000036;		norR SBO_2809	Anaerobic nitric oxide reductase transcription regulator NorR
Q32CL9	NORR_SHIDS	CP000034;		norR SDY_2906	Anaerobic nitric oxide reductase transcription regulator NorR
Q0T1D4	NORR_SHIF8	CP000266;		norR SFV_2796	Anaerobic nitric oxide reductase transcription regulator NorR
P59402	NORR_SHIFL	AE005674;AE014073;		norR SF2732 S2923	Anaerobic nitric oxide reductase transcription regulator NorR
Q3YYF5	NORR_SHISS	CP000038;		norR SSON_2853	Anaerobic nitric oxide reductase transcription regulator NorR
Q5E3W8	NORR_VIBF1	CP000020;		norR VF_1783	Anaerobic nitric oxide reductase transcription regulator NorR
Q8D4F9	NORR_VIBVU	AE016796;		norR VV2_1342	Anaerobic nitric oxide reductase transcription regulator NorR
Q7MFY9	NORR_VIBVY	BA000038;		norR VVA0180	Anaerobic nitric oxide reductase transcription regulator NorR
A0KEJ1	NORV_AERHH	CP000462;		norV flrD AHA_0119	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
A4STH4	NORV_AERS4	CP000644;		norV flrD ASA_4272	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
B6EIL4	NORV_ALISL	FM178379;		norV flrD VSAL_I2199	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
A8ANR7	NORV_CITK8	CP000822;		norV flrD CKO_04064	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
A7ZQD9	NORV_ECO24	CP000800;		norV flrD EcE24377A_2994	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q8X852	NORV_ECO57	AE005174;BA000007;		norV flrD Z4018 ECs3566	Anaerobic nitric oxide reductase flavorubredoxin homolog (FlRd homolog) (FlavoRb homolog)
B1XCN7	NORV_ECODH	CP000948;		norV flrD ECDH10B_2878	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
A8A3I7	NORV_ECOHS	CP000802;		norV flrD EcHS_A2846	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
A1AEQ0	NORV_ECOK1	CP000468;		norV flrD Ecok1_26460 APECO1_3816	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q0TEH0	NORV_ECOL5	CP000247;		norV flrD ECP_2670	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
P59404	NORV_ECOL6			norV flrD c3265/c3266	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
B1IUW9	NORV_ECOLC	CP000946;		norV flrD EcolC_1002	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q46877	NORV_ECOLI	D28595;D28595;U29579;U00096;AP009048;		norV flrD ygaI ygaJ ygaK b2710 JW2680	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
B1LQ28	NORV_ECOSM	CP000970;		norV flrD EcSMS35_2833	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q1R7Z0	NORV_ECOUT	CP000243;		norV flrD UTI89_C3072	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
A4WDR6	NORV_ENT38	CP000653;		norV flrD Ent638_3182	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
A6TCX5	NORV_KLEP7	CP000647;		norV flrD KPN78578_29850 KPN_03045	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q6D8S0	NORV_PECAS	BX950851;		norV flrD ECA0902	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
C6D9Q2	NORV_PECCP	CP001657;		norV flrD PC1_0784	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
A9MFX6	NORV_SALAR	CP000880;		norV flrD SARI_00131	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q57KT3	NORV_SALCH	AE017220;		norV flrD SCH_2773	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q5PF19	NORV_SALPA	CP000026;		norV flrD SPA2698	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
A9N0D9	NORV_SALPB	CP000886;		norV flrD SPAB_03531	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q8Z4C5	NORV_SALTI	AL513382;AE014613;		norV flrD STY2962 t2742	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q8ZMJ7	NORV_SALTY	AE006468;		norV flrD STM2840	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
A8GG94	NORV_SERP5	CP000826;		norV flrD Spro_3033	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q31X74	NORV_SHIBS	CP000036;		norV flrD SBO_2808	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q32CL8	NORV_SHIDS	CP000034;		norV flrD SDY_2907	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
P59405	NORV_SHIFL	AE005674;AE014073;		norV flrD SF2733 S2924	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q0T1D5	NORV_SHIF8	CP000266;		norV flrD SFV_2795	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q3YYF4	NORV_SHISS	CP000038;		norV flrD SSON_2854	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q5E3W9	NORV_VIBF1	CP000020;		norV flrD VF_1782	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q8D4F8	NORV_VIBVU	AE016796;		norV flrD VV2_1343	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
Q7MFY8	NORV_VIBVY	BA000038;		norV flrD VVA0181	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)
A0KEJ2	NORW_AERHH	CP000462;		norW flrR AHA_0120	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
A4STH3	NORW_AERS4	CP000644;		norW flrR ASA_4271	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
A8ANR8	NORW_CITK8	CP000822;		norW flrR CKO_04065	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
A7ZQE0	NORW_ECO24	CP000800;		norW flrR EcE24377A_2995	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B7UHC3	NORW_ECO27	FM180568;		norW flrR E2348C_2968	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B7MKI0	NORW_ECO45	CU928161;		norW flrR ECS88_2974	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B7LEC2	NORW_ECO55	CU928145;		norW flrR EC55989_2973	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
Q8X850	NORW_ECO57	AE005174;BA000007;		norW flrR Z4019 ECs3567	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B5Z372	NORW_ECO5E	CP001164;		norW flrR ECH74115_3961	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B7NSJ1	NORW_ECO7I	CU928164;		norW flrR ECIAI39_2897	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B7MYL1	NORW_ECO81	CU928162;		norW flrR ECED1_3160	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B7M9E8	NORW_ECO8A	CU928160;		norW flrR ECIAI1_2803	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
C4ZYV6	NORW_ECOBW	CP001396;		norW flrR BWG_2447	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B1XCN8	NORW_ECODH	CP000948;		norW flrR ECDH10B_2879	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
A8A3I8	NORW_ECOHS	CP000802;		norW flrR EcHS_A2847	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
A1AEQ1	NORW_ECOK1	CP000468;		norW flrR Ecok1_26470 APECO1_3815	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
Q0TEG9	NORW_ECOL5	CP000247;		norW flrR ECP_2671	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
Q8FEN4	NORW_ECOL6	AE014075;		norW flrR c3267	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B1IUW8	NORW_ECOLC	CP000946;		norW flrR EcolC_1001	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
P37596	NORW_ECOLI	D28595;U29579;U00096;AP009048;		norW flrR ygbD b2711 JW2681	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B7N6U1	NORW_ECOLU	CU928163;		norW flrR ECUMN_3032	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B6I697	NORW_ECOSE	AP009240;		norW flrR ECSE_2959	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B1LQ29	NORW_ECOSM	CP000970;		norW flrR EcSMS35_2834	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
Q1R7Y9	NORW_ECOUT	CP000243;		norW flrR UTI89_C3073	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
A4WDR7	NORW_ENT38	CP000653;		norW flrR Ent638_3183	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B7LW23	NORW_ESCF3	CU928158;		norW flrR EFER_0367	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B5XVA0	NORW_KLEP3	CP000964;		norW flrR KPK_1080	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
A6TCX6	NORW_KLEP7	CP000647;		norW flrR KPN78578_29860 KPN_03046	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
Q6D8S1	NORW_PECAS	BX950851;		norW flrR ECA0901	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B5F365	NORW_SALA4	CP001138;		norW flrR SeAg_B2961	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
A9MFX5	NORW_SALAR	CP000880;		norW flrR SARI_00130	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
Q57KT2	NORW_SALCH	AE017220;		norW flrR SCH_2774	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B5FSZ2	NORW_SALDC	CP001144;		norW flrR SeD_A3150	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B5QV90	NORW_SALEP	AM933172;		norW flrR SEN2682	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B5RDG6	NORW_SALG2	AM933173;		norW flrR SG2744	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B4TF25	NORW_SALHS	CP001120;		norW flrR SeHA_C3027	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B4T3B2	NORW_SALNS	CP001113;		norW flrR SNSL254_A3043	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
Q5PF36	NORW_SALPA	CP000026;		norW flrR SPA2699	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
A9N0E0	NORW_SALPB	CP000886;		norW flrR SPAB_03533	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
C0PWN3	NORW_SALPC	CP000857;		norW flrR SPC_2882	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B5BEP9	NORW_SALPK	FM200053;		norW flrR SSPA2513	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
B4TT18	NORW_SALSV	CP001127;		norW flrR SeSA_A2992	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)
