Entry	Entry name	Cross-reference (EMBL)	Cross-reference (GenBank)	Gene names	Protein names
A0A063V406	A0A063V406_9EURY	JHUT01000204;		norB HTG_0216	Cytochrome B subunit of nitric oxide reductase (EC 1.7.2.5) (Fragment)
M0M9Z8	M0M9Z8_HALMO	AOMC01000125;		C448_10577	Nitric oxide reductase, NorZ apoprotein
M0HK41	M0HK41_9EURY	AOLK01000019;		C453_12621	Nitric oxide reductase, NorZ apoprotein
M0N7M8	M0N7M8_9EURY	AOMF01000152;		C451_09660	Nitric oxide reductase, NorZ apoprotein
M0MV31	M0MV31_9EURY	AOME01000087;		C450_18944	Nitric oxide reductase, NorZ apoprotein
M0A5N3	M0A5N3_9EURY	AOIL01000019;		C484_07201	Nitric oxide reductase, NorZ apoprotein
I3R6L7	I3R6L7_HALMT	CP001868;CP007551;AOLO01000011;		norB HFX_2188 BM92_11685 C439_12744	Cytochrome B (Cytochrome b subunit of nitric oxide reductase) (EC 1.7.2.5)
D4GUU4	D4GUU4_HALVD	CP001956;AOHU01000040;		norB HVO_2147 C498_06018	Cytochrome B subunit of nitric oxide reductase (Nitric oxide reductase (Cytochrome c)) (EC 1.7.2.5)
E4NUW2	E4NUW2_HALBP	CP001692;AOHT01000020;		Hbor_34300 C499_06795	Nitric oxide reductase, NorZ apoprotein
G0HRI4	G0HRI4_HALHT	CP002921;		norB HAH_2739	Cytochrome B subunit of nitric oxide reductase (EC 1.7.2.5)
Q97XY4	Q97XY4_SULSO	AE006641;		norB-1 SSO1571	Nitric oxide reductase, subunit I (Cytochrome B) (NorB-1)
Q97XY3	Q97XY3_SULSO	AE006641;		norB-2 SSO1573	Nitric oxide reductase, subunit I (Cytochrome B) (NorB-2)
A4WI80	A4WI80_PYRAR	CP000660;		Pars_0502	Nitric oxide reductase, NorZ apoprotein
A3MXF7	A3MXF7_PYRCJ	CP000561;		Pcal_1908	Nitric oxide reductase, NorZ apoprotein
Q5V053	Q5V053_HALMA	AY596297;		norB rrnAC2272	Cytochrome B subunit of nitric oxide reductase
Z1RAB0	Z1RAB0_STAAU	JDAH01000034;JDAH01000032;		Q524_02642 Q524_02666	Quinolone resistance protein norB
A5A3K5	A5A3K5_9BACT	EF523580;EF523583;		norB	Nitric oxide reductase (Fragment)
A5A3K3	A5A3K3_9BACT	EF523578;EF523579;EF523581;EF523582;EF523584;EF523585;		norB	Nitric oxide reductase (Fragment)
A5A3J3	A5A3J3_9BACT	EF523568;EF523569;EF523570;EF523571;EF523572;EF523573;EF523574;EF523575;EF523576;EF523577;		norB	Nitric oxide reductase (Fragment)
Q83UX4	Q83UX4_9BACT	AJ507345;AJ507346;		norB	Nitric oxide reductase (Fragment)
V9TL76	V9TL76_9BACT	KF706250;KF706263;		norB	Nitric oxide reductase (Fragment)
V9TQK9	V9TQK9_9BACT	KF706172;KF706256;		norB	Nitric oxide reductase (Fragment)
V9TPA4	V9TPA4_9BACT	KF706169;KF706238;KF706258;KF706259;		norB	Nitric oxide reductase (Fragment)
V9TP99	V9TP99_9BACT	KF706149;KF706164;KF706220;		norB	Nitric oxide reductase (Fragment)
V9TPR8	V9TPR8_9BACT	KF706243;KF706248;KF706299;		norB	Nitric oxide reductase (Fragment)
V9TNG8	V9TNG8_9BACT	KF706317;KF706333;		norB	Nitric oxide reductase (Fragment)
V9TPN1	V9TPN1_9BACT	KF706160;KF706193;KF706210;KF706214;KF706217;KF706245;KF706274;		norB	Nitric oxide reductase (Fragment)
V9TQU6	V9TQU6_9BACT	KF706191;KF706336;KF706340;		norB	Nitric oxide reductase (Fragment)
V9TQQ7	V9TQQ7_9BACT	KF706275;KF706286;		norB	Nitric oxide reductase (Fragment)
V9TPV1	V9TPV1_9BACT	KF706192;KF706237;KF706339;		norB	Nitric oxide reductase (Fragment)
V9TQD5	V9TQD5_9BACT	KF706181;KF706182;		norB	Nitric oxide reductase (Fragment)
V9TM72	V9TM72_9BACT	KF706282;KF706292;		norB	Nitric oxide reductase (Fragment)
V9TPS1	V9TPS1_9BACT	KF706302;KF706304;KF706324;		norB	Nitric oxide reductase (Fragment)
V9TL36	V9TL36_9BACT	KF706198;KF706215;		norB	Nitric oxide reductase (Fragment)
V9TN20	V9TN20_9BACT	KF706208;KF706329;		norB	Nitric oxide reductase (Fragment)
V9TL55	V9TL55_9BACT	KF706235;KF706283;		norB	Nitric oxide reductase (Fragment)
V9TL20	V9TL20_9BACT	KF706163;KF706200;KF706255;		norB	Nitric oxide reductase (Fragment)
V9TLI0	V9TLI0_9BACT	KF706145;KF706335;		norB	Nitric oxide reductase (Fragment)
V9TLT6	V9TLT6_9BACT	KF706146;KF706167;		norB	Nitric oxide reductase (Fragment)
V9TQK5	V9TQK5_9BACT	KF706224;KF706251;KF706327;		norB	Nitric oxide reductase (Fragment)
V9TPL5	V9TPL5_9BACT	KF706162;KF706194;KF706269;		norB	Nitric oxide reductase (Fragment)
V9TMV5	V9TMV5_9BACT	KF706143;KF706161;		norB	Nitric oxide reductase (Fragment)
V9TN38	V9TN38_9BACT	KF706228;KF706285;		norB	Nitric oxide reductase (Fragment)
V9TLY9	V9TLY9_9BACT	KF706227;KF706328;		norB	Nitric oxide reductase (Fragment)
V9TLS7	V9TLS7_9BACT	KF706157;KF706262;		norB	Nitric oxide reductase (Fragment)
V9TPC5	V9TPC5_9BACT	KF706165;KF706189;KF706229;KF706242;		norB	Nitric oxide reductase (Fragment)
V9TQE0	V9TQE0_9BACT	KF706186;KF706270;		norB	Nitric oxide reductase (Fragment)
V9TP31	V9TP31_9BACT	KF705699;KF706010;		nosZ	Nitrous oxide reductase (Fragment)
V9TP14	V9TP14_9BACT	KF705793;KF706074;		nosZ	Nitrous oxide reductase (Fragment)
V9TP36	V9TP36_9BACT	KF705704;KF705771;		nosZ	Nitrous oxide reductase (Fragment)
V9TP51	V9TP51_9BACT	KF705687;KF705698;KF705719;		nosZ	Nitrous oxide reductase (Fragment)
V9TLR4	V9TLR4_9BACT	KF705731;KF705805;		nosZ	Nitrous oxide reductase (Fragment)
V9TME2	V9TME2_9BACT	KF705962;KF705995;		nosZ	Nitrous oxide reductase (Fragment)
B5U954	B5U954_9BACT	AB261505;AB261507;		norB	Nitric oxide resuctase (Fragment)
C0KIV1	C0KIV1_9BACT	FJ609138;FJ609139;FJ609140;FJ609144;FJ609146;FJ609147;		norB	Nitrite oxidoreductase (Fragment)
V9TNM0	V9TNM0_9BACT	KF705689;KF705917;		nosZ	Nitrous oxide reductase (Fragment)
V9TPN2	V9TPN2_9BACT	KF705894;KF705895;KF705903;		nosZ	Nitrous oxide reductase (Fragment)
V9TPV4	V9TPV4_9BACT	KF705983;KF705986;		nosZ	Nitrous oxide reductase (Fragment)
V9TNR5	V9TNR5_9BACT	KF705969;KF706111;		nosZ	Nitrous oxide reductase (Fragment)
V9TLM9	V9TLM9_9BACT	KF705695;KF705709;KF706054;KF706102;		nosZ	Nitrous oxide reductase (Fragment)
V9TPQ5	V9TPQ5_9BACT	KF705693;KF705924;		nosZ	Nitrous oxide reductase (Fragment)
V9TJS1	V9TJS1_9BACT	KF705722;KF705723;		nosZ	Nitrous oxide reductase (Fragment)
V9TP09	V9TP09_9BACT	KF705777;KF706069;		nosZ	Nitrous oxide reductase (Fragment)
V9TM61	V9TM61_9BACT	KF705871;KF705873;		nosZ	Nitrous oxide reductase (Fragment)
V9TKJ8	V9TKJ8_9BACT	KF705694;KF705705;KF705832;KF705934;		nosZ	Nitrous oxide reductase (Fragment)
V9TMS5	V9TMS5_9BACT	KF706108;KF706124;KF706138;		nosZ	Nitrous oxide reductase (Fragment)
V9TMN6	V9TMN6_9BACT	KF706060;KF706063;		nosZ	Nitrous oxide reductase (Fragment)
V9TKU5	V9TKU5_9BACT	KF705780;KF706135;		nosZ	Nitrous oxide reductase (Fragment)
V9TLA5	V9TLA5_9BACT	KF705965;KF705966;KF706029;		nosZ	Nitrous oxide reductase (Fragment)
V9TLQ9	V9TLQ9_9BACT	KF705691;KF705984;KF706132;		nosZ	Nitrous oxide reductase (Fragment)
V9TPD6	V9TPD6_9BACT	KF705774;KF705818;		nosZ	Nitrous oxide reductase (Fragment)
V9TJT1	V9TJT1_9BACT	KF705733;KF705763;KF705808;		nosZ	Nitrous oxide reductase (Fragment)
V9TP65	V9TP65_9BACT	KF705688;KF705779;KF706129;		nosZ	Nitrous oxide reductase (Fragment)
V9TNB0	V9TNB0_9BACT	KF705770;KF705792;		nosZ	Nitrous oxide reductase (Fragment)
V9TNA2	V9TNA2_9BACT	KF705782;KF705790;		nosZ	Nitrous oxide reductase (Fragment)
V9TNV6	V9TNV6_9BACT	KF706014;KF706016;		nosZ	Nitrous oxide reductase (Fragment)
V9TPQ1	V9TPQ1_9BACT	KF705843;KF705919;		nosZ	Nitrous oxide reductase (Fragment)
V9TKT0	V9TKT0_9BACT	KF705702;KF706110;		nosZ	Nitrous oxide reductase (Fragment)
V9TMT3	V9TMT3_9BACT	KF705971;KF705973;KF706105;KF706118;		nosZ	Nitrous oxide reductase (Fragment)
V9TM50	V9TM50_9BACT	KF705717;KF705856;		nosZ	Nitrous oxide reductase (Fragment)
V9TN49	V9TN49_9BACT	KF705752;KF705756;		nosZ	Nitrous oxide reductase (Fragment)
V9TN59	V9TN59_9BACT	KF705724;KF705762;		nosZ	Nitrous oxide reductase (Fragment)
V9TNB5	V9TNB5_9BACT	KF705802;KF705899;		nosZ	Nitrous oxide reductase (Fragment)
V9TM88	V9TM88_9BACT	KF705786;KF705901;		nosZ	Nitrous oxide reductase (Fragment)
V9TMK2	V9TMK2_9BACT	KF705707;KF705713;KF705716;KF705955;KF705991;KF706028;KF706030;KF706031;KF706032;KF706040;KF706048;KF706050;		nosZ	Nitrous oxide reductase (Fragment)
V9TQ50	V9TQ50_9BACT	KF706093;KF706096;		nosZ	Nitrous oxide reductase (Fragment)
V9TKQ5	V9TKQ5_9BACT	KF706079;KF706080;		nosZ	Nitrous oxide reductase (Fragment)
V9TM21	V9TM21_9BACT	KF705690;KF705821;		nosZ	Nitrous oxide reductase (Fragment)
V9TPF4	V9TPF4_9BACT	KF705794;KF705811;		nosZ	Nitrous oxide reductase (Fragment)
V9TKW3	V9TKW3_9BACT	KF705796;KF705800;		nosZ	Nitrous oxide reductase (Fragment)
V9TLA1	V9TLA1_9BACT	KF705947;KF705952;KF705961;		nosZ	Nitrous oxide reductase (Fragment)
V9TM38	V9TM38_9BACT	KF705841;KF705915;		nosZ	Nitrous oxide reductase (Fragment)
V9TM64	V9TM64_9BACT	KF705857;KF705876;		nosZ	Nitrous oxide reductase (Fragment)
V9TKU4	V9TKU4_9BACT	KF705703;KF705978;KF706125;		nosZ	Nitrous oxide reductase (Fragment)
V9TMS1	V9TMS1_9BACT	KF706103;KF706119;		nosZ	Nitrous oxide reductase (Fragment)
V9TKT8	V9TKT8_9BACT	KF706112;KF706120;		nosZ	Nitrous oxide reductase (Fragment)
V9TPL4	V9TPL4_9BACT	KF705869;KF705870;KF705874;		nosZ	Nitrous oxide reductase (Fragment)
Q51663	Q51663_PARDE	U28078;AB014090;		norB	Nitric oxide reductase, large subunit (NorB)
Q09MY8	Q09MY8_9BRAD	DQ857309;DQ857312;		norB	Nitrite oxidoreductase (Fragment)
Q3BJS9	Q3BJS9_9BRAD	AM114515;AM286319;AM292222;		norB nxrB1	Nitrite oxidoreductase (Nitrite oxidoreductase beta subunit) (Fragment)
K1DLK3	K1DLK3_PSEAI	AKZH01000020;AXRR01000009;		norB P998_04596 PAE2_0495	Nitric oxide reductase subunit B (Nitric-oxide reductase subunit B)
Y5DNP7	Y5DNP7_STAAU	JCEY01000046;JCEY01000045;		O503_02910 O503_02924	Quinolone resistance protein norB
Q3BJT2	Q3BJT2_NITWI	AM114512;AM286323;AM286324;AM286327;AM286339;AM292226;AM292227;AM292230;AM292242;		norB nxrB1	Nitrite oxidoreductase (Nitrite oxidoreductase beta subunit) (Fragment)
K1DM38	K1DM38_PSEAI	AKZH01000020;AXRR01000009;		norC P998_04597 PAE2_0494	Nitric oxide reductase subunit C (Nitric-oxide reductase subunit C)
C0A1E5	C0A1E5_OCHAN	AB490236;JENZ01000011;		norB BG46_04595	Nitric oxide reductase (NorB nitric oxide reductase)
C0A1E4	C0A1E4_OCHAN	AB490236;JENZ01000011;		norC BG46_04600	Cytochrome C (NorC nitric oxide reductase)
W0UVN6	W0UVN6_GEOTD	HG328794;HG328795;HG328796;		qnorB	Quinol-dependent nitric oxide reductase (Fragment)
W0UVK1	W0UVK1_GEOTD	HG328793;HG328797;		qnorB	Quinol-dependent nitric oxide reductase (Fragment)
W0UVR7	W0UVR7_GEOTD	HG328791;HG328792;HG328798;HG328799;HG328800;HG328801;HG328802;HG328803;HG328804;HG328805;HG328806;		qnorB	Quinol-dependent nitric oxide reductase (Fragment)
B6BHE4	B6BHE4_SULGG	DS995286;AFRZ01000001;		norB CBGD1_748 SMGD1_1414	Nitric-oxide reductase subunit B (EC 1.7.99.7) (Nitric-oxide reductase, large subunit) (EC 1.7.2.5)
W0UVJ1	W0UVJ1_GEOTD	HG328768;HG328769;HG328770;HG328771;HG328772;HG328773;HG328774;HG328775;HG328776;HG328777;HG328778;HG328779;HG328780;HG328781;HG328782;HG328783;		nirK	Copper-containing nitrite reductase (Fragment)
W0UVK9	W0UVK9_GEOTD	HG328817;HG328824;		nosZ	Nitrous oxide reductase (Fragment)
W0UVS0	W0UVS0_GEOTD	HG328814;HG328818;		nosZ	Nitrous oxide reductase (Fragment)
B6BHE5	B6BHE5_SULGG	DS995286;AFRZ01000001;		norC CBGD1_393 SMGD1_1415	Nitric oxide reductase cytochrome c subunit (EC 1.7.2.5)
B2XVV7	B2XVV7_AZOBR	EU194339;EU221421;		norC	Nitric oxide reductase small subunit (EC 1.7.99.7) (Nitric-oxide reductase subunit C)
W0UVN9	W0UVN9_GEOSE	HG328809;HG328810;HG328811;		qnorB	Quinol-dependent nitric oxide reductase (Fragment)
W0UVJ7	W0UVJ7_GEOSE	HG328785;HG328786;HG328787;HG328788;		nirK	Copper-containing nitrite reductase (Fragment)
S5KLA9	S5KLA9_LISMN	CP006596;CP006598;CP006599;CP006600;CP007492;CP007600;		CQ02_14445 M638_00985 M640_13500 M644_01420 M645_09465 Y193_01495	Quinolone resistance protein (Quinolone resistance protein NorB)
S5LF84	S5LF84_LISMN	CP006597;CP006594;		M641_03105 M643_09695	Quinolone resistance protein NorB
Q3BJU5	Q3BJU5_9BRAD	AM114498;AM114499;AM114503;AM114504;AM114507;AM114508;		norB	Nitrite oxidoreductase beta subunit (Fragment)
Q3BJV2	Q3BJV2_9BRAD	AM114490;AM114492;AM114494;AM114495;AM114502;AM114505;AM114510;		norB	Nitrite oxidoreductase beta subunit (Fragment)
Q3BJU3	Q3BJU3_9BRAD	AM114497;AM114501;		norB	Nitrite oxidoreductase beta subunit (Fragment)
Q3BJY2	Q3BJY2_9BRAD	AM114461;AM114462;AM114463;AM114468;AM114470;AM114473;AM114475;AM114476;AM114479;AM114482;		norA	Nitrite oxidoreductase alpha subunit (Fragment)
Q3BJX3	Q3BJX3_9BRAD	AM114469;AM114471;AM114483;		norA	Nitrite oxidoreductase alpha subunit (Fragment)
Q3BJX2	Q3BJX2_9BRAD	AM114465;AM114472;		norA	Nitrite oxidoreductase alpha subunit (Fragment)
Q3BJX7	Q3BJX7_9BRAD	AM114466;AM114467;AM114474;		norA	Nitrite oxidoreductase alpha subunit (Fragment)
Q3BJW3	Q3BJW3_9BRAD	AM114480;AM114481;		norA	Nitrite oxidoreductase alpha subunit (Fragment)
Y8NBR3	Y8NBR3_STAAU	JBGP01000001;		T994_00077	Quinolone resistance protein norB
Z3AMX8	Z3AMX8_STAAU	JDKJ01000001;		U240_00045	Quinolone resistance protein norB
Z2CLE5	Z2CLE5_STAAU	JDCF01000001;		Q601_00276	Quinolone resistance protein norB
X9U2D8	X9U2D8_STAAU	JAZA01000013;		O789_02135	Quinolone resistance protein norB
Z9MU19	Z9MU19_STAAU	JEUK01000007;		V259_01790	Quinolone resistance protein norB
Y4XWX4	Y4XWX4_STAAU	JCDW01000001;		O469_00276	Quinolone resistance protein norB
Y9KKF3	Y9KKF3_STAAU	JCQO01000006;		O876_01854	Quinolone resistance protein norB
Z0GGT2	Z0GGT2_STAAU	JCUC01000001;		P089_00276	Quinolone resistance protein norB
Z3LDP6	Z3LDP6_STAAU	JDMJ01000004;		U297_01600	Quinolone resistance protein norB
Z3LI92	Z3LI92_STAAU	JDMJ01000002;		U297_00918	Quinolone resistance protein norB
Y8XY59	Y8XY59_STAAU	JCOJ01000007;		O803_01257	Quinolone resistance protein norB
Z9D010	Z9D010_STAAU	JDXG01000008;		T939_02355	Quinolone resistance protein norB
Y4Y5J1	Y4Y5J1_STAAU	JCDW01000028;		O469_02606	Quinolone resistance protein norB
H1LLB6	H1LLB6_9PAST	AGRK01000002;		HMPREF9096_00051	Nitric oxide reductase, NorZ
Y8K939	Y8K939_STAAU	JBHH01000004;		T972_01378	Quinolone resistance protein norB
Z9D9K5	Z9D9K5_STAAU	JDXG01000006;		T939_00961	Quinolone resistance protein norB
Z3ABL4	Z3ABL4_STAAU	JDKJ01000012;		U240_01604	Quinolone resistance protein norB
Y8MZ32	Y8MZ32_STAAU	JBGP01000002;		T994_00545	Quinolone resistance protein norB
Z2CJZ7	Z2CJZ7_STAAU	JDCF01000002;		Q601_00375	Quinolone resistance protein norB
Y9KSQ1	Y9KSQ1_STAAU	JCQO01000001;		O876_00091	Quinolone resistance protein norB
Z9N4S2	Z9N4S2_STAAU	JEUL01000001;		V263_00087	Quinolone resistance protein norB
Y0B4S9	Y0B4S9_STAAU	JAXU01000004;		Q103_01121	Quinolone resistance protein norB
Z7KZW4	Z7KZW4_STAAU	JDXI01000003;		T928_02326	Quinolone resistance protein norB
D5GU63	D5GU63_THETH	FN666415;		norB	Nitric oxide reductase subunit
Y8Y2G7	Y8Y2G7_STAAU	JCOJ01000003;		O803_00420	Quinolone resistance protein norB
Y7P259	Y7P259_STAAU	JBPI01000004;		T846_01194	Quinolone resistance protein norB
Z9MZA9	Z9MZA9_STAAU	JEUL01000003;		V263_01059	Quinolone resistance protein norB
Y8CJZ7	Y8CJZ7_STAAU	JBIR01000003;		T932_00571	Quinolone resistance protein norB
Y7P382	Y7P382_STAAU	JBPI01000003;		T846_00880	Quinolone resistance protein norB
Y9L584	Y9L584_STAAU	JCQP01000001;		O877_00124	Quinolone resistance protein norB
X9U8P9	X9U8P9_STAAU	JAZA01000006;		O789_01192	Quinolone resistance protein norB
Y0B8Z6	Y0B8Z6_STAAU	JAXU01000001;		Q103_00044	Quinolone resistance protein norB
Y8CEW0	Y8CEW0_STAAU	JBIR01000008;		T932_02050	Quinolone resistance protein norB
Y9KYP9	Y9KYP9_STAAU	JCQP01000006;		O877_00998	Quinolone resistance protein norB
Z3TFS6	Z3TFS6_STAAU	JDNP01000013;		U340_01831	Quinolone resistance protein norB
Y8KJ68	Y8KJ68_STAAU	JBHH01000001;		T972_00105	Quinolone resistance protein norB
Z0FUD9	Z0FUD9_STAAU	JCUC01000013;		P089_02049	Quinolone resistance protein norB
Z7LAG0	Z7LAG0_STAAU	JDXI01000001;		T928_00868	Quinolone resistance protein norB
Z3TIH3	Z3TIH3_STAAU	JDNP01000014;		U340_01867	Quinolone resistance protein norB
Z9MT67	Z9MT67_STAAU	JEUK01000008;		V259_01975	Quinolone resistance protein norB
D2GG80	D2GG80_STAAU	GG730262;		SDAG_01408	Quinolone resistance protein norB
F9L7L7	F9L7L7_STACP	AFTX01000030;		norB_1 SEVCU116_1232	Quinolone resistance protein NorB
A0A036STT8	A0A036STT8_STAAU	JILA01000004;		W666_00289	Quinolone resistance protein norB
A0A037JIF9	A0A037JIF9_STAAU	JIHH01000006;		W711_01000	Quinolone resistance protein norB
A0A019DWY0	A0A019DWY0_STAAU	JGIX01000003;		V572_00479	Quinolone resistance protein norB
A0A020LR13	A0A020LR13_STAAU	JGOW01000006;		W146_02286	Quinolone resistance protein norB
A0A021J2L8	A0A021J2L8_STAAU	JGSV01000008;		W253_02205	Quinolone resistance protein norB
A0A034CRQ6	A0A034CRQ6_STAAU	JIYD01000003;		V093_01187	Quinolone resistance protein norB
F9L831	F9L831_STACP	AFTX01000030;		norB_2 SEVCU116_1397	Quinolone resistance protein NorB
A0A037JNM9	A0A037JNM9_STAAU	JIHH01000005;		W711_00808	Quinolone resistance protein norB
V6Q9P8	V6Q9P8_STAEP	ATDD02000191;		M460_0207030	Quinolone resistance protein NorB
A0A035H346	A0A035H346_STAAU	JISV01000043;		W452_02669	Quinolone resistance protein norB (Fragment)
L5RR37	L5RR37_NEIME	ANRP01000013;		NMNM174_1563	Putative norB protein
A0A033R0A7	A0A033R0A7_STAAU	JJAK01000007;		U956_01377	Quinolone resistance protein norB
H1SLH6	H1SLH6_STAAU	AHJV01000009;		norB_3 SA21252_1908	Quinolone resistance protein NorB
A0A012E086	A0A012E086_STAAU	JFQA01000010;		W348_01477	Quinolone resistance protein norB
A0A021H481	A0A021H481_STAAU	JGSM01000007;		W244_02329	Quinolone resistance protein norB
A0A033R2L4	A0A033R2L4_STAAU	JJAK01000004;		U956_00753	Quinolone resistance protein norB
A0A012IUZ0	A0A012IUZ0_STAAU	JFQT01000016;		W329_02061	Quinolone resistance protein norB
A0A021HIC3	A0A021HIC3_STAAU	JGSM01000003;		W244_00881	Quinolone resistance protein norB
A0A020A5Y4	A0A020A5Y4_STAAU	JGMP01000001;		V702_00105	Quinolone resistance protein norB
A0A019Z3K8	A0A019Z3K8_STAAU	JGMP01000004;		V702_01394	Quinolone resistance protein norB
A0A028XVE0	A0A028XVE0_STAAU	JHQD01000051;		norB_2 CO30_2289	Quinolone resistance protein NorB
H4BQQ5	H4BQQ5_STAAU	AHVK01000011;		SACIG1057_2264	Quinolone resistance protein norB
A0A019XLK7	A0A019XLK7_STAAU	JGMH01000010;		V691_01477	Quinolone resistance protein norB
A0A011VPL4	A0A011VPL4_STAAU	JFOQ01000009;		W386_01278	Quinolone resistance protein norB
H4BKF6	H4BKF6_STAAU	AHVK01000001;		SACIG1057_0282	Quinolone resistance protein norB
A0A036SRD2	A0A036SRD2_STAAU	JILA01000009;		W666_01262	Quinolone resistance protein norB
A0A034CR48	A0A034CR48_STAAU	JIYD01000001;		V093_00144	Quinolone resistance protein norB
A0A032XUL6	A0A032XUL6_STAAU	JJEB01000040;		U982_02574	Quinolone resistance protein norB (Fragment)
A0A028XW98	A0A028XW98_STAAU	JHQD01000049;		CO30_1949	Quinolone resistance protein NorB domain protein
