Entry	Entry name	Cross-reference (EMBL)	Cross-reference (GenBank)	Gene names	Protein names
Q05205	PPB_LYSEN	X56656;		phoA	Alkaline phosphatase (APASE) (EC 3.1.3.1)
B0R9W3	B0R9W3_HALS3	AM774418;		aph OE_5192R	Alkaline phosphatase (EC 3.1.3.1)
L7VL95	L7VL95_CLOSH	CP004044;CP003992;		phoA Cst_c19700 Clst_1886	Alkaline phosphatase (EC 3.1.3.1) (Alkaline phosphatase 4) (EC 3.1.3.1)
C6ELK4	C6ELK4_ECOBD	CP001665;CP001509;AM946981;		phoA B21_00334 ECBD_3281 ECD_00330	Alkaline phosphatase (EC 3.1.3.1) (Bacterial alkaline phosphatase) (EC 3.1.3.1)
A0R3K8	A0R3K8_MYCS2	CP000480;CP001663;		MSMEG_5508 MSMEI_5354	Alkaline phosphatase (EC 3.1.3.1)
A0QR75	A0QR75_MYCS2	CP000480;CP000480;CP001663;CP001663;		MSMEG_1012 MSMEG_2292 MSMEI_0983 MSMEI_2234	Alkaline phosphatase (EC 3.1.3.1)
E0J0V1	E0J0V1_ECOLW	CP002185;CP002967;AEDF01000009;		phoA ECW_m0453 WFL_02235 EschWDRAFT_2182	Alkaline phosphatase (EC 3.1.3.1) (Bacterial alkaline phosphatase)
B7GT46	B7GT46_BIFLS	CP001095;AP010889;		BLIJ_0144 Blon_0140	Alkaline phosphatase (EC 3.1.3.1) (Putative alkaline phosphatase)
Q81P19	Q81P19_BACAN	AE016879;AE017334;AE017225;		BA_3001 BAS2789 GBAA_3001	Alkaline phosphatase (EC 3.1.3.1)
Q65HM5	Q65HM5_BACLD	CP000002;AE017333;		phoB BL01381 BLi02565	Alkaline phosphatase III (Alkaline phosphatase PhoB) (EC 3.1.3.1)
Q65GB0	Q65GB0_BACLD	CP000002;AE017333;		BL05301 BLi03038	Alkaline phosphatase (EC 3.1.3.1) (Phosphodiesterase/alkaline phosphatase D)
Q8G0A1	Q8G0A1_BRUSU	AE014291;CP002997;		phoA BR1200 BS1330_I1196	Alkaline phosphatase (EC 3.1.3.1)
H1L042	H1L042_9EURY	AGJL01000037;		MetfoDRAFT_1416	Alkaline phosphatase (EC 3.1.3.1)
U2F5I4	U2F5I4_9EURY	AFNT02000031;		sub HLRTI_002483	Subtilisin protein (EC 3.1.3.1)
F7PQV5	F7PQV5_9EURY	HF571520;AFNT02000009;		HLRTI_001133 HTIA_0848	Beta-1,4-xylanase, family GH10 (EC 3.2.1.8) (Peptidase S8 protein) (EC 3.1.3.1)
F7PQV6	F7PQV6_9EURY	HF571520;AFNT02000009;		HLRTI_001134 HTIA_0847	Alkaline phosphatase D protein (EC 3.1.3.1) (Beta-1,4-xylanase, family GH10) (EC 3.2.1.8)
D5VRI9	D5VRI9_METIM	CP002009;		Metin_0522	Alkaline phosphatase (EC 3.1.3.1)
A6UUF4	A6UUF4_META3	CP000743;		Maeo_0541	Alkaline phosphatase (EC 3.1.3.1)
Q8PZC2	Q8PZC2_METMA	AE008384;		MM_0572	Alkaline phosphatase (EC 3.1.3.1)
Q9UZV2	Q9UZV2_PYRAB	AJ248286;		phoA PYRAB10440 PAB2366	PhoA alkaline phosphatase IV (EC 3.1.3.1) (APASE IV)
Q5V573	Q5V573_HALMA	AY596297;		phoD rrnAC0273	Alkaline phosphatase D (EC 3.1.3.1)
A0A060ALG7	A0A060ALG7_9VIRU	KJ535722;			Serine/threonine protein phosphatase (EC 3.1.3.1)
C9QJG7	C9QJG7_VIBOR	ACZV01000005;AFWH01000020;		VIA_002454 VIOR3934_11192	Alkaline phosphatase (EC 3.1.3.1) (Alkaline phosphatase III)
D4VFS9	D4VFS9_9BACE	CBXG010000055;ADKP01000029;		BN890_51670 CW3_1763	Alkaline phosphatase (EC 3.1.3.1) (Alkaline phosphatase family protein)
D4VJ15	D4VJ15_9BACE	CBXG010000054;ADKP01000067;		BN890_50150 CW3_0757	Alkaline phosphatase Type I phosphodiesterase/nucleotide pyrophosphatase (EC 3.1.3.1) (Type I phosphodiesterase/nucleotide pyrophosphatase)
D4VLK0	D4VLK0_9BACE	CBXG010000046;ADKP01000118;		BN890_38220 CW3_4206	Alkaline phosphatase (EC 3.1.3.1) (Alkaline phosphatase family protein)
D4VIA6	D4VIA6_9BACE	CBXG010000035;ADKP01000062;		BN890_30660 CW3_0463	Alkaline phosphatase (EC 3.1.3.1) (Alkaline phosphatase family protein)
A0A024L609	A0A024L609_ECOLX	CCCP010000021;JENE01000053;JEND01000029;		BC97_06185 BC99_14690 PGD_02929	Alkaline phosphatase (Alkaline phosphatase H) (EC 3.1.3.1)
A0A060TZP2	A0A060TZP2_STAAU	CCCA010000043;CCCE010000054;		BN965_24490 BN966_17890	Alkaline phosphatase (EC 3.1.3.1)
A0A060U5A6	A0A060U5A6_STAAU	CCCI010000050;CCCM010000037;		BN967_8660 BN968_19080	Alkaline phosphatase (EC 3.1.3.1)
X5K757	X5K757_9FLAO	CCAB010000145;CCAC010000015;		pafA E18064_370081 E27107_220042	Alkaline phosphatase (EC 3.1.3.1)
A0A060F1W4	A0A060F1W4_BRUSS	CP007721;CP007698;		BSSP2_II0581 BSSP3_II0583	Alkaline phosphatase (EC 3.1.3.1)
A0A060ELV2	A0A060ELV2_BRUSS	CP007692;CP007694;CP007696;		BSPT1_II0570 BSPT2_II0573 BSSP1_II0573	Alkaline phosphatase (EC 3.1.3.1)
A0A060E2K7	A0A060E2K7_BRUSS	CP007721;CP007698;		BSSP2_II0582 BSSP3_II0584	Alkaline phosphatase (EC 3.1.3.1)
A0A060E4V9	A0A060E4V9_BRUSS	CP007720;CP007691;CP007693;CP007695;CP007697;		BSPT1_I0508 BSPT2_I0498 BSSP1_I0499 BSSP2_I1220 BSSP3_I1217	Alkaline phosphatase (EC 3.1.3.1)
A0A029KVX5	A0A029KVX5_ECOLX	JJLT01000229;JJLT01000011;		AC27_0143 AC27_4785	Alkaline phosphatase (EC 3.1.3.1)
H6UH57	H6UH57_STAAU	JN645811;CP007539;		phoB X998_2610	Alkaline phosphatase (Alkaline phosphatase 3) (EC 3.1.3.1)
D4WQP9	D4WQP9_9BACE	CBXH010000041;ADMP01000035;		BN891_34230 CW1_2761	Alkaline phosphatase (EC 3.1.3.1) (Alkaline phosphatase family protein)
D4WU02	D4WU02_9BACE	CBXH010000026;ADMP01000095;		BN891_20000 CW1_3981	Alkaline phosphatase Type I phosphodiesterase/nucleotide pyrophosphatase (EC 3.1.3.1) (Type I phosphodiesterase/nucleotide pyrophosphatase)
A0A061C197	A0A061C197_LACDL	CCDV01000001;CCDS01000002;CCDU01000006;		LBCNRZ327_03205 LBCNRZ333_01495 LBCNRZ700_05005	Conserved hypothetical membrane protein (DedA family protein) (EC 3.1.3.1)
A6B0N3	A6B0N3_VIBPH	AAWQ01000011;AZJP01000777;		scap A79_3457 D030_3942	Alkaline phosphatase 3 (EC 3.1.3.1) (Cold-active alkaline phosphatase)
H0I4K2	H0I4K2_MYCAB	AHAR01000001;AKVF01000004;		phoA MMAS_00370 MMCCUG48898_2139	Alkaline phosphatase (EC 3.1.3.1)
G7HF49	G7HF49_9BURK	CAFQ01000021;HG938371;		I35_2470 I35_4295	Alkaline phosphatase (EC 3.1.3.1)
G7HF50	G7HF50_9BURK	CAFQ01000021;HG938371;		I35_2471 I35_4294	Alkaline phosphatase (EC 3.1.3.1)
G7HNE4	G7HNE4_9BURK	CAFQ01000051;HG938370;		I35_1076 I35_5429	Alkaline phosphatase (EC 3.1.3.1)
K3MS63	K3MS63_ECOLX	AMUS01000184;		oppB ECEC1736_1780	Oligopeptide transport permease protein (EC 3.1.3.1)
K3L7B5	K3L7B5_ECOLX	AMUS01000379;		dppB ECEC1736_4666	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
Q153J0	Q153J0_THETH	DQ645419;			Alkaline phosphatase (EC 3.1.3.1)
J1JJM6	J1JJM6_STREE	ALCX01000015;		SPAR167_1841	Membrane-associated alkaline phosphatase (EC 3.1.3.1)
M8Q1F9	M8Q1F9_ECOLX	AQCV01000007;		phoA ECMP02101711_0407	Alkaline phosphatase (EC 3.1.3.1)
K3LC55	K3LC55_ECOLX	AMUS01000030;		phoA ECEC1736_0439	Alkaline phosphatase (EC 3.1.3.1)
V6ZAE8	V6ZAE8_MYCAB	AYTA01000006;		phoA L830_3692	Alkaline phosphatase (EC 3.1.3.1)
H5PCU4	H5PCU4_ECOLX	AIHN01000073;		ECDEC14D_4867	YjdL peptide transporter (EC 3.1.3.1)
H4BKY6	H4BKY6_STAAU	AHVK01000001;		phoB SACIG1057_0462	Alkaline phosphatase 3 (EC 3.1.3.1)
K3L3D1	K3L3D1_ECOLX	AMUS01000403;		ECEC1736_5395	Inner membrane transporter YjdL (EC 3.1.3.1)
U0RJH6	U0RJH6_ECOLX	AVRS01000008;		phoA S1I_0577	Alkaline phosphatase (EC 3.1.3.1)
I8FL04	I8FL04_MYCAB	AKUH01000015;		phoD2 MA6G1108_3871	Alkaline phosphatase (EC 3.1.3.1)
L1B1Q5	L1B1Q5_ECOLX	ANLO01000041;		phoA EC930056_0592	Alkaline phosphatase (EC 3.1.3.1)
I7X558	I7X558_YERPE	AKRN01000373;		phoA YPPY02_2647	Alkaline phosphatase (EC 3.1.3.1)
F9L5L2	F9L5L2_STACP	AFTX01000018;		phoB SEVCU116_1129	Alkaline phosphatase 3 (EC 3.1.3.1)
K5TAU9	K5TAU9_VIBCL	AJSL01000008;		VCHC46B1_1421	Alkaline phosphatase (EC 3.1.3.1)
H4W6I1	H4W6I1_ECOLX	AIFZ01000002;		phoA ECDEC6E_0362	Alkaline phosphatase H (EC 3.1.3.1)
I8FBF3	I8FBF3_MYCAB	AKUH01000016;		phoA MA6G1108_5220	Alkaline phosphatase (EC 3.1.3.1)
H1SR31	H1SR31_STAAU	AHJV01000049;		phoB SA21252_0772	Alkaline phosphatase 3 (EC 3.1.3.1)
H5P073	H5P073_ECOLX	AIHN01000023;		phoA ECDEC14D_0324	Alkaline phosphatase H (EC 3.1.3.1)
H4WJ06	H4WJ06_ECOLX	AIFZ01000040;		ECDEC6E_4926	YjdL peptide transporter (EC 3.1.3.1)
K3AZD5	K3AZD5_ECOLX	AMTW01000433;		dppB ECFRIK1997_4988	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
K3EGP2	K3EGP2_ECOLX	AMUC01000502;		dppB ECPA49_4977	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
K3BTL2	K3BTL2_ECOLX	AMTW01000204;		oppB ECFRIK1997_2046	Oligopeptide transport permease protein (EC 3.1.3.1)
K3EHH6	K3EHH6_ECOLX	AMUC01000250;		oppB ECPA49_2012	Oligopeptide transport permease protein (EC 3.1.3.1)
K3C7I1	K3C7I1_ECOLX	AMTW01000028;		phoA ECFRIK1997_0598	Alkaline phosphatase (EC 3.1.3.1)
K3AZ77	K3AZ77_ECOLX	AMTW01000448;		ECFRIK1997_5715	Inner membrane transporter YjdL (EC 3.1.3.1)
K3ECB3	K3ECB3_ECOLX	AMUC01000519;		ECPA49_5677	Inner membrane transporter YjdL (EC 3.1.3.1)
N2JZN2	N2JZN2_ECOLX	APYV01000062;		phoA ECP03018674_0528	Alkaline phosphatase (EC 3.1.3.1)
M9KMQ2	M9KMQ2_ECOLX	AQFC01000022;		phoA ECENVIRA811_0580	Alkaline phosphatase (EC 3.1.3.1)
M5E3F9	M5E3F9_9FIRM	CAUI01000023;		HSACCH_02278	Alkaline phosphatase (EC 3.1.3.1)
H4VC00	H4VC00_ECOLX	AIFX01000034;		phoA ECDEC6C_0367	Alkaline phosphatase (EC 3.1.3.1)
K3FPN1	K3FPN1_ECOLX	AMUC01000061;		phoA ECPA49_0596	Alkaline phosphatase (EC 3.1.3.1)
K5JW38	K5JW38_ECOLX	AMTM01000057;		phoA EC880221_0670	Alkaline phosphatase (EC 3.1.3.1)
N3B751	N3B751_ECOLX	APYK01000109;		phoA ECP029991710_0453	Alkaline phosphatase (EC 3.1.3.1)
I7QCX3	I7QCX3_YERPE	AKSE01000284;		phoA YPPY29_2534	Alkaline phosphatase (EC 3.1.3.1)
J1AAE1	J1AAE1_STREE	ALCQ01000008;		SPAR160_1261	Membrane-associated alkaline phosphatase (EC 3.1.3.1)
M5E009	M5E009_9FIRM	CAUI01000015;		HSACCH_01336	Alkaline phosphatase (EC 3.1.3.1)
M8N8W6	M8N8W6_ECOLX	AQCR01000058;		phoA ECMP0210174_0338	Alkaline phosphatase (EC 3.1.3.1)
B8KL07	B8KL07_9GAMM	DS999406;		NOR53_2961	Embryonic alkaline phosphatase (EC 3.1.3.1)
I5YHY2	I5YHY2_ECOLX	AKMM01000241;		oppB ECEC4448_1838	Oligopeptide transport permease protein (EC 3.1.3.1)
M7IQB4	M7IQB4_VIBCL	APFU01000041;		oppB VCEDC022_001200	Oligopeptide transport permease protein (EC 3.1.3.1)
B8KHI4	B8KHI4_9GAMM	DS999405;		NOR53_2020	Phosphodiesterase/alkaline phosphatase D (EC 3.1.3.1)
I5XIF6	I5XIF6_ECOLX	AKMM01000493;		ECEC4448_4757	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
K3SXL2	K3SXL2_ECOLX	AMVH01000443;		dppB ECNE098_4884	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
A0A029LY67	A0A029LY67_ECOLX	JJLU01000019;		phoA AC00_0409	Alkaline phosphatase (EC 3.1.3.1)
I8J2U0	I8J2U0_MYCAB	AKUU01000008;		phoD2 MM2B0307_2933	Alkaline phosphatase (EC 3.1.3.1)
I5QWB4	I5QWB4_ECOLX	AKLY01000065;		ECTW09109_5800	Inner membrane transporter YjdL (EC 3.1.3.1)
S6XVV4	S6XVV4_KLEPN	ARRW01000186;		phoA H213_0911	Alkaline phosphatase H (EC 3.1.3.1)
M7MH23	M7MH23_VIBCL	APGC01000037;		oppB VCNHCC008D_001002	Oligopeptide transport permease protein (EC 3.1.3.1)
J5V271	J5V271_9ENTR	ALNJ01000086;		phoA HMPREF1144_1399	Alkaline phosphatase H (EC 3.1.3.1)
A0A029H648	A0A029H648_ECOLX	JJLK01000049;		phoA AD12_0518	Alkaline phosphatase (EC 3.1.3.1)
C0X3T0	C0X3T0_ENTFL	ACGL01000074;		phoB HMPREF0348_1165	Alkaline phosphatase 3 (EC 3.1.3.1)
M8UQA1	M8UQA1_ECOLX	AQDI01000051;		phoA EC2866450_0391	Alkaline phosphatase (EC 3.1.3.1)
L1E500	L1E500_ECOLX	ANLU01000062;		phoA EC960427_0452	Alkaline phosphatase (EC 3.1.3.1)
M9GK61	M9GK61_ECOLX	AQEV01000004;		phoA ECMP0215612_0883	Alkaline phosphatase (EC 3.1.3.1)
I0TK13	I0TK13_STAEP	AJJR01000042;		phoB IS250_1613	Alkaline phosphatase 3 (EC 3.1.3.1)
N4JIX2	N4JIX2_ECOLX	AQBU01000139;		phoA ECP030529311_0354	Alkaline phosphatase (EC 3.1.3.1)
H4YS80	H4YS80_ECOLX	AIGF01000008;		phoA ECDEC8A_0564	Alkaline phosphatase (EC 3.1.3.1)
M7LYE6	M7LYE6_VIBCL	APGC01000037;		tppB VCNHCC008D_000899	Dipeptide and tripeptide permease A (EC 3.1.3.1)
K3R470	K3R470_ECOLX	AMVB01000437;		dppB ECEC1864_4876	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
A0A038A0L5	A0A038A0L5_ENTFL	AYKK01000077;		P782_1785	Alkaline phosphatase (EC 3.1.3.1)
K3GEA5	K3GEA5_ECOLX	AMUE01000171;		oppB ECTT12B_1917	Oligopeptide transport permease protein (EC 3.1.3.1)
K3EWX1	K3EWX1_ECOLX	AMUE01000339;		dppB ECTT12B_4629	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
K3RMY0	K3RMY0_ECOLX	AMVB01000215;		oppB ECEC1864_1988	Oligopeptide transport permease protein (EC 3.1.3.1)
H4S404	H4S404_ECOLX	AIFP01000067;		ECDEC4F_5074	YjdL peptide transporter (EC 3.1.3.1)
K3F423	K3F423_ECOLX	AMUE01000040;		phoA ECTT12B_0591	Alkaline phosphatase (EC 3.1.3.1)
K3Q5V9	K3Q5V9_ECOLX	AMVB01000456;		ECEC1864_5609	Inner membrane transporter YjdL (EC 3.1.3.1)
M5S6S3	M5S6S3_9PLAN	ANOF01000202;		RESH_06109	Alkaline phosphatase (EC 3.1.3.1) (Fragment)
N3W5M2	N3W5M2_ECOLX	AQAN01000072;		phoA ECP03047773_0384	Alkaline phosphatase (EC 3.1.3.1)
K3EVH3	K3EVH3_ECOLX	AMUE01000352;		ECTT12B_5314	Inner membrane transporter YjdL (EC 3.1.3.1)
B2PR49	B2PR49_ECO57	ABHQ01000022;		phoA ECH7EC4076_3903	Alkaline phosphatase (EC 3.1.3.1)
I8P3G9	I8P3G9_YERPE	AKTH01000310;		phoA YPPY92_2692	Alkaline phosphatase (EC 3.1.3.1)
N3HPA8	N3HPA8_ECOLX	APZE01000008;		phoA ECP03023082_0378	Alkaline phosphatase (EC 3.1.3.1)
H4DMB0	H4DMB0_STAAU	AHVT01000001;		phoB SACIGC348_0460	Alkaline phosphatase 3 (EC 3.1.3.1)
M2A617	M2A617_9PLAN	ANMO01000151;		RE6C_03343	Alkaline phosphatase (EC 3.1.3.1)
H3X216	H3X216_STAAU	AHLL01000007;		phoB IS3_0422	Alkaline phosphatase 3 (EC 3.1.3.1)
M9A9T9	M9A9T9_ECOLX	AQDV01000009;		phoA EC2780750_0536	Alkaline phosphatase (EC 3.1.3.1)
K3R437	K3R437_ECOLX	AMVB01000041;		phoA ECEC1864_0605	Alkaline phosphatase (EC 3.1.3.1)
G6E0G8	G6E0G8_9GAMM	AGEX01000005;		Sbal625DRAFT_2518	Alkaline phosphatase (EC 3.1.3.1)
H4RQL8	H4RQL8_ECOLX	AIFP01000002;		phoA ECDEC4F_0277	Alkaline phosphatase H (EC 3.1.3.1)
N1TEN3	N1TEN3_ECOLX	AQFE01000015;		phoA EC2726800_0537	Alkaline phosphatase (EC 3.1.3.1)
G6DU71	G6DU71_9GAMM	AGEX01000001;		Sbal625DRAFT_0323	Alkaline phosphatase (EC 3.1.3.1)
B7WZL8	B7WZL8_COMTE	AAUJ02000001;		CtesDRAFT_PD1205	Cytochrome d ubiquinol oxidase, subunit II (EC 3.1.3.1)
M9LNF4	M9LNF4_ECOLX	AQFF01000004;		phoA EC2720900_0655	Alkaline phosphatase (EC 3.1.3.1)
N2JHR6	N2JHR6_ECOLX	AQFJ01000004;		phoA ECBCE007MS11_0501	Alkaline phosphatase (EC 3.1.3.1)
A3RPV5	A3RPV5_RALSL	AAKL01000003;		RRSL_04370	Alkaline phosphatase (EC 3.1.3.1)
S2BN66	S2BN66_KLEPN	APWG01000155;		phoA J051_1121	Alkaline phosphatase H (EC 3.1.3.1)
H4GBJ8	H4GBJ8_STAAU	AICJ01000029;		phoB IS189_1578	Alkaline phosphatase 3 (EC 3.1.3.1)
B7X1F2	B7X1F2_COMTE	AAUJ02000001;		CtesDRAFT_PD1358	Alkaline phosphatase (EC 3.1.3.1)
A3RPV4	A3RPV4_RALSL	AAKL01000003;		RRSL_04369	Alkaline phosphatase (EC 3.1.3.1)
K3AK44	K3AK44_ECOLX	AMTX01000446;		dppB ECNE1487_5133	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
K3C562	K3C562_ECOLX	AMTX01000199;		oppB ECNE1487_2215	Oligopeptide transport permease protein (EC 3.1.3.1)
J2FLC5	J2FLC5_SHIFL	AGRC01000015;		SF660363_0231	Alkaline phosphatase H domain protein (EC 3.1.3.1)
K3BRR2	K3BRR2_ECOLX	AMTX01000021;		phoA ECNE1487_0739	Alkaline phosphatase (EC 3.1.3.1)
H3WW06	H3WW06_STALU	AHLK01000022;		SEVCU139_1093	Amino acid/peptide transporter (EC 3.1.3.1)
G4EYF9	G4EYF9_BACIU	AGFW01000009;		BSSC8_33890	Alkaline phosphatase A (EC 3.1.3.1)
H4A7X4	H4A7X4_STAAU	AHVE01000001;		phoB SACIG1165_0460	Alkaline phosphatase 3 (EC 3.1.3.1)
E1DSI1	E1DSI1_VIBPH	ACFO01000050;		VIPARAN5034_A0600	Alkaline phosphatase 3 (EC 3.1.3.1)
K5GLQ0	K5GLQ0_ECOLX	AMTG01000128;		dppB EC80566_3795	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
G4EZI5	G4EZI5_BACIU	AGFW01000012;		BSSC8_37650	Alkaline phosphatase III (EC 3.1.3.1)
J2YS09	J2YS09_SHIFL	AGRC01000063;		SF660363_4664	YhiP peptide POT transporter domain protein (EC 3.1.3.1)
K5H6H7	K5H6H7_ECOLX	AMTG01000148;		EC80566_4429	Inner membrane transporter YjdL (EC 3.1.3.1)
A0A029P9L0	A0A029P9L0_ECOLX	JJLZ01000008;		phoA AB53_0432	Alkaline phosphatase (EC 3.1.3.1)
K5G6W9	K5G6W9_ECOLX	AMTG01000050;		phoA EC80566_0371	Alkaline phosphatase family protein (EC 3.1.3.1)
K3B915	K3B915_ECOLX	AMTX01000463;		ECNE1487_5838	Inner membrane transporter YjdL (EC 3.1.3.1)
H3WY97	H3WY97_STALU	AHLK01000036;		phoB SEVCU139_1812	Alkaline phosphatase 3 (EC 3.1.3.1)
K5H5N1	K5H5N1_ECOLX	AMTG01000079;		oppB EC80566_1279	Oligopeptide transport permease protein (EC 3.1.3.1)
M9JW67	M9JW67_ECOLX	AQFD01000022;		phoA ECENVIRA101_0683	Alkaline phosphatase (EC 3.1.3.1)
A0A017IKX5	A0A017IKX5_ECOLX	JHDF01000009;		phoA AC26_0443	Alkaline phosphatase (EC 3.1.3.1)
J2ZF12	J2ZF12_SHIFL	AGRC01000015;		SF660363_0230	Alkaline phosphatase H (EC 3.1.3.1)
N3M5N9	N3M5N9_ECOLX	APZP01000084;		phoA ECP02989424_0385	Alkaline phosphatase (EC 3.1.3.1)
J2F170	J2F170_SHIFL	AGRC01000063;		SF660363_4663	YhiP peptide POT transporter (EC 3.1.3.1)
I5X5L6	I5X5L6_ECOLX	AKMK01000200;		oppB ECEC4436_1797	Oligopeptide transport permease protein (EC 3.1.3.1)
I5WNU1	I5WNU1_ECOLX	AKMK01000401;		dppB ECEC4436_4697	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
J1TQS6	J1TQS6_STREE	ALCP01000008;		SPAR158_1698	Membrane-associated alkaline phosphatase (EC 3.1.3.1)
I8R2R9	I8R2R9_MYCAB	AKUK01000012;		phoD2 MM1S1530915_3368	Alkaline phosphatase (EC 3.1.3.1)
N4ERI0	N4ERI0_ECOLX	AQBJ01000010;		phoA ECP030526012_0372	Alkaline phosphatase (EC 3.1.3.1)
M8RQY6	M8RQY6_ECOLX	AQDB01000057;		phoA EC2875000_0398	Alkaline phosphatase (EC 3.1.3.1)
U5DNR8	U5DNR8_9CHRO	ASSJ01000030;		KR51_00011780	3-phytase (Myo-inositol-hexaphosphate 3-phosphohydrolase) (EC 3.1.3.1)
B5UMR5	B5UMR5_BACCE	ABDA02000003;		BCAH1134_4448	Alkaline phosphatase (EC 3.1.3.1)
B5UMM0	B5UMM0_BACCE	ABDA02000002;		BCAH1134_3015	Alkaline phosphatase (EC 3.1.3.1)
A0A016R2J0	A0A016R2J0_KLEPN	AQPG01000012;		phoA KPB2_4442	Alkaline phosphatase (EC 3.1.3.1)
I5WJJ2	I5WJJ2_ECOLX	AKMK01000435;		ECEC4436_5416	Inner membrane transporter YjdL (EC 3.1.3.1)
N2W931	N2W931_ECOLX	APXX01000011;		phoA ECP02989427_0396	Alkaline phosphatase (EC 3.1.3.1)
N2MA63	N2MA63_ECOLX	APXB01000151;		phoA EC179550_0387	Alkaline phosphatase (EC 3.1.3.1)
I8GRI7	I8GRI7_MYCAB	AKUK01000013;		phoA MM1S1530915_4624	Alkaline phosphatase (EC 3.1.3.1)
I5XQH1	I5XQH1_ECOLX	AKMK01000034;		phoA ECEC4436_0436	Alkaline phosphatase (EC 3.1.3.1)
I5TV85	I5TV85_ECOLX	AKME01000446;		ECTW14301_4584	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
I5UJ86	I5UJ86_ECOLX	AKME01000233;		oppB ECTW14301_1783	Oligopeptide transport permease protein (EC 3.1.3.1)
I5US42	I5US42_ECOLX	AKME01000071;		phoA ECTW14301_0442	Alkaline phosphatase (EC 3.1.3.1)
V5ZDE6	V5ZDE6_9ENTR	CAHS01000024;		phoA EPIR_3814	Alkaline phosphatase (EC 3.1.3.1)
V5Z965	V5Z965_9ENTR	CAHS01000015;		ydgR3 EPIR_2196	Proton-dependent oligopeptide transporter, POT family (EC 3.1.3.1)
V5Z9A6	V5Z9A6_9ENTR	CAHS01000015;		yffH EPIR_2599	Putative hydrolase yffH (EC 3,1.-.-) (EC 3.1.-.-)
V5Z3F3	V5Z3F3_9ENTR	CAHS01000006;		yqiA EPIR_0457	Esterase yqiA (EC 3,1.-.-) (EC 3.1.-.-)
I5TR05	I5TR05_ECOLX	AKME01000479;		ECTW14301_5291	Inner membrane transporter YjdL (EC 3.1.3.1)
N2VKL3	N2VKL3_ECOLX	APXV01000088;		phoA ECP02989422_0383	Alkaline phosphatase (EC 3.1.3.1)
A0A017K6I3	A0A017K6I3_ECOLX	JHDJ01000113;		phoA AD08_0395	Alkaline phosphatase (EC 3.1.3.1)
I5JHW3	I5JHW3_ECOLX	AKLJ01000441;		dppB ECPA24_4595	Dipeptide transport system permease protein 1 (EC 3.1.3.1)
A0A031JHV0	A0A031JHV0_SPHPI	JFYY01000005;		BV96_01514	Alkaline phosphatase (EC 3.1.3.1)
