Entry	Entry name	Cross-reference (EMBL)	Cross-reference (GenBank)	Gene names	Protein names
D4X2D5	D4X2D5_9BACE	CBXH010000046;ADMP01000289;		BN891_40690 CW1_0076	Ser/Thr phosphatase family protein (Tartrate-resistant acid phosphatase type 5) (EC 3.1.3.2)
A0A034TAG1	A0A034TAG1_9ENTR	BAYT01000029;BAYU01000018;		HI13_contig00029-0004 MA13_contig00018-0004	Class B acid phosphatase (EC 3.1.3.2)
F9I320	F9I320_ECOLX	AFST01000013;AFRH01000012;		C22711_4491 EUAG_02973	Class B acid phosphatase (EC 3.1.3.2)
Z5BCF0	Z5BCF0_KLEPN	JCMF01000004;JCMF01000004;		P829_01790 P829_01792	Acid phosphatase (EC 3.1.3.2)
Q99QG5	Q99QG5_SHIFL	AY879342;AL391753;		phoN2 (apy) apy phoN2 SFLP004	Acid phosphatase (EC 3.1.3.2)
S0IX41	S0IX41_PSEAI	ASWU01000001;AZUG01000379;		PAK_00405 Y880_0126275	Acid phosphatase (EC 3.1.3.2)
A0A028ZDH0	A0A028ZDH0_ENTAG	JFOK01000022;JFOK01000001;		hel_1 hel_2 BW31_00670 BW31_04182	Acid phosphatase (EC 3.1.3.2)
G7HAM3	G7HAM3_9BURK	CAFQ01000010;HG938371;		I35_0873 I35_5523	Acid phosphatase (EC 3.1.3.2)
Y1CLJ1	Y1CLJ1_ENTCL	JCKQ01000005;		P842_03944	Class B acid phosphatase (EC 3.1.3.2)
L0ZY42	L0ZY42_ECOLX	ANLO01000375;		aphA EC930056_5281	Class B acid phosphatase (EC 3.1.3.2)
V2L3B5	V2L3B5_SALET	APAF01000132;		aphA CFSAN001084_06771	Class B acid phosphatase (EC 3.1.3.2)
T8X1R3	T8X1R3_ECOLX	AWBY01000050;		G929_04378	Class B acid phosphatase (EC 3.1.3.2)
H0KC58	H0KC58_AGGAC	AHGR01000001;		aphA RHAA1_00275	Class B acid phosphatase (EC 3.1.3.2)
J1BQE8	J1BQE8_STREE	ALCX01000005;		lppC SPAR167_0402	Acid phosphatase (EC 3.1.3.2)
L2XSX6	L2XSX6_ECOLX	ANSX01000029;		WEK_04666	Class B acid phosphatase (EC 3.1.3.2)
T0AL43	T0AL43_PASHA	ATSY01000009;		L277_11050	Class B acid phosphatase (EC 3.1.3.2)
V0SJT0	V0SJT0_ECOLX	AXTE01000076;		HMPREF1595_02953	Class B acid phosphatase (EC 3.1.3.2)
H4WIS1	H4WIS1_ECOLX	AIFZ01000040;		aphA ECDEC6E_4841	Class B acid phosphatase (EC 3.1.3.2)
V0VBN9	V0VBN9_ECOLX	AXTJ01000152;		HMPREF1602_03115	Class B acid phosphatase (EC 3.1.3.2)
J2AJY9	J2AJY9_KLEPN	AKAI01000020;		KPNIH18_18203	Acid phosphatase (EC 3.1.3.2)
V2JY43	V2JY43_SALET	APAF01000178;		CFSAN001084_09282	Acid phosphatase (EC 3.1.3.2)
T9F7M0	T9F7M0_ECOLX	AWCV01000051;		G952_04641	Class B acid phosphatase (EC 3.1.3.2)
L6ZCT6	L6ZCT6_SALEN	ALIC01000041;		SEEE1976_17738	Acid phosphatase (EC 3.1.3.2)
M8NR65	M8NR65_ECOLX	AQCV01000093;		aphA ECMP02101711_4681	Class B acid phosphatase (EC 3.1.3.2)
H5PCL1	H5PCL1_ECOLX	AIHN01000073;		aphA ECDEC14D_4784	Class B acid phosphatase (EC 3.1.3.2)
N1I2K1	N1I2K1_SALET	CATX01000027;		SA26_1899	Acid phosphatase (EC 3.1.3.2)
T8RIU4	T8RIU4_ECOLX	AWBH01000043;		G912_04368	Class B acid phosphatase (EC 3.1.3.2)
K3K7B2	K3K7B2_ECOLX	AMUS01000403;		aphA ECEC1736_5310	Class B acid phosphatase (EC 3.1.3.2)
U9HVH6	U9HVH6_PSEAI	AXPG01000003;		Q074_00192	Acid phosphatase (EC 3.1.3.2)
U0QIF3	U0QIF3_ECOLX	AVRS01000119;		aphA S1I_5040	Class B acid phosphatase (EC 3.1.3.2)
T7U9R1	T7U9R1_ECOLX	AVYY01000019;		G850_04260	Class B acid phosphatase (EC 3.1.3.2)
L6ZCZ8	L6ZCZ8_SALEN	ALIC01000041;		aphA SEEE1976_18088	Class B acid phosphatase (EC 3.1.3.2)
G9V0X8	G9V0X8_SALMO	AESX01000037;		aphA SEEM42N_15139	Class B acid phosphatase (EC 3.1.3.2)
L3LEK1	L3LEK1_ECOLX	ANUE01000001;		A1SE_00070	Class B acid phosphatase (EC 3.1.3.2)
J2TFS0	J2TFS0_KLEPN	AKAI01000016;		aphA KPNIH18_16388	Class B acid phosphatase (EC 3.1.3.2)
H1LL98	H1LL98_9PAST	AGRK01000001;		HMPREF9096_00033	Class B acid phosphatase (EC 3.1.3.2)
G9V6Q3	G9V6Q3_SALMO	AESX01000067;		SEEM42N_04803	Acid phosphatase (EC 3.1.3.2)
A0A027A2U5	A0A027A2U5_ECO57	JHJQ01000037;		aphA BY48_17680	Class B acid phosphatase (EC 3.1.3.2)
A0A028NBJ9	A0A028NBJ9_ECOLX	JHMI01000002;		aphA BX85_10560	Class B acid phosphatase (EC 3.1.3.2)
X4BR93	X4BR93_SALEN	CP007342;		aphA AV31_29215	Acid phosphatase (EC 3.1.3.2) (Fragment)
K4ZDW3	K4ZDW3_SALET	AMBW01000033;		aphA CFSAN00326_15755	Class B acid phosphatase (EC 3.1.3.2)
V0XHH0	V0XHH0_ECOLX	AXTM01000010;		HMPREF1605_00233	Class B acid phosphatase (EC 3.1.3.2)
N3AM76	N3AM76_ECOLX	APYK01000178;		aphA ECP029991710_4522	Class B acid phosphatase (EC 3.1.3.2)
M8N3R6	M8N3R6_ECOLX	AQCR01000146;		aphA ECMP0210174_4628	Class B acid phosphatase (EC 3.1.3.2)
T8P1D5	T8P1D5_ECOLX	AWAZ01000025;		G904_04462	Class B acid phosphatase (EC 3.1.3.2)
T9PSY8	T9PSY8_ECOLX	AWDX01000035;		G987_04356	Class B acid phosphatase (EC 3.1.3.2)
K3DNZ7	K3DNZ7_ECOLX	AMUC01000519;		aphA ECPA49_5587	Class B acid phosphatase (EC 3.1.3.2)
K5ALV5	K5ALV5_SALET	AMBW01000005;		CFSAN00326_02287	Acid phosphatase (EC 3.1.3.2)
J1IAT7	J1IAT7_STREE	ALCQ01000011;		lppC SPAR160_1496	Acid phosphatase (EC 3.1.3.2)
T5NJX4	T5NJX4_ECOLX	AVTB01000004;		G685_00339	Class B acid phosphatase (EC 3.1.3.2)
K4VFQ8	K4VFQ8_ECOLX	AKAV01000135;		aphA ECO9602_12304	Class B acid phosphatase (EC 3.1.3.2)
N1DNV4	N1DNV4_SALET	CATL01000040;		SA06_2305	Acid phosphatase (EC 3.1.3.2)
U9Q659	U9Q659_PSEAI	AXRL01000015;		Q004_05147	Acid phosphatase (EC 3.1.3.2)
N1DGJ0	N1DGJ0_SALET	CATL01000027;		aphA SA06_1456	Class B acid phosphatase (EC 3.1.3.2)
N2J857	N2J857_ECOLX	APYV01000116;		aphA ECP03018674_4592	Class B acid phosphatase (EC 3.1.3.2)
V2ZTH3	V2ZTH3_ECOLX	AYHV01000015;		L474_04156	Class B acid phosphatase (EC 3.1.3.2)
H4VPD5	H4VPD5_ECOLX	AIFX01000073;		aphA ECDEC6C_4829	Class B acid phosphatase (EC 3.1.3.2)
L6G3R9	L6G3R9_SALEN	ALGC01000017;		aphA SEEE1811_05522	Class B acid phosphatase (EC 3.1.3.2)
K3BMY1	K3BMY1_ECOLX	AMTW01000448;		aphA ECFRIK1997_5628	Class B acid phosphatase (EC 3.1.3.2)
F8YNJ8	F8YNJ8_ECOLX	AFOB02000115;		aphA HUSEC_22972	Class B acid phosphatase (EC 3.1.3.2)
L6G3N0	L6G3N0_SALEN	ALGC01000017;		SEEE1811_05872	Acid phosphatase (EC 3.1.3.2)
L4W5E9	L4W5E9_ECOLX	ANXS01000137;		WII_04454	Class B acid phosphatase (EC 3.1.3.2)
M9J421	M9J421_ECOLX	AQFC01000059;		aphA ECENVIRA811_4961	Class B acid phosphatase (EC 3.1.3.2)
U8YQ72	U8YQ72_PSEAI	AXRD01000020;		Q012_03705	Acid phosphatase (EC 3.1.3.2)
C6S9T5	C6S9T5_NEIME	AM889137;		surE NME_0044	Acid phosphatase (EC 3.1.3.2)
K5ITB4	K5ITB4_ECOLX	AMTM01000420;		aphA EC880221_5330	Class B acid phosphatase (EC 3.1.3.2)
A0A026IE67	A0A026IE67_ECOLX	JHMV01000004;		aphA BX72_18300	Class B acid phosphatase (EC 3.1.3.2)
A0A030R781	A0A030R781_PSEAI	JIDZ01000021;		AJ75_04733	Acid phosphatase (EC 3.1.3.2)
T7GMB9	T7GMB9_ECOLX	AVXJ01000036;		G808_04174	Class B acid phosphatase (EC 3.1.3.2)
I5QW27	I5QW27_ECOLX	AKLY01000065;		aphA ECTW09109_5713	Class B acid phosphatase (EC 3.1.3.2)
G4E3X9	G4E3X9_9GAMM	AGFD01000014;		ThisiDRAFT_1008	Protein tyrosine phosphatase (EC 3.1.3.2)
V3K7V5	V3K7V5_KLEPN	AYIU01000033;		L392_04550	Class B acid phosphatase (EC 3.1.3.2)
N1HT20	N1HT20_SALET	CATW01000025;		aphA SA30_3149	Class B acid phosphatase (EC 3.1.3.2)
N0WIL3	N0WIL3_SALET	CASO01000062;		SA29_3065	Acid phosphatase (EC 3.1.3.2)
U9LG96	U9LG96_PSEAI	AXQM01000016;		Q029_04457	Acid phosphatase (EC 3.1.3.2)
T8F0R0	T8F0R0_ECOLX	AWAD01000023;		G882_04257	Class B acid phosphatase (EC 3.1.3.2)
V3X9B0	V3X9B0_SALET	AYDD01000034;		SEEA9514_12699	Acid phosphatase (EC 3.1.3.2)
K0PMG5	K0PMG5_9RHIZ	CANI01000032;		stp BN77_0598	Low molecular weight phosphotyrosine protein phosphatase (EC 3.1.3.2) (EC 3.1.3.48)
H4YP67	H4YP67_ECOLX	AIGE01000040;		aphA ECDEC7E_4696	Class B acid phosphatase (EC 3.1.3.2)
T7RJK7	T7RJK7_ECOLX	AVYR01000041;		G843_04316	Class B acid phosphatase (EC 3.1.3.2)
S6ZL04	S6ZL04_KLEPN	ARRW01000141;		pho H213_4599	Acid phosphatase (EC 3.1.3.2)
V7Y6U6	V7Y6U6_SALEN	AYVI01000124;		aphA SEEE3402_11875	Class B acid phosphatase (EC 3.1.3.2)
A0A029GP13	A0A029GP13_ECOLX	JJLK01000090;		aphA AD12_4638	Class B acid phosphatase (EC 3.1.3.2)
A0A031ACZ5	A0A031ACZ5_PSEAI	JIER01000013;		V560_04861	Acid phosphatase (EC 3.1.3.2)
A0A027C3P4	A0A027C3P4_ECO57	JHJK01000036;		aphA BY54_13575	Class B acid phosphatase (EC 3.1.3.2)
Z5CSK4	Z5CSK4_KLEPN	JCMJ01000017;		P823_04578	Class B acid phosphatase (EC 3.1.3.2)
Z4YQ78	Z4YQ78_KLEPN	JCLX01000001;		P847_01347	Acid phosphatase (EC 3.1.3.2)
A0A030W7S3	A0A030W7S3_PSEAI	JIEI01000021;		AJ65_04460	Acid phosphatase (EC 3.1.3.2)
Z5E907	Z5E907_KLEPN	JCMO01000014;		P814_04347	Class B acid phosphatase (EC 3.1.3.2)
Z5DLU1	Z5DLU1_KLEPN	JCMJ01000005;		P823_01798	Acid phosphatase (EC 3.1.3.2)
Z5EYU2	Z5EYU2_KLEPN	JCMO01000005;		P814_01238	Acid phosphatase (EC 3.1.3.2)
Z4Y5J6	Z4Y5J6_KLEPN	JCLX01000007;		P847_04726	Class B acid phosphatase (EC 3.1.3.2)
Z5L1X6	Z5L1X6_KLEPN	JCNC01000014;		L442_03232	Acid phosphatase (EC 3.1.3.2)
Z5KSL9	Z5KSL9_KLEPN	JCNC01000017;		L442_04668	Class B acid phosphatase (EC 3.1.3.2)
L1CRQ7	L1CRQ7_ECOLX	ANLU01000535;		aphA EC960427_5364	Class B acid phosphatase (EC 3.1.3.2)
B2H8V5	B2H8V5_BURPE	CH899719;		acpA BURPS1655_F0086	Acid phosphatase AcpA (EC 3.1.3.2)
J6HTG3	J6HTG3_9ENTR	ALNJ01000085;		pho HMPREF1144_1942	Acid phosphatase (EC 3.1.3.2)
S1HP48	S1HP48_ECOLX	ASVG01000012;		A1WO_01055	Class B acid phosphatase (EC 3.1.3.2)
U6QE06	U6QE06_SALET	AHUS01000047;		SE451200_07446	Acid phosphatase (EC 3.1.3.2)
L4TFD0	L4TFD0_ECOLX	ANXL01000075;		WI5_04248	Class B acid phosphatase (EC 3.1.3.2)
V7XZY0	V7XZY0_SALTM	AYVJ01000130;		SEET0084_10670	Acid phosphatase (EC 3.1.3.2)
M9G165	M9G165_ECOLX	AQEV01000001;		aphA ECMP0215612_0055	Class B acid phosphatase (EC 3.1.3.2)
T7LSD7	T7LSD7_ECOLX	AVYD01000001;		G828_00214	Class B acid phosphatase (EC 3.1.3.2)
I2SGX1	I2SGX1_ECOLX	AEZK02000026;		aphA EC50588_4492	Class B acid phosphatase (EC 3.1.3.2)
M7LR30	M7LR30_VIBCL	APGC01000058;		VCNHCC008D_001999	Tryptophan permease (EC 3.1.3.2)
E9UBY5	E9UBY5_ECOLX	ADUG01000180;		aphA HMPREF9532_02528	Class B acid phosphatase (EC 3.1.3.2) (Fragment)
N4IN97	N4IN97_ECOLX	AQBU01000272;		aphA ECP030529311_4493	Class B acid phosphatase (EC 3.1.3.2)
J5UPZ4	J5UPZ4_9ENTR	ALNJ01000121;		HMPREF1144_5235	Class B acid phosphatase (EC 3.1.3.2)
U6QJ23	U6QJ23_SALET	AHUS01000018;		aphA SE451200_15991	Class B acid phosphatase (EC 3.1.3.2)
L4QQG8	L4QQG8_ECOLX	ANXC01000003;		A15O_00223	Class B acid phosphatase (EC 3.1.3.2)
N1FHN8	N1FHN8_SALET	CATQ01000037;		SA01_2471	Acid phosphatase (EC 3.1.3.2)
V7XYY1	V7XYY1_SALTM	AYVJ01000141;		aphA SEET0084_12610	Class B acid phosphatase (EC 3.1.3.2)
H4Z4G3	H4Z4G3_ECOLX	AIGF01000054;		aphA ECDEC8A_4969	Class B acid phosphatase (EC 3.1.3.2)
M8TQJ9	M8TQJ9_ECOLX	AQDI01000117;		aphA EC2866450_4606	Class B acid phosphatase (EC 3.1.3.2)
U1IM68	U1IM68_ECOLX	AUQB01000022;		aphA CFSAN002237_07690	Class B acid phosphatase (EC 3.1.3.2)
N1FLW5	N1FLW5_SALET	CATQ01000024;		aphA SA01_1658	Class B acid phosphatase (EC 3.1.3.2)
A0A027HP84	A0A027HP84_ECO57	JHIV01000099;		aphA BY69_25160	Class B acid phosphatase (EC 3.1.3.2)
S6KCW5	S6KCW5_9PSED	ATLP01000093;		CF161_19849	Acid phosphatase (EC 3.1.3.2)
Z4WE49	Z4WE49_9XANT	JDSU01000005;		XAR_3709	Acid phosphatase (EC 3.1.3.2)
S6IW57	S6IW57_9PSED	ATLP01000079;		CF161_14670	Acid phosphatase (EC 3.1.3.2)
A0A028G6W5	A0A028G6W5_ECOLX	JHGH01000047;		aphA BX31_19500	Class B acid phosphatase (EC 3.1.3.2)
V3F0P8	V3F0P8_ENTCL	AYIE01000005;		L422_02262	Class B acid phosphatase (EC 3.1.3.2)
V2SFT6	V2SFT6_ECOLX	AYHI01000001;		G974_00062	Class B acid phosphatase (EC 3.1.3.2)
N3GIV7	N3GIV7_ECOLX	APZE01000063;		aphA ECP03023082_4550	Class B acid phosphatase (EC 3.1.3.2)
H4S3R4	H4S3R4_ECOLX	AIFP01000067;		aphA ECDEC4F_4984	Class B acid phosphatase (EC 3.1.3.2)
K3P6Y8	K3P6Y8_ECOLX	AMVB01000456;		aphA ECEC1864_5522	Class B acid phosphatase (EC 3.1.3.2)
H1R664	H1R664_SALMO	AHIK01000003;		aphA SEEM8286_06447	Class B acid phosphatase (EC 3.1.3.2)
K4UCG1	K4UCG1_KLEPN	HF536482;		BN373_18291	Acid phosphatase (EC 3.1.3.2)
N3VNU7	N3VNU7_ECOLX	AQAN01000128;		aphA ECP03047773_4449	Class B acid phosphatase (EC 3.1.3.2)
E8KFP8	E8KFP8_9PAST	AEVG01000047;		aphA HMPREF0027_0665	Class B acid phosphatase (EC 3.1.3.2)
L3KT89	L3KT89_ECOLX	ANUC01000007;		A1S7_00246	Class B acid phosphatase (EC 3.1.3.2)
H1R6E4	H1R6E4_SALMO	AHIK01000003;		SEEM8286_06857	Acid phosphatase (EC 3.1.3.2)
M9A6Y3	M9A6Y3_ECOLX	AQDV01000049;		aphA EC2780750_4485	Class B acid phosphatase (EC 3.1.3.2)
K4U013	K4U013_KLEPN	HF536482;		aphA BN373_00491	Class B acid phosphatase (EC 3.1.3.2)
L3ZG69	L3ZG69_ECOLX	ANVL01000001;		WE3_00069	Class B acid phosphatase (EC 3.1.3.2)
F0BQJ8	F0BQJ8_9XANT	AEQW01000081;		XPE_1549	Acid phosphatase (EC 3.1.3.2)
B2PJB3	B2PJB3_ECO57	ABHQ01000005;		aphA ECH7EC4076_3699	Class B acid phosphatase (EC 3.1.3.2)
K3ETQ9	K3ETQ9_ECOLX	AMUE01000352;		aphA ECTT12B_5228	Class B acid phosphatase (EC 3.1.3.2)
V2ATZ7	V2ATZ7_SALHA	AOZE01000044;		aphA SEEH1956_15022	Class B acid phosphatase (EC 3.1.3.2)
V1ZZ83	V1ZZ83_SALHA	AOZE01000044;		SEEH1956_14667	Acid phosphatase (EC 3.1.3.2)
B2PKM5	B2PKM5_ECO57	ABHQ01000007;		appA ECH7EC4076_1478	Periplasmic AppA protein (EC 3.1.3.2) (EC 3.1.3.26)
N1T6H7	N1T6H7_ECOLX	AQFE01000046;		aphA EC2726800_4952	Class B acid phosphatase (EC 3.1.3.2)
A0A024ZSF2	A0A024ZSF2_ECOLX	JHFE01000010;		aphA BX60_01555	Class B acid phosphatase (EC 3.1.3.2)
A0A038EJE6	A0A038EJE6_SALTM	JHAH01000052;		N936_17935	Acid phosphatase (EC 3.1.3.2)
A0A028CEK1	A0A028CEK1_ECOLX	JHGW01000031;		aphA BX16_17670	Class B acid phosphatase (EC 3.1.3.2)
A0A038ESW6	A0A038ESW6_SALTM	JHAH01000022;		aphA N936_07610	Class B acid phosphatase (EC 3.1.3.2)
A0A017QJN0	A0A017QJN0_HAEPR	ANKT01000036;		aphA HPNK_03852	Class B acid phosphatase (EC 3.1.3.2)
U9I324	U9I324_PSEAI	AXPO01000022;		Q066_04704	Acid phosphatase (EC 3.1.3.2)
L6Z077	L6Z077_SALEN	ALIB01000057;		SEEE2625_12109	Acid phosphatase (EC 3.1.3.2)
E2N5A1	E2N5A1_CAPSP	ABZV01000018;		CAPSP0001_0379	Acid phosphatase (EC 3.1.3.2)
U8Z7L2	U8Z7L2_PSEAI	AXRB01000003;		Q014_00194	Acid phosphatase (EC 3.1.3.2)
D4SZJ0	D4SZJ0_9XANT	ACPX01000215;		phoC XAUB_36470	Acid phosphatase (EC 3.1.3.2)
S2CWC3	S2CWC3_KLEPN	APWG01000077;		aphA J051_3127	Class B acid phosphatase (EC 3.1.3.2)
V7VE61	V7VE61_SALET	AYUZ01000020;		CFSAN001673_16790	Acid phosphatase (EC 3.1.3.2)
Q9F1U0	Q9F1U0_RAOPL	AB044345;		pho	Acid phosphatase (EC 3.1.3.2)
V7V900	V7V900_SALET	AYUZ01000029;		aphA CFSAN001673_20295	Class B acid phosphatase (EC 3.1.3.2)
I3I1N6	I3I1N6_STRPY	AFRY01000001;		aphA SPYOHK_05165	Acid phosphatase/phosphotransferase (EC 3.1.3.2)
V2PTQ6	V2PTQ6_SALET	APAR01000016;		CFSAN000624_10200	Acid phosphatase (EC 3.1.3.2)
W7GDJ6	W7GDJ6_STEMA	AZAE01000003;		X548_19370	Acid phosphatase (EC 3.1.3.2)
I4TK61	I4TK61_ECOLX	AJWR01000094;		aphA EC5411_17104	Class B acid phosphatase (EC 3.1.3.2)
V2PR57	V2PR57_SALET	APAR01000011;		aphA CFSAN000624_07294	Class B acid phosphatase (EC 3.1.3.2)
M9KCY7	M9KCY7_ECOLX	AQFF01000031;		aphA EC2720900_4833	Class B acid phosphatase (EC 3.1.3.2)
